Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\Kv Tester\JibOpp180bar\-30prosent.csv;
Starttime of export;134213174536030000;onsdag 22. april 2026;09:44:13.603
Endtime of export;134213174588903428;onsdag 22. april 2026;09:44:18.890


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_m;Name;fSensor1_V;Name;fValve1_V

0;178.63093966490678;0;10.180974761192665;0;106.350901821955;0;0.72501095891931189;0;3.5276345103305156;0;3.500167851802118
10;178.56990264595478;10;10.254219183935056;10;106.32648701437421;10;0.72493188823566945;10;3.5300759910885953;10;3.500167851802118
20;178.48445081942194;20;10.144352549821466;20;106.350901821955;20;0.7247737468683848;20;3.5270241401409956;20;3.500167851802118
30;178.69197668385877;30;9.99786370433668;30;106.27765739921261;30;0.72465514084292126;30;3.5316019165623951;30;3.500167851802118
40;178.60652485732598;40;10.034485915707878;40;106.24103518784142;40;0.72449699947563662;40;3.5312967314676351;40;3.500167851802118
50;178.59431745353558;50;10.09552293465987;50;106.08233893856624;50;0.72429932276653064;50;3.5279396954252755;50;3.500167851802118
60;178.70418408764917;60;10.034485915707878;60;106.20441297647022;60;0.724141181399246;60;3.5291604358043154;60;3.500167851802118
70;178.65535447248757;70;10.058900723288675;70;106.20441297647022;70;0.72406211071560356;70;3.5294656208990753;70;3.500167851802118
80;178.60652485732598;80;10.071108127079073;80;106.22882778405102;80;0.72394350469014;80;3.531907101657155;80;3.500167851802118
90;178.50886562700273;90;10.107730338450269;90;106.24103518784142;90;0.72374582798103415;90;3.5273293252357556;90;3.500167851802118
100;178.59431745353558;100;10.083315530869472;100;106.22882778405102;100;0.72358768661374939;100;3.5312967314676351;100;3.500167851802118
110;178.42341380046994;110;10.09552293465987;110;106.16779076509903;110;0.72350861593010718;110;3.5273293252357556;110;3.500167851802118
120;178.63093966490678;120;10.156559953611865;120;106.05792413098544;120;0.72342954524646474;120;3.5331278420361949;120;3.500167851802118
130;178.59431745353558;130;10.034485915707878;130;106.08233893856624;130;0.72327140387918;130;3.5316019165623951;130;3.500167851802118
140;178.56990264595478;140;9.9490340891750844;140;106.26544999542222;140;0.72311326251189523;140;3.5285500656147955;140;3.500167851802118
150;178.55769524216439;150;9.9368266853846858;150;106.44856105227819;150;0.72299465648643169;150;3.5279396954252755;150;3.500167851802118
160;178.61873226111638;160;10.09552293465987;160;106.25324259163182;160;0.72291558580278936;160;3.5300759910885953;160;3.500167851802118
170;178.78963591418196;170;10.022278511917477;170;106.26544999542222;170;0.72283651511914693;170;3.5340433973204748;170;3.500167851802118
180;178.65535447248757;180;9.9490340891750844;180;106.3753166295358;180;0.72267837375186228;180;3.5288552507095554;180;3.500167851802118
190;178.69197668385877;190;10.022278511917477;190;106.44856105227819;190;0.72252023238457752;190;3.5300759910885953;190;3.500167851802118
200;178.53328043458359;200;10.022278511917477;200;106.3753166295358;200;0.72232255567547166;200;3.5285500656147955;200;3.500167851802118
210;178.65535447248757;210;10.083315530869472;210;106.26544999542222;210;0.72224348499182933;210;3.532212286751915;210;3.500167851802118
220;178.53328043458359;220;10.107730338450269;220;106.46076845606859;220;0.72204580828272347;220;3.5264137699514757;220;3.500167851802118
230;178.63093966490678;230;10.022278511917477;230;106.52180547502059;230;0.72184813157361749;230;3.5294656208990753;230;3.500167851802118
240;178.60652485732598;240;10.034485915707878;240;106.48518326364939;240;0.72172952554815406;240;3.532212286751915;240;3.500167851802118
250;178.61873226111638;250;10.083315530869472;250;106.47297585985899;250;0.72161091952269052;250;3.5285500656147955;250;3.500167851802118
260;178.71639149143957;260;9.99786370433668;260;106.54622028260138;260;0.72145277815540587;260;3.5291604358043154;260;3.500167851802118
270;178.545487838374;270;9.9856563005462817;270;106.55842768639178;270;0.72133417212994222;270;3.5303811761833552;270;3.500167851802118
280;178.53328043458359;280;9.9490340891750844;280;106.57063509018218;280;0.72121556610447868;280;3.5337382122257148;280;3.500167851802118
290;178.47224341563154;290;9.9490340891750844;290;106.44856105227819;290;0.72113649542083647;290;3.5264137699514757;290;3.500167851802118
300;178.60652485732598;300;9.8025452436902984;300;106.3753166295358;300;0.721057424737194;300;3.5285500656147955;300;3.500167851802118
310;178.545487838374;310;9.8391674550614958;310;106.27765739921261;310;0.720859748028088;310;3.5288552507095554;310;3.500167851802118
320;178.75301370281076;320;9.9734488967558814;320;106.20441297647022;320;0.72078067734444584;320;3.5334330271309549;320;3.500167851802118
330;178.74080629902036;330;9.9490340891750844;330;106.20441297647022;330;0.72062253597716108;330;3.5279396954252755;330;3.500167851802118
340;178.65535447248757;340;9.9490340891750844;340;106.17999816888943;340;0.72046439460987644;340;3.5288552507095554;340;3.500167851802118
350;178.56990264595478;350;9.8391674550614958;350;106.30207220679341;350;0.72030625324259168;350;3.532517471846675;350;3.500167851802118
360;178.52107303079319;360;9.9856563005462817;360;106.08233893856624;360;0.72018764721712814;360;3.5276345103305156;360;3.500167851802118
