file_name,u_percent,uV_ref,uV_sensor,uV_error,ps_bar,pa_bar,pb_bar,dp_bar,x_m,xdot_mps,Q_m3ps,Ad_m2,Kv_Lmin_sqrtbar
5prosent.csv,5,5.14008722480661,5.25009918515581,0.110011960349195,122.723378776847,0,0.171205931635632,122.723378776847,0.1243373797796,1.85605430603039e-06,0,0,0
10prosent.csv,10,5.39335481548684,5.50004577776421,0.106690962277366,122.703356285924,0,0.171787354013374,122.703356285924,0.124334166889135,-2.69878777189751e-07,0,0,0
15prosent.csv,15,5.64247421159426,5.74999237037264,0.107518158778378,122.66708008697,3.96444986178438,0.177269043222803,118.702630225185,0.124319863221514,1.05351991954496e-07,0,0,0
20prosent.csv,20,5.8923071280772,6.00024414807581,0.107937019998603,122.609844426841,3.43833664800699,0.179153325079557,119.171507778834,0.124279339136464,2.3455013677899e-06,0,0,0
25prosent.csv,25,6.14190622135792,6.25019074068424,0.108284519326321,122.627469589187,65.4437374751542,0.182361866009641,57.1837321140326,0.126156134596359,0.000445646776403477,8.96026008860886e-06,1.20697662380952e-07,0.0710944368245073
30prosent.csv,30,6.39181488359015,6.50013733329263,0.108322449702483,122.163976212256,65.6592845783191,0.227788067993153,56.5046916339376,0.136185318267087,0.00240957083833974,4.84472962818069e-05,6.56510659079949e-07,0.386703890165325
35prosent.csv,35,6.64449496953236,6.75008392590107,0.105588956368713,121.729219438256,64.9967141738132,0.885280922879729,56.7325052644429,0.167390631363609,0.00497196851148026,9.99673583970955e-05,1.35193784712323e-06,0.796330748806045
40prosent.csv,40,6.893523331063,7.00003051850945,0.106507187446452,121.250799905561,66.0806052172381,1.75601478600089,55.1701946883233,0.156218049672799,0.00765329164336077,0.000153878558736399,2.11028126217571e-06,1.24301709673683
45prosent.csv,45,7.14271821185801,7.24997711111791,0.107258899259893,120.614651116706,66.5663060002494,2.85141982618527,54.0483451164573,0.167175771700632,0.0103472604471622,0.000208044015395745,2.88256107578119e-06,1.69791238912388
50prosent.csv,50,7.39300939064729,7.50022888882108,0.107219498173791,120.060319923916,67.3208100319917,3.99656969555179,52.7395098919243,0.169846687081935,0.0129871226132308,0.000261121593555173,3.66259782962252e-06,2.15737674512551
55prosent.csv,55,7.64248651384668,7.75017548142947,0.10768896758279,119.574853779466,67.7793431421462,5.13526384990218,51.7955106373194,0.187708613862667,0.0155610169769601,0.000312872810350106,4.42829204449691e-06,2.60839292814372
60prosent.csv,60,7.88954814612977,8.00012207403788,0.110573927908117,119.053938135303,68.4823821217602,6.65977498414679,50.5715560135431,0.202657629025395,0.0175922527049824,0.000353713227891635,5.06655351656759e-06,2.98434751590057
65prosent.csv,65,8.1427295464223,8.25006866664634,0.107339120224038,118.673124964577,69.2104222163123,7.69857013516794,49.4627027482645,0.207738333792117,0.0198409057232983,0.000398925079429643,5.7778586030957e-06,3.40332691897726
70prosent.csv,70,8.3907801411144,8.50001525925473,0.109235118140329,118.218830057509,69.9466863356746,8.67838966055758,48.272143721834,0.20816974235622,0.0219946057388413,0.000442227787569586,6.48354047366904e-06,3.81899408415671
75prosent.csv,75,8.64007370191728,8.74996185186317,0.109888149945888,117.605924282502,70.7440565485898,10.1597760043322,46.8618677339124,0.217822030025746,0.0246346975402852,0.000495309982822186,7.37024246138374e-06,4.34128736808775
80prosent.csv,80,8.88925644315976,8.99990844447156,0.110652001311806,117.065490299232,71.5454863851117,11.358795458652,45.5200039141199,0.223173089735389,0.0267824565484287,0.000538493239920841,8.13005720389712e-06,4.78884037072546
85prosent.csv,85,9.14072452532037,9.25016022217476,0.109435696854389,116.644864654387,71.8987652330357,12.4027818963407,44.7460994213511,0.235400950895556,0.0283589055803438,0.00057018962838435,8.68272832906023e-06,5.11437975249594
90prosent.csv,90,9.39018052843464,9.50010681478315,0.109926286348509,116.251425861513,72.1746238220881,13.2814422802578,44.0768020394247,0.246403355423641,0.0296131955380344,0.000595408624330285,9.1353370108755e-06,5.38097944217326
95prosent.csv,95,9.64006062276047,9.75005340739155,0.10999278463108,116.058564248459,72.7040357919317,13.7657868558653,43.3545284565269,0.244013185389611,0.0305480972045298,0.000614205937656944,9.50191777845725e-06,5.59690618597102
100prosent.csv,100,9.89008688815636,10,0.109913111843635,115.813252480749,72.976128645877,14.0899198483146,42.8371238348719,0.243353674239493,0.0311064515892784,0.00062543231866959,9.73385020175922e-06,5.73352113518149
