file_name,u_percent,uSensor_V,uValve_V,ps_bar,pa_bar,pb_bar,dp_bar,x_m,xdot_mps,Q_m3ps,Ad_m2
5prosent.csv,5,5.14008722480661,5.25009918515581,122.723378776847,0,0.171205931635632,122.723378776847,0.1243373797796,0,0,0
10prosent.csv,10,5.39335481548684,5.50004577776421,122.703356285924,0,0.171787354013374,122.703356285924,0.124334166889135,0,0,0
15prosent.csv,15,5.64247421159426,5.74999237037264,122.66708008697,3.96444986178438,0.177269043222803,118.702630225185,0.124319863221514,0,0,0
20prosent.csv,20,5.8923071280772,6.00024414807581,122.609844426841,3.43833664800699,0.179153325079557,119.171507778834,0.124279339136464,0,0,0
25prosent.csv,25,6.14190622135792,6.25019074068424,122.627469589187,65.4437374751542,0.182361866009641,57.1837321140326,0.126156134596359,0.000395429746494203,7.9505867942212e-06,1.07097029676552e-07
30prosent.csv,30,6.39181488359015,6.50013733329263,122.163976212256,65.6592845783191,0.227788067993153,56.5046916339376,0.136185318267087,0.00237257847896521,4.77035207653271e-05,6.464317363741e-07
35prosent.csv,35,6.64449496953236,6.75008392590107,121.729219438256,64.9967141738132,0.885280922879729,56.7325052644429,0.167390631363609,0.00500877678892414,0.000100707432726753,1.36194645905407e-06
40prosent.csv,40,6.893523331063,7.00003051850945,121.250799905561,66.0806052172381,1.75601478600089,55.1701946883233,0.156218049672799,0.00764497509888606,0.000153711344688239,2.10798809881687e-06
45prosent.csv,45,7.14271821185801,7.24997711111791,120.614651116706,66.5663060002494,2.85141982618527,54.0483451164573,0.167175771700632,0.0102811734088479,0.000206715256649723,2.86415041285922e-06
50prosent.csv,50,7.39300939064729,7.50022888882108,120.060319923916,67.3208100319917,3.99656969555179,52.7395098919243,0.169846687081935,0.0129173717188083,0.000259719168611179,3.64292684613107e-06
55prosent.csv,55,7.64248651384668,7.75017548142947,119.574853779466,67.7793431421462,5.13526384990218,51.7955106373194,0.187708613862667,0.0155535700287674,0.000312723080572609,4.42617282173105e-06
60prosent.csv,60,7.88954814612977,8.00012207403788,119.053938135303,68.4823821217602,6.65977498414679,50.5715560135431,0.202657629025395,0.0176625286767361,0.000355126210141781,5.08679293546351e-06
65prosent.csv,65,8.1427295464223,8.25006866664634,118.673124964577,69.2104222163123,7.69857013516794,49.4627027482645,0.207738333792117,0.0199032972402022,0.000400179535309012,5.79602760040512e-06
70prosent.csv,70,8.3907801411144,8.50001525925473,118.218830057509,69.9466863356746,8.67838966055758,48.272143721834,0.20816974235622,0.0220122558881722,0.00044258266487821,6.48874336109114e-06
75prosent.csv,75,8.64007370191728,8.74996185186317,117.605924282502,70.7440565485898,10.1597760043322,46.8618677339124,0.217822030025746,0.0246484541981326,0.000495586576839666,7.37435819707027e-06
80prosent.csv,80,8.88925644315976,8.99990844447156,117.065490299232,71.5454863851117,11.358795458652,45.5200039141199,0.223173089735389,0.0268892227615974,0.000540639902006873,8.16246705468641e-06
85prosent.csv,85,9.14072452532037,9.25016022217476,116.644864654387,71.8987652330357,12.4027818963407,44.7460994213511,0.235400950895556,0.028339131832078,0.000569792053585721,8.67667414323304e-06
90prosent.csv,90,9.39018052843464,9.50010681478315,116.251425861513,72.1746238220881,13.2814422802578,44.0768020394247,0.246403355423641,0.0296572309870582,0.000596294009566449,9.14892145051292e-06
95prosent.csv,95,9.64006062276047,9.75005340739155,116.058564248459,72.7040357919317,13.7657868558653,43.3545284565269,0.244013185389611,0.0305799003955442,0.000614845378752956,9.51181009037733e-06
100prosent.csv,100,9.89008688815636,10,115.813252480749,72.976128645877,14.0899198483146,42.8371238348719,0.243353674239493,0.0311071400575374,0.000625446161145269,9.73406563767556e-06
