Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Jib\OppCrack2.csv;
Starttime of export;134223620515160000;mandag 4. mai 2026;11:54:11.516
Endtime of export;134223620726060000;mandag 4. mai 2026;11:54:32.606


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_mm;Name;fValve1_V;Name;fSensor1_V;Name;fPresCyl1A_bar;Name;fPresCyl1B_bar

0;151.2985625782037;0;22.8278450880459;0;83.6329233680227;0;31.126174615813589;0;5.00015259254738;0;4.9638355662709435;0;45.216223639637441;0;86.965544602801586
10;151.42063661610769;10;22.864467299417097;10;83.840449232459477;10;31.126174615813589;10;5.00015259254738;10;4.9650563066499833;10;45.22843104342784;10;86.965544602801586
20;151.46946623126928;20;22.876674703207495;20;83.864864040040274;20;31.126174615813589;20;5.00015259254738;20;4.9650563066499833;20;45.155186620685441;20;86.965544602801586
30;151.2741477706229;30;22.864467299417097;30;83.81603442487868;30;31.126174615813589;30;5.00015259254738;30;4.9647511215552234;30;45.216223639637441;30;86.965544602801586
40;151.24973296304211;40;22.8522598956267;40;83.81603442487868;40;31.126174615813589;40;5.00015259254738;40;4.9647511215552234;40;45.326090273751028;40;87.026581621753579
50;151.40842921231729;50;22.888882106997894;50;83.742790002136289;50;31.086639273992414;50;5.00015259254738;50;4.9638355662709435;50;45.326090273751028;50;86.989959410382383
60;151.38401440473649;60;22.94991912594989;60;83.6695455793939;60;31.126174615813589;60;5.00015259254738;60;4.9635303811761835;60;45.289468062379832;60;86.953337199011187
70;151.24973296304211;70;22.913296914578694;70;83.6695455793939;70;31.165709957634768;70;5.00015259254738;70;4.9647511215552234;70;45.204016235847035;70;86.953337199011187
80;151.40842921231729;80;22.876674703207495;80;83.742790002136289;80;31.126174615813589;80;5.00015259254738;80;4.9662770470290232;80;45.265053254799035;80;86.92892239143039
90;151.49388103885008;90;22.937711722159492;90;83.840449232459477;90;31.126174615813589;90;5.00015259254738;90;4.9656666768395032;90;45.301675466170231;90;86.977752006591984
100;151.40842921231729;100;23.023163548692285;100;83.718375194555492;100;31.205245299455942;100;5.00015259254738;100;4.9644459364604634;100;45.22843104342784;100;87.087618640705571
110;151.43284401989808;110;22.974333933530687;110;83.6695455793939;110;31.205245299455942;110;5.00015259254738;110;4.9641407513657034;110;45.216223639637441;110;87.112033448286368
120;151.40842921231729;120;22.937711722159492;120;83.754997405926687;120;31.165709957634768;120;5.00015259254738;120;4.9638355662709435;120;45.204016235847035;120;86.965544602801586
130;151.46946623126928;130;22.974333933530687;130;83.767204809717086;130;31.126174615813589;130;5.00015259254738;130;4.9635303811761835;130;45.16739402447584;130;86.953337199011187
140;151.39622180852689;140;22.962126529740289;140;83.754997405926687;140;31.165709957634768;140;5.00015259254738;140;4.9656666768395032;140;45.252845851008637;140;87.050996429334376
150;151.3107699819941;150;22.998748741111488;150;83.742790002136289;150;31.126174615813589;150;5.00015259254738;150;4.9659718619342632;150;45.301675466170231;150;86.941129795220789
160;151.3107699819941;160;23.071993163853879;160;83.571886349070709;160;31.086639273992414;160;5.00015259254738;160;4.9641407513657034;160;45.265053254799035;160;86.92892239143039
170;151.43284401989808;170;23.084200567644277;170;83.535264137699514;170;31.126174615813589;170;5.00015259254738;170;4.9638355662709435;170;45.265053254799035;170;87.038789025543977
180;151.49388103885008;180;22.998748741111488;180;83.718375194555492;180;31.165709957634768;180;5.00015259254738;180;4.9641407513657034;180;45.216223639637441;180;87.026581621753579
190;151.3229773857845;190;22.974333933530687;190;83.7061677907651;190;31.165709957634768;190;5.00015259254738;190;4.9662770470290232;190;45.204016235847035;190;87.01437421796318
200;151.3229773857845;200;23.047578356273082;200;83.584093752861108;200;31.165709957634768;200;5.00015259254738;200;4.9662770470290232;200;45.142979216895043;200;86.977752006591984
210;151.38401440473649;210;23.047578356273082;210;83.584093752861108;210;31.126174615813589;210;5.00015259254738;210;4.9656666768395032;210;45.130771813104644;210;87.075411236915173
220;151.38401440473649;220;23.084200567644277;220;83.523056733909115;220;31.126174615813589;220;5.00015259254738;220;4.9647511215552234;220;45.179601428266238;220;86.989959410382383
230;151.49388103885008;230;23.108615375225074;230;83.559678945280311;230;31.165709957634768;230;5.00015259254738;230;4.9641407513657034;230;45.16739402447584;230;86.8923001800592
240;151.55491805780207;240;23.14523758659627;240;83.6329233680227;240;31.126174615813589;240;5.00106814783166;240;4.9641407513657034;240;45.204016235847035;240;87.01437421796318
250;151.48167363505968;250;23.14523758659627;250;83.547471541489912;250;31.165709957634768;250;5.0022888882107;250;4.9650563066499833;250;45.265053254799035;250;87.026581621753579
260;151.38401440473649;260;23.108615375225074;260;83.571886349070709;260;31.165709957634768;260;5.00320444349498;260;4.9656666768395032;260;45.16739402447584;260;87.038789025543977
270;151.3107699819941;270;23.14523758659627;270;83.6329233680227;270;31.126174615813589;270;5.0041199987792595;270;4.9650563066499833;270;45.08194219794305;270;87.063203833124774
280;151.39622180852689;280;23.047578356273082;280;83.571886349070709;280;31.165709957634768;280;5.0050355540635394;280;4.9650563066499833;280;45.069734794152652;280;87.087618640705571
290;151.46946623126928;290;23.084200567644277;290;83.559678945280311;290;31.165709957634768;290;5.0062562944425792;290;4.9644459364604634;290;45.057527390362253;290;87.087618640705571
300;151.53050325022127;300;23.206274605548266;300;83.6329233680227;300;31.165709957634768;300;5.0071718497268591;300;4.9647511215552234;300;45.118564409314246;300;87.01437421796318
