Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Jib\OppPOPEN40.csv;
Starttime of export;134223621761660000;mandag 4. mai 2026;11:56:16.166
Endtime of export;134223622518060000;mandag 4. mai 2026;11:57:31.806


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_mm;Name;fValve1_V;Name;fSensor1_V;Name;fPresCyl1A_bar;Name;fPresCyl1B_bar

0;151.3107699819941;0;21.240882595294046;0;87.209692678609557;0;23.179570909756769;0;5.00015259254738;0;4.9650563066499833;0;44.288460951567124;0;90.2127140110477
10;151.2985625782037;10;21.338541825617238;10;87.234107486190354;10;23.140035567935595;10;5.00015259254738;10;4.9650563066499833;10;44.312875759147921;10;90.1882992034669
20;151.2985625782037;20;21.411786248359629;20;87.209692678609557;20;23.140035567935595;20;5.00015259254738;20;4.9635303811761835;20;44.349497970519117;20;90.24933622241889
30;151.21311075167091;30;21.362956633198035;30;87.221900082399955;30;23.140035567935595;30;5.00015259254738;30;4.9638355662709435;30;44.312875759147921;30;90.298165837580484
40;151.23752555925171;40;21.350749229407636;40;87.148655659657564;40;23.179570909756769;40;5.00015259254738;40;4.9644459364604634;40;44.386120181890313;40;90.298165837580484
50;151.2863551744133;50;21.411786248359629;50;87.075411236915173;50;23.179570909756769;50;5.00015259254738;50;4.9662770470290232;50;44.373912778099914;50;90.237128818628491
60;151.16428113650929;60;21.350749229407636;60;87.173070467238361;60;23.179570909756769;60;5.00015259254738;60;4.9659718619342632;60;44.251838740195929;60;90.298165837580484
70;151.15207373271889;70;21.399578844569231;70;87.160863063447962;70;23.179570909756769;70;5.00015259254738;70;4.9641407513657034;70;44.276253547776726;70;90.298165837580484
80;151.21311075167091;80;21.497238074892426;80;87.075411236915173;80;23.219106251577948;80;5.00015259254738;80;4.9644459364604634;80;44.361705374309516;80;90.273751029999687
90;151.20090334788051;90;21.509445478682824;90;87.075411236915173;90;23.219106251577948;90;5.00015259254738;90;4.9644459364604634;90;44.422742393261508;90;90.310373241370883
100;151.16428113650929;100;21.558275093844419;100;87.124240852076767;100;23.140035567935595;100;5.00015259254738;100;4.9644459364604634;100;44.288460951567124;100;90.310373241370883
110;151.21311075167091;110;21.533860286263621;110;87.063203833124774;110;23.140035567935595;110;5.00015259254738;110;4.9650563066499833;110;44.288460951567124;110;90.237128818628491
