Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Jib\OppPOPEN70.csv;
Starttime of export;134223623535160000;mandag 4. mai 2026;11:59:13.516
Endtime of export;134223623832560000;mandag 4. mai 2026;11:59:43.256


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_mm;Name;fValve1_V;Name;fSensor1_V;Name;fPresCyl1A_bar;Name;fPresCyl1B_bar

0;151.0544145023957;0;21.436201055940433;0;83.81603442487868;0;42.947241820345852;0;5.00015259254738;0;4.9650563066499833;0;47.572252571184421;0;87.124240852076767
10;151.0544145023957;10;21.436201055940433;10;83.6207159642323;10;42.986777162167023;10;5.00015259254738;10;4.9659718619342632;10;47.596667378765218;10;87.160863063447962
20;151.0422070986053;20;21.411786248359629;20;83.6817529831843;20;42.986777162167023;20;5.00015259254738;20;4.9662770470290232;20;47.572252571184421;20;87.234107486190354
30;150.93234046449172;30;21.436201055940433;30;83.742790002136289;30;42.907706478524673;30;5.00015259254738;30;4.9650563066499833;30;47.560045167394023;30;87.112033448286368
40;150.96896267586291;40;21.448408459730832;40;83.828241828669078;40;42.907706478524673;40;5.00015259254738;40;4.967497787408063;40;47.58445997497482;40;87.063203833124774
50;151.15207373271889;50;21.485030671102027;50;83.767204809717086;50;42.947241820345852;50;5.00015259254738;50;4.9665822321237831;50;47.49900814844203;50;87.209692678609557
60;151.18869594409011;60;21.533860286263621;60;83.7061677907651;60;42.986777162167023;60;5.00015259254738;60;4.9656666768395032;60;47.401348918118842;60;87.295144505142346
70;151.0666219061861;70;21.533860286263621;70;83.7061677907651;70;43.0263125039882;70;5.00015259254738;70;4.9656666768395032;70;47.486800744651632;70;87.282937101351948
80;151.16428113650929;80;21.533860286263621;80;83.6085085604419;80;43.0263125039882;80;5.00015259254738;80;4.9647511215552234;80;47.560045167394023;80;87.221900082399955
