Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Jib\OppCrack3.csv;
Starttime of export;134223621070660000;mandag 4. mai 2026;11:55:07.066
Endtime of export;134223621287060000;mandag 4. mai 2026;11:55:28.706


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_mm;Name;fValve1_V;Name;fSensor1_V;Name;fPresCyl1A_bar;Name;fPresCyl1B_bar

0;151.12765892513809;0;17.456587420270395;0;83.27890865810113;0;22.547005440617909;0;5.00015259254738;0;4.9647511215552234;0;41.163365581225015;0;85.561693166905727
10;151.11545152134769;10;17.419965208899196;10;83.156834620197145;10;22.50747009879673;10;5.00015259254738;10;4.9662770470290232;10;41.224402600177008;10;85.586107974486524
20;151.23752555925171;20;17.456587420270395;20;83.095797601245152;20;22.547005440617909;20;5.00015259254738;20;4.9665822321237831;20;41.199987792596211;20;85.622730185857719
30;151.23752555925171;30;17.493209631641591;30;83.193456831568341;30;22.62607612426029;30;5.00015259254738;30;4.9662770470290232;30;41.199987792596211;30;85.512863551744132
40;151.2741477706229;40;17.456587420270395;40;83.230079042939536;40;22.547005440617909;40;5.00015259254738;40;4.9647511215552234;40;41.175572985015414;40;85.427411725211343
50;151.2985625782037;50;17.444380016479997;50;83.327738273262725;50;22.586540782439116;50;5.00015259254738;50;4.9650563066499833;50;41.187780388805812;50;85.500656147953734
60;151.18869594409011;60;17.542039246803188;60;83.388775292214717;60;22.547005440617909;60;5.00015259254738;60;4.9656666768395032;60;41.175572985015414;60;85.598315378276922
70;151.15207373271889;70;17.52983184301279;70;83.291116061891529;70;22.467934756975556;70;5.00015259254738;70;4.9656666768395032;70;41.187780388805812;70;85.708182012390509
80;151.23752555925171;80;17.444380016479997;80;83.254493850520333;80;22.547005440617909;80;5.00015259254738;80;4.9656666768395032;80;41.163365581225015;80;85.634937589648118
90;151.21311075167091;90;17.566454054383986;90;83.254493850520333;90;22.547005440617909;90;5.00015259254738;90;4.9656666768395032;90;41.090121158482617;90;85.561693166905727
100;151.22531815546131;100;17.578661458174384;100;83.254493850520333;100;22.586540782439116;100;5.00015259254738;100;4.9668874172185431;100;41.163365581225015;100;85.610522782067321
110;151.18869594409011;110;17.627491073335978;110;83.181249427777942;110;22.547005440617909;110;5.00015259254738;110;4.9650563066499833;110;41.06570635090182;110;85.561693166905727
120;151.13986632892849;120;17.676320688497572;120;83.169042023987544;120;22.547005440617909;120;5.00015259254738;120;4.9647511215552234;120;41.016876735740226;120;85.53727835932493
130;151.20090334788051;130;17.554246650593587;130;83.12021240882595;130;22.547005440617909;130;5.00015259254738;130;4.9644459364604634;130;41.029084139530624;130;85.549485763115328
140;151.3351847895749;140;17.627491073335978;140;83.217871639149138;140;22.547005440617909;140;5.00015259254738;140;4.9650563066499833;140;41.077913754692219;140;85.610522782067321
150;151.3107699819941;150;17.737357707449569;150;83.254493850520333;150;22.547005440617909;150;5.00015259254738;150;4.9665822321237831;150;41.163365581225015;150;85.708182012390509
160;151.20090334788051;160;17.72515030365917;160;83.230079042939536;160;22.586540782439116;160;5.00015259254738;160;4.9656666768395032;160;41.261024811548204;160;85.634937589648118
170;151.24973296304211;170;17.761772515030366;170;83.144627216406747;170;22.547005440617909;170;5.00015259254738;170;4.9656666768395032;170;41.285439619129;170;85.586107974486524
180;151.18869594409011;180;17.798394726401561;180;83.059175389873957;180;22.547005440617909;180;5.00015259254738;180;4.9665822321237831;180;41.102328562273016;180;85.561693166905727
190;151.22531815546131;190;17.847224341563159;190;83.022553178502761;190;22.586540782439116;190;5.00015259254738;190;4.9665822321237831;190;40.968047120578632;190;85.549485763115328
200;151.3351847895749;200;17.786187322611163;200;83.059175389873957;200;22.547005440617909;200;5.00015259254738;200;4.9656666768395032;200;41.016876735740226;200;85.561693166905727
210;151.3107699819941;210;17.700735496078369;210;83.181249427777942;210;22.547005440617909;210;5.00015259254738;210;4.9668874172185431;210;41.090121158482617;210;85.610522782067321
220;151.39622180852689;220;17.700735496078369;220;83.230079042939536;220;22.50747009879673;220;5.00015259254738;220;4.9659718619342632;220;41.138950773644218;220;85.561693166905727
230;151.38401440473649;230;17.712942899868768;230;83.217871639149138;230;22.467934756975556;230;5.00015259254738;230;4.9656666768395032;230;41.138950773644218;230;85.586107974486524
240;151.22531815546131;240;17.749565111239967;240;83.193456831568341;240;22.547005440617909;240;5.00015259254738;240;4.9656666768395032;240;41.114535966063421;240;85.598315378276922
250;151.11545152134769;250;17.761772515030366;250;83.181249427777942;250;22.586540782439116;250;5.00015259254738;250;4.9659718619342632;250;41.102328562273016;250;85.598315378276922
260;151.13986632892849;260;17.761772515030366;260;83.181249427777942;260;22.547005440617909;260;5.00015259254738;260;4.9665822321237831;260;41.114535966063421;260;85.500656147953734
270;151.2863551744133;270;17.847224341563159;270;83.169042023987544;270;22.547005440617909;270;5.00015259254738;270;4.9665822321237831;270;41.175572985015414;270;85.45182653279214
280;151.24973296304211;280;17.871639149143956;280;83.144627216406747;280;22.62607612426029;280;5.00015259254738;280;4.967497787408063;280;41.138950773644218;280;85.647144993438516
290;151.24973296304211;290;17.83501693777276;290;83.144627216406747;290;22.62607612426029;290;5.00015259254738;290;4.9650563066499833;290;41.053498947111422;290;85.69597460860011
300;151.24973296304211;300;17.847224341563159;300;83.12021240882595;300;22.586540782439116;300;5.00015259254738;300;4.9650563066499833;300;41.138950773644218;300;85.525070955534531
310;151.13986632892849;310;17.908261360515151;310;83.046967986083558;310;22.62607612426029;310;5.00015259254738;310;4.9656666768395032;310;41.199987792596211;310;85.512863551744132
320;151.18869594409011;320;17.920468764305554;320;83.083590197454754;320;22.586540782439116;320;5.00015259254738;320;4.9671926023133031;320;41.016876735740226;320;85.634937589648118
330;151.22531815546131;330;17.847224341563159;330;83.046967986083558;330;22.547005440617909;330;5.00015259254738;330;4.9665822321237831;330;40.968047120578632;330;85.525070955534531
