Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\Kv Tester\JibNed180bar\20prosent.csv;
Starttime of export;134214026234520000;torsdag 23. april 2026;09:23:43.452
Endtime of export;134214026340699712;torsdag 23. april 2026;09:23:54.069


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_m;Name;fSensor1_V;Name;fValve1_V

0;148.9547410504471;0;51.588488418225651;0;56.984160893581958;0;0.079398826979472134;0;5.9508041627246921;0;6.000244148075808
10;149.02798547318949;10;51.503036591692862;10;56.971953489791559;10;0.079398826979472134;10;5.9483626819666124;10;6.000244148075808
20;149.06460768456068;20;51.417584765160072;20;57.045197912533951;20;0.079398826979472134;20;5.9508041627246921;20;6.000244148075808
30;148.99136326181829;30;51.441999572740869;30;56.923123874629965;30;0.079398826979472134;30;5.9495834223456523;30;6.000244148075808
40;149.08902249214148;40;51.417584765160072;40;56.874294259468371;40;0.079477897663114486;40;5.9504989776299322;40;6.000244148075808
50;149.05240028077029;50;51.332132938627275;50;56.837672048097176;50;0.079398826979472134;50;5.9492782372508923;50;6.000244148075808
60;149.00357066560869;60;51.356547746208072;60;56.837672048097176;60;0.079477897663114486;60;5.9489730521561324;60;6.000244148075808
70;148.99136326181829;70;51.319925534836877;70;56.862086855677973;70;0.079477897663114486;70;5.9498886074404123;70;6.000244148075808
80;149.05240028077029;80;51.075777459028906;80;56.849879451887574;80;0.079398826979472134;80;5.951719718008972;80;6.000244148075808
90;149.05240028077029;90;51.026947843867312;90;56.764427625354777;90;0.079398826979472134;90;5.9535508285775318;90;6.000244148075808
100;149.06460768456068;100;51.051362651448109;100;56.65456099124119;100;0.079359291637650944;100;5.9489730521561324;100;6.000244148075808
110;149.10122989593188;110;51.051362651448109;110;56.691183202612386;110;0.079359291637650944;110;5.9508041627246921;110;6.000244148075808
120;149.06460768456068;120;51.1368144779809;120;56.788842432935574;120;0.079319756295829769;120;5.9514145329142121;120;6.000244148075808
130;148.9547410504471;130;51.1368144779809;130;56.74001281777398;130;0.079398826979472134;130;5.952024903103732;130;6.000244148075808
140;148.97915585802789;140;50.965910824915305;140;56.813257240516371;140;0.079398826979472134;140;5.9495834223456523;140;6.000244148075808
150;149.05240028077029;150;50.929288613544109;150;56.691183202612386;150;0.079477897663114486;150;5.9508041627246921;150;6.000244148075808
160;149.00357066560869;160;50.892666402172914;160;56.65456099124119;160;0.079517433004935661;160;5.951719718008972;160;6.000244148075808
170;149.07681508835108;170;50.807214575640124;170;56.82546464430677;170;0.079477897663114486;170;5.9504989776299322;170;6.000244148075808
180;149.13785210730308;180;50.880458998382515;180;56.727805413983582;180;0.079359291637650944;180;5.9511093478194521;180;6.000244148075808
190;149.06460768456068;190;50.795007171849726;190;56.630146183660393;190;0.079359291637650944;190;5.9508041627246921;190;6.000244148075808
200;148.9181188390759;200;50.697347941526537;200;56.5935239722892;200;0.079477897663114486;200;5.952024903103732;200;6.000244148075808
210;149.00357066560869;210;50.733970152897733;210;56.520279549546807;210;0.079398826979472134;210;5.9486678670613724;210;6.000244148075808
220;149.02798547318949;220;50.697347941526537;220;56.49586474196601;220;0.079398826979472134;220;5.9511093478194521;220;6.000244148075808
230;148.9547410504471;230;50.636310922574545;230;56.617938779869995;230;0.079359291637650944;230;5.951719718008972;230;6.000244148075808
240;149.05240028077029;240;50.599688711203349;240;56.642353587450792;240;0.079477897663114486;240;5.9514145329142121;240;6.000244148075808
250;149.13785210730308;250;50.587481307412951;250;56.5691091647084;250;0.079517433004935661;250;5.9498886074404123;250;6.000244148075808
260;149.08902249214148;260;50.599688711203349;260;56.520279549546807;260;0.079477897663114486;260;5.9514145329142121;260;6.000244148075808
270;149.05240028077029;270;50.45319986571856;270;56.520279549546807;270;0.079398826979472134;270;5.952330088198492;270;6.000244148075808
280;149.05240028077029;280;50.440992461928161;280;56.447035126804415;280;0.079359291637650944;280;5.9489730521561324;280;6.000244148075808
290;149.01577806939909;290;50.514236884670552;290;56.447035126804415;290;0.079359291637650944;290;5.9495834223456523;290;6.000244148075808
