Name;Scope Project1;
File;C:\Users\Tobno\Desktop\VentilDeadband\MainNed\-21prosent.csv;
Starttime of export;134214172943400000;torsdag 23. april 2026;13:28:14.340
Endtime of export;134214173040674594;torsdag 23. april 2026;13:28:24.067


Name;fPresSupply_bar (1);Name;fPres2A_bar;Name;fPres2B_bar;Name;fCylinder2_mm;Name;fValve2_V;Name;fSensor2_V

0;152.86111026337474;0;0;0;1.8066957609790337;0;510.39529064189281;0;3.9500106814783162;0;4.0479750968962671
10;152.92214728232673;10;0;10;1.794488357188635;10;510.35574766724341;10;3.9500106814783162;10;4.0534684286019473
20;152.89773247474594;20;0;20;1.794488357188635;20;510.31620469259394;20;3.9500106814783162;20;4.0528580584124274
30;152.92214728232673;30;0.024414807580797754;30;1.794488357188635;30;510.31620469259394;30;3.9500106814783162;30;4.0479750968962671
40;153.1662953581347;40;0.048829615161595508;40;1.8066957609790337;40;510.39529064189281;40;3.9500106814783162;40;4.0525528733176666
50;153.1785027619251;50;0.024414807580797754;50;1.8433179723502304;50;510.35574766724341;50;3.9500106814783162;50;4.0519425031281466
60;153.14188055055391;60;0;60;1.9043549913022249;60;510.39529064189281;60;3.9500106814783162;60;4.0531632435071874
70;152.99539170506912;70;0;70;1.9043549913022249;70;510.39529064189281;70;3.9500106814783162;70;4.0473647267067472
80;152.98318430127873;80;0.036622211371196631;80;1.9043549913022249;80;510.35574766724341;80;3.9500106814783162;80;4.0525528733176666
90;152.90993987853633;90;0.036622211371196631;90;1.8433179723502304;90;510.39529064189281;90;3.9500106814783162;90;4.0504165776543468
100;152.97097689748833;100;0;100;1.8066957609790337;100;510.35574766724341;100;3.9500106814783162;100;4.0498062074648269
110;153.04422132023072;110;0;110;1.8311105685598315;110;510.35574766724341;110;3.9500106814783162;110;4.0495010223700669
120;153.08084353160191;120;0;120;1.8433179723502304;120;510.35574766724341;120;3.9500106814783162;120;4.0513321329386267
130;153.06863612781152;130;0.012207403790398877;130;1.9043549913022249;130;510.35574766724341;130;3.9500106814783162;130;4.0519425031281466
140;152.90993987853633;140;0;140;1.8921475875118259;140;510.31620469259394;140;3.9500106814783162;140;4.0473647267067472
150;152.92214728232673;150;0;150;1.8555253761406294;150;510.31620469259394;150;3.9500106814783162;150;4.0528580584124274
160;152.94656208990753;160;0;160;1.8677327799310282;160;510.31620469259394;160;3.9500106814783162;160;4.0513321329386267
170;153.06863612781152;170;0;170;1.9043549913022249;170;510.35574766724341;170;3.9500106814783162;170;4.0519425031281466
180;153.06863612781152;180;0.012207403790398877;180;1.9531846064638203;180;510.35574766724341;180;3.9500106814783162;180;4.0476699118015071
190;152.97097689748833;190;0;190;2.0386364329966122;190;510.27666171794453;190;3.9500106814783162;190;4.0534684286019473
200;152.86111026337474;200;0;200;1.989806817835017;200;510.31620469259394;200;3.9500106814783162;200;4.0504165776543468
210;153.00759910885952;210;0;210;1.9531846064638203;210;510.31620469259394;210;3.9500106814783162;210;4.048890652180547
220;153.06863612781152;220;0;220;2.0142216254158147;220;510.31620469259394;220;3.9500106814783162;220;4.0507217627491068
230;152.95876949369793;230;0;230;1.9531846064638203;230;510.35574766724341;230;3.9500106814783162;230;4.0525528733176666
240;152.99539170506912;240;0.024414807580797754;240;1.9531846064638203;240;510.35574766724341;240;3.9500106814783162;240;4.0528580584124274
250;153.04422132023072;250;0.024414807580797754;250;2.0142216254158147;250;510.31620469259394;250;3.9500106814783162;250;4.0476699118015071
260;153.06863612781152;260;0.012207403790398877;260;2.0996734519486067;260;510.35574766724341;260;3.9500106814783162;260;4.0525528733176666
270;152.89773247474594;270;0.012207403790398877;270;2.0508438367870112;270;510.35574766724341;270;3.9500106814783162;270;4.048890652180547
280;152.82448805200355;280;0;280;2.0508438367870112;280;510.35574766724341;280;3.9500106814783162;280;4.0507217627491068
290;152.95876949369793;290;0;290;2.0996734519486067;290;510.35574766724341;290;3.9500106814783162;290;4.0479750968962671
300;153.10525833918271;300;0;300;2.0996734519486067;300;510.35574766724341;300;3.9500106814783162;300;4.0522476882229066
310;152.95876949369793;310;0.012207403790398877;310;2.06305124057741;310;510.35574766724341;310;3.9500106814783162;310;4.0522476882229066
320;152.86111026337474;320;0;320;2.0142216254158147;320;510.31620469259394;320;3.9500106814783162;320;4.0495010223700669
330;152.98318430127873;330;0;330;2.0386364329966122;330;510.35574766724341;330;3.9500106814783162;330;4.0507217627491068
340;152.97097689748833;340;0;340;2.0386364329966122;340;510.31620469259394;340;3.9500106814783162;340;4.0504165776543468
350;153.04422132023072;350;0;350;2.0508438367870112;350;510.35574766724341;350;3.9500106814783162;350;4.0513321329386267
360;153.01980651264992;360;0;360;2.0996734519486067;360;510.35574766724341;360;3.9500106814783162;360;4.0461439863277073
370;153.05642872402112;370;0.024414807580797754;370;2.0996734519486067;370;510.35574766724341;370;3.9500106814783162;370;4.0519425031281466
380;153.04422132023072;380;0.024414807580797754;380;2.0996734519486067;380;510.35574766724341;380;3.9500106814783162;380;4.048890652180547
390;153.04422132023072;390;0;390;2.1607104709006011;390;510.31620469259394;390;3.9500106814783162;390;4.0501113925595869
400;152.94656208990753;400;0;400;2.2217474898525955;400;510.31620469259394;400;3.9500106814783162;400;4.0473647267067472
410;153.01980651264992;410;0;410;2.1607104709006011;410;510.27666171794453;410;3.9500106814783162;410;4.0513321329386267
420;153.10525833918271;420;0;420;2.1607104709006011;420;510.35574766724341;420;3.9500106814783162;420;4.0510269478438667
430;153.00759910885952;430;0;430;2.1607104709006011;430;510.31620469259394;430;3.9500106814783162;430;4.0479750968962671
440;153.04422132023072;440;0;440;2.172917874691;440;510.27666171794453;440;3.9500106814783162;440;4.0522476882229066
450;153.04422132023072;450;0;450;2.1607104709006011;450;510.31620469259394;450;3.9500106814783162;450;4.0498062074648269
460;153.10525833918271;460;0;460;2.172917874691;460;510.35574766724341;460;3.9500106814783162;460;4.0513321329386267
470;153.04422132023072;470;0.012207403790398877;470;2.2217474898525955;470;510.31620469259394;470;3.9500106814783162;470;4.0455336161381874
480;152.98318430127873;480;0;480;2.2583697012237924;480;510.31620469259394;480;3.9500106814783162;480;4.0507217627491068
490;152.87331766716514;490;0;490;2.2461622974333935;490;510.39529064189281;490;3.9500106814783162;490;4.048585467085787
500;152.87331766716514;500;0;500;2.270577105014191;500;510.39529064189281;500;3.9500106814783162;500;4.0498062074648269
510;152.92214728232673;510;0.012207403790398877;510;2.3316141239661854;510;510.39529064189281;510;3.9500106814783162;510;4.048890652180547
520;152.94656208990753;520;0;520;2.3438215277565844;520;510.27666171794453;520;3.9500106814783162;520;4.0504165776543468
530;153.09305093539231;530;0;530;2.3682363353373823;530;510.31620469259394;530;3.9500106814783162;530;4.0510269478438667
540;153.00759910885952;540;0;540;2.270577105014191;540;510.31620469259394;540;3.9500106814783162;540;4.0476699118015071
550;152.94656208990753;550;0;550;2.2583697012237924;550;510.31620469259394;550;3.9500106814783162;550;4.0519425031281466
560;152.99539170506912;560;0;560;2.3316141239661854;560;510.35574766724341;560;3.9500106814783162;560;4.0495010223700669
570;153.01980651264992;570;0;570;2.3316141239661854;570;510.35574766724341;570;3.9500106814783162;570;4.0507217627491068
580;152.97097689748833;580;0;580;2.3560289315469833;580;510.31620469259394;580;3.9500106814783162;580;4.0461439863277073
590;153.00759910885952;590;0;590;2.3438215277565844;590;510.35574766724341;590;3.9500106814783162;590;4.0501113925595869
600;152.99539170506912;600;0.024414807580797754;600;2.3438215277565844;600;510.39529064189281;600;3.9500106814783162;600;4.0479750968962671
610;152.99539170506912;610;0.012207403790398877;610;2.3316141239661854;610;510.27666171794453;610;3.9500106814783162;610;4.048585467085787
620;153.01980651264992;620;0;620;2.3438215277565844;620;510.31620469259394;620;3.9500106814783162;620;4.0504165776543468
630;152.98318430127873;630;0;630;2.39265114291818;630;510.31620469259394;630;3.9500106814783162;630;4.0504165776543468
640;153.00759910885952;640;0.012207403790398877;640;2.4414807580797753;640;510.27666171794453;640;3.9500106814783162;640;4.0513321329386267
650;153.09305093539231;650;0.024414807580797754;650;2.4170659504989778;650;510.27666171794453;650;3.9500106814783162;650;4.0470595416119872
