Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\Kv Tester\MainNed120bar\-35prosent.csv;
Starttime of export;134212459712190000;tirsdag 21. april 2026;13:52:51.219
Endtime of export;134212459770675585;tirsdag 21. april 2026;13:52:57.067


Name;fPresSupply_bar (1);Name;fPres2A_bar;Name;fPres2B_bar;Name;fCylinder2_m;Name;fSensor2_V;Name;fValve2_V

0;122.11066011535996;0;4.9439985351115459;0;61.9647816400647;0;0.51632673683930441;0;3.3292641987365332;0;3.250221259193701
10;122.42805261391034;10;5.0904873805963327;10;62.355418561357467;10;0.51624765089000568;10;3.3442182683797723;10;3.250221259193701
20;122.45246742149114;20;5.273598437452315;20;62.526322214423047;20;0.516089478991408;20;3.3637501144444104;20;3.250221259193701
30;122.47688222907193;30;5.3956724753563039;30;62.977996154667807;30;0.51604993601675864;30;3.3524582659382918;30;3.250221259193701
40;122.25714896084475;40;5.4811243018890972;40;63.295388653218176;40;0.51593130709281043;40;3.3329264198736537;40;3.250221259193701
50;122.41584521011994;50;5.6154057435834837;50;63.246559038056581;50;0.51593130709281043;50;3.3603930784020508;50;3.250221259193701
60;122.02520828882717;60;5.7496871852778719;60;63.283181249427777;60;0.51585222114351148;60;3.3515427106540119;60;3.250221259193701
70;121.8420972319712;70;5.9205908383434558;70;63.209936826685386;70;0.51573359221956327;70;3.3338419751579336;70;3.250221259193701
80;121.87871944334239;80;5.8961760307626578;80;62.86812952055422;80;0.51565450627026443;80;3.3371990112002932;80;3.250221259193701
90;121.95196386608478;90;5.9205908383434558;90;62.33100375377667;90;0.51553587734631612;90;3.36649678029725;90;3.250221259193701
100;121.64677877132482;100;5.9572130497146514;100;61.915952024903106;100;0.51541724842236791;100;3.359172338023011;100;3.250221259193701
110;121.28055665761283;110;6.09149449140904;110;61.29337443159276;110;0.51521953354912087;110;3.3347575304422135;110;3.250221259193701
120;121.24393444624164;120;6.1159092989898376;120;60.402233954893646;120;0.5151799905744715;120;3.3542893765068515;120;3.250221259193701
130;120.81667531357769;130;5.9327982421338543;130;59.584337900936923;130;0.51510090462517266;130;3.3579515976439711;130;3.250221259193701
140;120.7312234870449;140;6.0670796838282426;140;58.925138096255381;140;0.5150613616505233;140;3.3429975280007325;140;3.250221259193701
150;120.67018646809289;150;6.0792870876186411;150;58.192693868831448;150;0.51482410380262678;150;3.3353679006317334;150;3.250221259193701
160;120.65797906430249;160;6.1403241065706364;160;57.228308969389943;160;0.51470547487867857;160;3.3637501144444104;160;3.250221259193701
170;120.16968291268655;170;6.0426648762474446;170;56.361583300271612;170;0.51454730298008089;170;3.3649708548234503;170;3.250221259193701
180;119.88891262550736;180;5.8839686269722593;180;55.592516861476483;180;0.51442867405613268;180;3.3478804895168919;180;3.250221259193701
190;119.91332743308816;190;5.8351390118106625;190;54.640339365825376;190;0.51438913108148332;190;3.3512375255592519;190;3.250221259193701
200;119.73021637623218;200;5.6154057435834837;200;53.773613696707059;200;0.514270502157535;200;3.36649678029725;200;3.250221259193701
210;119.60814233832819;210;5.4689168980986969;210;53.236487929929496;210;0.51419141620823627;210;3.3497116000854521;210;3.250221259193701
220;119.5348979155858;220;5.3590502639851083;220;52.650532547990359;220;0.51407278728428807;220;3.3353679006317334;220;3.250221259193701
230;119.64476454969939;230;5.2247688222907192;230;52.1744438001648;230;0.51395415836033975;230;3.3582567827387311;230;3.250221259193701
240;119.41282387768182;240;5.0172429578539388;240;51.673940244758441;240;0.51383552943639155;240;3.36863307596057;240;3.250221259193701
250;119.64476454969939;250;4.8585467085787526;250;51.332132938627275;250;0.51375644348709271;250;3.3582567827387311;250;3.250221259193701
260;119.91332743308816;260;4.7364726706747646;260;51.222266304513688;260;0.51359827158849514;260;3.346964934232612;260;3.250221259193701
270;119.96215704824978;270;4.6388134403515728;270;51.014740440076913;270;0.51347964266454682;270;3.36924344615009;270;3.250221259193701
280;119.69359416486098;280;4.56556901760918;280;51.283303323465681;280;0.51340055671524809;280;3.3542893765068515;280;3.250221259193701
290;119.77904599139377;290;4.3824579607531975;290;51.637318033387245;290;0.51328192779129977;290;3.3362834559160133;290;3.250221259193701
300;120.21851252784815;300;4.3824579607531975;300;51.918088320566426;300;0.51312375589270209;300;3.3457441938535721;300;3.250221259193701
310;120.40162358470413;310;4.3336283455916016;310;52.150028992584005;310;0.51296558399410452;310;3.36741233558153;310;3.250221259193701
320;120.6335642567217;320;4.2481765190588092;320;52.650532547990359;320;0.51292604101945516;320;3.3649708548234503;320;3.250221259193701
330;120.78005310220649;330;4.2970061342204051;330;53.3463545640431;330;0.51276786912085748;330;3.3475753044221319;330;3.250221259193701
340;121.21951963866084;340;4.2603839228492086;340;53.920102542191842;340;0.51268878317155864;340;3.36893826105533;340;3.250221259193701
350;120.95095675527207;350;4.2725913266396072;350;54.823450422681354;350;0.51264924019690927;350;3.3606982634968108;350;3.250221259193701
360;121.03640858180486;360;4.443494979705191;360;55.787835322122866;360;0.51257015424761043;360;3.3378093813898131;360;3.250221259193701
370;121.31717886898403;370;4.4557023834955904;370;56.556901760918;370;0.51249106829831159;370;3.3298745689260532;370;3.250221259193701
380;121.68340098269601;380;4.4312875759147925;380;57.203894161809131;380;0.51249106829831159;380;3.3552049317911314;380;3.250221259193701
390;121.7688528092288;390;4.4190801721243931;390;58.09503463850826;390;0.51237243937436339;390;3.3564256721701713;390;3.250221259193701
400;121.68340098269601;400;4.4557023834955904;400;59.071626941740163;400;0.51225381045041518;400;3.3457441938535721;400;3.250221259193701
410;122.11066011535996;410;4.6388134403515728;410;59.730826746421705;410;0.51217472450111634;410;3.3600878933072909;410;3.250221259193701
420;122.23273415326395;420;4.67543565172277;420;60.328989532151247;420;0.51201655260251866;420;3.36680196539201;420;3.250221259193701
430;122.19611194189275;430;4.8097170934171576;430;61.000396740623188;430;0.51201655260251866;430;3.347270119327372;430;3.250221259193701
440;122.14728232673116;440;4.9439985351115459;440;61.610766930143136;440;0.51193746665321993;440;3.3256019775994137;440;3.250221259193701
450;122.39143040253914;450;5.1515243995483262;450;62.160100100711077;450;0.51181883772927161;450;3.346964934232612;450;3.250221259193701
460;122.25714896084475;460;5.273598437452315;460;62.623981444746235;460;0.51170020880532341;460;3.347270119327372;460;3.250221259193701
470;122.13507492294076;470;5.3346354564043095;470;62.880336924344618;470;0.51170020880532341;470;3.3399456770531328;470;3.250221259193701
480;122.01300088503677;480;5.4322946867274995;480;62.86812952055422;480;0.5115815798813752;480;3.346659749137852;480;3.250221259193701
490;121.95196386608478;490;5.5543687246314883;490;62.660603656117431;490;0.51154203690672573;490;3.36863307596057;490;3.250221259193701
500;121.73223059785761;500;5.700857570116276;500;62.69722586748864;500;0.51142340798277752;500;3.3515427106540119;500;3.250221259193701
510;121.42704550309762;510;5.774101992858669;510;62.599566637165438;510;0.51130477905882932;510;3.3268227179784535;510;3.250221259193701
520;121.57353434858243;520;5.8473464156010628;520;62.257759331034265;520;0.51122569310953048;520;3.3433027130954924;520;3.250221259193701
530;121.36600848414562;530;5.8107242042298655;530;61.781670583208715;530;0.51106752121093291;530;3.350321970274972;530;3.250221259193701
540;121.30497146519363;540;5.7130649739066746;540;61.354411450544752;540;0.51102797823628343;540;3.3420819727164526;540;3.250221259193701
550;121.01199377422407;550;5.8473464156010628;550;60.731833857234406;550;0.51086980633768575;550;3.3368938261055332;550;3.250221259193701
560;120.88991973632008;560;5.9205908383434558;560;59.913937803277683;560;0.51071163443908818;560;3.3646656697286903;560;3.250221259193701
570;120.53590502639851;570;5.7618945890682705;570;59.144871364482555;570;0.51059300551514;570;3.358867152928251;570;3.250221259193701
580;120.26734214300974;580;5.774101992858669;580;58.40021973326823;580;0.51047437659119155;580;3.3378093813898131;580;3.250221259193701
590;120.43824579607532;590;5.8473464156010628;590;57.6067384868923;590;0.51035574766724334;590;3.3408612323374127;590;3.250221259193701
