file_name,u_percent,uV_ref,uV_sensor,uV_error,ps_bar,pa_bar,pb_bar,dp_bar,x_m,xdot_mps,Q_m3ps,Ad_m2,Kv_Lmin_sqrtbar
-100prosent.csv,-100,0.111745597705008,0,-0.111745597705008,119.059629505295,29.3252308725242,98.1596166875212,20.9000128177739,0.411161404899704,-0.0327604969713343,0.000401388532791068,8.94347249827631e-06,5.26796565880109
-95prosent.csv,-95,0.356904912384256,0.249946592608417,-0.106958319775839,119.108019132298,28.9555814414499,97.6839349207729,21.4240842115253,0.404749956272094,-0.0325873545426393,0.000399267155161219,8.78672315153804e-06,5.17563573037387
-90prosent.csv,-90,0.606391301076577,0.499893185216834,-0.106498115859743,119.089049686853,28.3759046396294,96.8875048459466,22.2015448409064,0.433761710497616,-0.0321375666197716,0.000393756258468016,8.51236746755849e-06,5.01403224562231
-85prosent.csv,-85,0.855903637666338,0.750144962920014,-0.105758674746324,119.121346913417,27.7471824276103,95.8198097604912,23.3015371529254,0.42364243017201,-0.031695334662808,0.000388337939066015,8.19468052099617e-06,4.82690538577428
-80prosent.csv,-80,1.10416903772716,1.00009155552843,-0.104077482198728,119.148866314496,26.5801894769756,94.0445387347642,25.1043275797313,0.43795348898791,-0.0307667087058988,0.000376960217577797,7.66365091079596e-06,4.51411348633249
-75prosent.csv,-75,1.35353480130732,1.25003814813684,-0.103496653170481,119.294448440595,25.0837894772584,91.7453697256789,27.5490787149161,0.436073746040317,-0.0298358982708565,0.000365555731401803,7.09438165635057e-06,4.17879732321939
-70prosent.csv,-70,1.60616880804875,1.49998474074527,-0.106184067303485,119.559126705585,22.9488960292512,88.2492984375977,31.3098282679874,0.445045440937001,-0.0282272696908054,0.000345846474056975,6.29589535041688e-06,3.70846564394242
-65prosent.csv,-65,1.85439593044806,1.74993133335368,-0.104464597094374,119.673018950951,21.4486797353706,85.5771558783736,34.0958630725774,0.43462094717901,-0.0269590913980488,0.000330308485585907,5.76213431866297e-06,3.3940648576899
-60prosent.csv,-60,2.10472960132529,2.00018311105686,-0.104546490268431,119.825890967289,19.5135724049764,82.1901280672741,37.6357629000148,0.440539654135737,-0.025380871927598,0.000310971807078837,5.16339258179972e-06,3.04138854444643
-55prosent.csv,-55,2.35342031203607,2.25012970366527,-0.103290608370799,119.962430859176,17.2716509572401,78.3840135490772,41.5784173100986,0.466129110928891,-0.0233314083184969,0.000285861345788046,4.51581298573374e-06,2.65994531039239
-50prosent.csv,-50,2.60319870748597,2.50007629627368,-0.10312241121229,120.112587561465,14.511867471718,73.6577389608484,46.454848600616,0.477063040403623,-0.0209123983570902,0.000256223124485553,3.82928146286425e-06,2.25555825750461
-45prosent.csv,-45,2.85550925427694,2.75002288888211,-0.105486365394838,120.455569363248,11.3974556367657,68.1917711747146,52.2637981885331,0.483151953990353,-0.0178723361357105,0.000218975639635098,3.08538817375777e-06,1.81738345441992
-40prosent.csv,-40,3.10324568260908,2.99996948149054,-0.103276201118541,120.652073602298,7.91000117639725,62.4106753224462,58.2413982798516,0.473763287280135,-0.0143182054079365,0.000175429678796436,2.34154043967059e-06,1.37923548456777
-35prosent.csv,-35,3.35219272882166,3.25022125919371,-0.101971469627953,120.973889980513,4.88897131494866,56.707376271572,64.2665137089406,0.486355054710248,-0.0102672008666548,0.000125795914980893,1.59841173289618e-06,0.941511042734762
-30prosent.csv,-30,3.60084463608131,3.50016785180213,-0.100676784279186,121.249421964898,2.47542896671593,50.5315597719541,70.7178621929438,0.481663440581583,-0.00616094567272397,7.54852084919223e-05,9.1434856626732e-07,0.538577923530105
-25prosent.csv,-25,3.85007688571061,3.75011444441054,-0.0999624413000681,121.459018324217,0.428493094057937,45.7577784464183,75.7012398777981,0.513776785992102,-0.00233891854789622,2.86569243769212e-05,3.35500036942364e-07,0.197619288646497
-20prosent.csv,-20,4.0991976487541,4.00006103701893,-0.0991366117351662,121.456414660521,0,2.31418109469358,119.142233565827,0.525925782373175,-1.00611440744691e-05,1.23271263613136e-07,1.1503856881843e-09,0.000677610659718489
-15prosent.csv,-15,4.35050366944349,4.25000762962736,-0.100496039816123,121.394876170333,0,0.174313906437635,121.220562263896,0.526060500385567,-1.94560673942612e-06,0,0,0
-10prosent.csv,-10,4.5998187781842,4.50025940733054,-0.099559370853668,121.348084915088,0,0.169886369416384,121.178198545672,0.526128294763961,-3.37678099758121e-06,0,0,0
-5prosent.csv,-5,4.84910914925598,4.75020599993897,-0.0989031493170138,121.276715630019,0,0.167658646994718,121.109056983024,0.526226710252027,-6.0159108196172e-07,0,0,0
