Name;Scope Project1;
File;C:\Users\Tobno\Desktop\VentilDeadband\MainOpp\24prosent.csv;
Starttime of export;134214195344300000;torsdag 23. april 2026;14:05:34.430
Endtime of export;134214195456758558;torsdag 23. april 2026;14:05:45.675


Name;fPresSupply_bar (1);Name;fPres2A_bar;Name;fPres2B_bar;Name;fCylinder2_mm;Name;fValve2_V;Name;fSensor2_V

0;153.2273323770867;0;67.519150364696188;0;0.23194067201757868;0;86.929575121354432;0;6.20014038514359;0;6.09057893612476
10;153.05642872402112;10;67.58018738364818;10;0.20752586443678089;10;86.969118096003839;10;6.20014038514359;10;6.09210486159856
20;153.14188055055391;20;67.494735557115391;20;0.21973326822717978;20;86.969118096003839;20;6.20014038514359;20;6.0917996765038
30;153.30057679982909;30;67.494735557115391;30;0.2563554795983764;30;86.969118096003839;30;6.20014038514359;30;6.09210486159856
40;153.08084353160191;40;67.531357768486586;40;0.2563554795983764;40;86.929575121354432;40;6.20014038514359;40;6.0924100466933195
50;153.05642872402112;50;67.531357768486586;50;0.20752586443678089;50;86.969118096003839;50;6.20014038514359;50;6.09057893612476
60;153.04422132023072;60;67.482528153324992;60;0.20752586443678089;60;86.929575121354432;60;6.20014038514359;60;6.0917996765038
70;153.2029175695059;70;67.4336985381634;70;0.18311105685598317;70;86.969118096003839;70;6.20014038514359;70;6.09088412121952
80;153.2273323770867;80;67.4581133457442;80;0.20752586443678089;80;86.969118096003839;80;6.20014038514359;80;6.0930204168828395
90;153.2273323770867;90;67.4459059419538;90;0.21973326822717978;90;86.969118096003839;90;6.20014038514359;90;6.09057893612476
100;153.28836939603869;100;67.66563921018097;100;0.21973326822717978;100;87.087747019952062;100;6.20014038514359;100;6.0924100466933195
110;153.26395458845789;110;67.629016998809774;110;0.21973326822717978;110;87.048204045302654;110;6.20014038514359;110;6.09149449140904
120;153.30057679982909;120;67.616809595019376;120;0.23194067201757868;120;87.048204045302654;120;6.20014038514359;120;6.09210486159856
130;153.2395397808771;130;67.66563921018097;130;0.21973326822717978;130;86.929575121354432;130;6.20014038514359;130;6.09210486159856
140;153.2273323770867;140;67.66563921018097;140;0.20752586443678089;140;86.929575121354432;140;6.20014038514359;140;6.09149449140904
150;153.15408795434431;150;67.555772576067383;150;0.21973326822717978;150;86.969118096003839;150;6.20014038514359;150;6.0927152317880795
160;153.25174718466749;160;67.58018738364818;160;0.23194067201757868;160;86.890032146705025;160;6.20014038514359;160;6.09088412121952
170;153.2395397808771;170;67.58018738364818;170;0.20752586443678089;170;86.929575121354432;170;6.20014038514359;170;6.0930204168828395
180;153.25174718466749;180;67.592394787438579;180;0.21973326822717978;180;86.929575121354432;180;6.20014038514359;180;6.09088412121952
190;153.14188055055391;190;67.66563921018097;190;0.23194067201757868;190;86.969118096003839;190;6.20014038514359;190;6.0924100466933195
200;153.25174718466749;200;67.555772576067383;200;0.21973326822717978;200;86.929575121354432;200;6.20014038514359;200;6.09057893612476
210;153.26395458845789;210;67.592394787438579;210;0.24414807580797754;210;86.890032146705025;210;6.20014038514359;210;6.09210486159856
220;153.14188055055391;220;67.58018738364818;220;0.21973326822717978;220;86.929575121354432;220;6.20014038514359;220;6.09210486159856
230;153.2273323770867;230;67.555772576067383;230;0.21973326822717978;230;87.087747019952062;230;6.20014038514359;230;6.0924100466933195
240;153.15408795434431;240;67.592394787438579;240;0.24414807580797754;240;87.087747019952062;240;6.20014038514359;240;6.09210486159856
250;153.2029175695059;250;67.604602191228977;250;0.21973326822717978;250;87.048204045302654;250;6.20014038514359;250;6.09027375103
260;153.14188055055391;260;67.531357768486586;260;0.18311105685598317;260;87.048204045302654;260;6.20014038514359;260;6.0917996765038
270;153.1907101657155;270;67.4336985381634;270;0.18311105685598317;270;86.969118096003839;270;6.20014038514359;270;6.09088412121952
280;153.10525833918271;280;67.4581133457442;280;0.23194067201757868;280;87.048204045302654;280;6.20014038514359;280;6.0927152317880795
290;153.1907101657155;290;67.592394787438579;290;0.23194067201757868;290;87.087747019952062;290;6.20014038514359;290;6.09088412121952
300;153.25174718466749;300;67.604602191228977;300;0.24414807580797754;300;87.087747019952062;300;6.20014038514359;300;6.09210486159856
310;153.25174718466749;310;67.604602191228977;310;0.23194067201757868;310;86.969118096003839;310;6.20014038514359;310;6.09057893612476
320;153.30057679982909;320;67.641224402600173;320;0.23194067201757868;320;86.969118096003839;320;6.20014038514359;320;6.0924100466933195
330;153.09305093539231;330;67.494735557115391;330;0.24414807580797754;330;87.048204045302654;330;6.20014038514359;330;6.0917996765038
340;153.09305093539231;340;67.519150364696188;340;0.21973326822717978;340;87.048204045302654;340;6.20014038514359;340;6.09088412121952
350;153.11746574297311;350;67.482528153324992;350;0.20752586443678089;350;86.969118096003839;350;6.20014038514359;350;6.0924100466933195
360;153.2029175695059;360;67.4581133457442;360;0.18311105685598317;360;87.048204045302654;360;6.20014038514359;360;6.09088412121952
370;153.2029175695059;370;67.4336985381634;370;0.23194067201757868;370;87.048204045302654;370;6.20014038514359;370;6.0930204168828395
380;153.27616199224829;380;67.3848689230018;380;0.24414807580797754;380;87.048204045302654;380;6.20014038514359;380;6.0917996765038
390;153.1907101657155;390;67.519150364696188;390;0.21973326822717978;390;87.048204045302654;390;6.20014038514359;390;6.0933256019775994
400;153.2395397808771;400;67.506942960905789;400;0.23194067201757868;400;86.969118096003839;400;6.20014038514359;400;6.09149449140904
410;153.26395458845789;410;67.543565172276985;410;0.2563554795983764;410;87.048204045302654;410;6.20014038514359;410;6.0924100466933195
