Name;Scope Project1;
File;C:\Users\Tobno\Desktop\VentilDeadband\MainOpp\21prosent.csv;
Starttime of export;134214192605600000;torsdag 23. april 2026;14:01:00.560
Endtime of export;134214192714788467;torsdag 23. april 2026;14:01:11.478


Name;fPresSupply_bar (1);Name;fPres2A_bar;Name;fPres2B_bar;Name;fCylinder2_mm;Name;fValve2_V;Name;fSensor2_V

0;153.1907101657155;0;2.5391399884029662;0;0.20752586443678089;0;86.6132313241591;0;6.0499893185216838;0;5.9401226844080934
10;153.1662953581347;10;2.5513473921933656;10;0.18311105685598317;10;86.6132313241591;10;6.0499893185216838;10;5.9398174993133335
20;153.10525833918271;20;2.5757621997741631;20;0.18311105685598317;20;86.731860248107381;20;6.0499893185216838;20;5.9450056459242528
30;153.15408795434431;30;2.5635547959837641;30;0.18311105685598317;30;86.652774298808509;30;6.0499893185216838;30;5.9410382396923733
40;153.1662953581347;40;2.5879696035645616;40;0.20752586443678089;40;86.6132313241591;40;6.0499893185216838;40;5.9389019440290536
50;153.1907101657155;50;2.6490066225165565;50;0.18311105685598317;50;86.652774298808509;50;6.0499893185216838;50;5.9404278695028534
60;153.1662953581347;60;2.661214026306955;60;0.18311105685598317;60;86.731860248107381;60;6.0499893185216838;60;5.943784905545213
70;153.1662953581347;70;2.6367992187261575;70;0.20752586443678089;70;86.652774298808509;70;6.0499893185216838;70;5.9398174993133335
80;153.2029175695059;80;2.6490066225165565;80;0.20752586443678089;80;86.6132313241591;80;6.0499893185216838;80;5.9379863887447737
90;153.1662953581347;90;2.6856288338877534;90;0.20752586443678089;90;86.6132313241591;90;6.0499893185216838;90;5.9422589800714132
100;153.1662953581347;100;2.7100436414685505;100;0.18311105685598317;100;86.6132313241591;100;6.0499893185216838;100;5.9422589800714132
110;153.05642872402112;110;2.6856288338877534;110;0.21973326822717978;110;86.652774298808509;110;6.0499893185216838;110;5.9401226844080934
120;153.15408795434431;120;2.6856288338877534;120;0.21973326822717978;120;86.6132313241591;120;6.0499893185216838;120;5.9395123142185735
130;153.1662953581347;130;2.7344584490493484;130;0.18311105685598317;130;86.652774298808509;130;6.0499893185216838;130;5.943784905545213
140;153.1662953581347;140;2.7588732566301464;140;0.20752586443678089;140;86.731860248107381;140;6.0499893185216838;140;5.9404278695028534
150;153.1907101657155;150;2.8199102755821404;150;0.20752586443678089;150;86.731860248107381;150;6.0499893185216838;150;5.9389019440290536
160;153.14188055055391;160;2.8809472945341352;160;0.20752586443678089;160;86.731860248107381;160;6.0499893185216838;160;5.9404278695028534
170;153.14188055055391;170;2.8809472945341352;170;0.21973326822717978;170;86.652774298808509;170;6.0499893185216838;170;5.9431745353556931
180;153.10525833918271;180;2.8443250831629387;180;0.18311105685598317;180;86.573688349509681;180;6.0499893185216838;180;5.9401226844080934
190;153.1785027619251;190;2.7954954680013429;190;0.20752586443678089;190;86.573688349509681;190;6.0499893185216838;190;5.9385967589342936
200;153.15408795434431;200;2.8565324869533373;200;0.23194067201757868;200;86.6132313241591;200;6.0499893185216838;200;5.9431745353556931
210;153.26395458845789;210;2.9908139286477247;210;0.20752586443678089;210;86.652774298808509;210;6.0499893185216838;210;5.9419537949766532
220;153.1662953581347;220;3.0152287362285222;220;0.18311105685598317;220;86.6132313241591;220;6.0499893185216838;220;5.9389019440290536
230;153.09305093539231;230;2.9419843134861297;230;0.21973326822717978;230;86.573688349509681;230;6.0499893185216838;230;5.9389019440290536
240;153.2029175695059;240;2.9663991210669272;240;0.24414807580797754;240;86.6132313241591;240;6.0499893185216838;240;5.9431745353556931
250;153.2273323770867;250;2.9663991210669272;250;0.23194067201757868;250;86.6132313241591;250;6.0499893185216838;250;5.9401226844080934
260;153.2029175695059;260;2.9908139286477247;260;0.21973326822717978;260;86.6132313241591;260;6.0499893185216838;260;5.9395123142185735
270;153.11746574297311;270;3.0762657551805175;270;0.20752586443678089;270;86.652774298808509;270;6.0499893185216838;270;5.9410382396923733
280;153.15408795434431;280;3.0518509475997191;280;0.23194067201757868;280;86.652774298808509;280;6.0499893185216838;280;5.9425641651661731
290;153.1785027619251;290;2.9419843134861297;290;0.23194067201757868;290;86.6132313241591;290;6.0499893185216838;290;5.9398174993133335
300;153.2395397808771;300;2.9908139286477247;300;0.23194067201757868;300;86.6132313241591;300;6.0499893185216838;300;5.9385967589342936
310;153.1785027619251;310;3.1617175817133094;310;0.24414807580797754;310;86.6132313241591;310;6.0499893185216838;310;5.943479720450453
320;153.15408795434431;320;3.1739249855037079;320;0.21973326822717978;320;86.652774298808509;320;6.0499893185216838;320;5.9404278695028534
330;153.2029175695059;330;3.0762657551805175;330;0.18311105685598317;330;86.652774298808509;330;6.0499893185216838;330;5.9398174993133335
340;153.2273323770867;340;3.088473158970916;340;0.20752586443678089;340;86.652774298808509;340;6.0499893185216838;340;5.9404278695028534
350;153.15408795434431;350;3.2471694082461013;350;0.24414807580797754;350;86.731860248107381;350;6.0499893185216838;350;5.943784905545213
