Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Main\Crack2.csv;
Starttime of export;134223605528160000;mandag 4. mai 2026;11:29:12.816
Endtime of export;134223605656560000;mandag 4. mai 2026;11:29:25.656


Name;fPresSupply_bar;Name;fPres2A_bar;Name;fPres2B_bar;Name;fPresCylMain_bar;Name;fCylinder2_mm;Name;fValve2_V;Name;fSensor2_V

0;150.66377758110295;0;0.012207403790398877;0;0.15869624927518539;0;30.262153996398816;0;582.24487557987209;0;5.00015259254738;0;5.0059511093478193
10;150.74922940763574;10;0;10;0.17090365306558428;10;30.237739188818018;10;582.24487557987209;10;5.00015259254738;10;5.0056459242530593
20;150.73702200384534;20;0;20;0.17090365306558428;20;30.127872554704428;20;582.24487557987209;20;5.00015259254738;20;5.0062562944425792
30;150.68819238868375;30;0;30;0.18311105685598317;30;30.079042939542834;30;582.24487557987209;30;5.00015259254738;30;5.0068666646320992
40;150.81026642658773;40;0;40;0.17090365306558428;40;30.127872554704428;40;582.24487557987209;40;5.00015259254738;40;5.0062562944425792
50;150.81026642658773;50;0;50;0.15869624927518539;50;30.188909573656424;50;582.24487557987209;50;5.00015259254738;50;5.0059511093478193
60;150.85909604174932;60;0;60;0.14648884548478652;60;30.164494766075624;60;582.28441855452138;60;5.00015259254738;60;5.0056459242530593
70;150.81026642658773;70;0;70;0.15869624927518539;70;30.11566515091403;70;582.28441855452138;70;5.00015259254738;70;5.0059511093478193
80;150.77364421521654;80;0;80;0.17090365306558428;80;30.079042939542834;80;582.24487557987209;80;5.00015259254738;80;5.0062562944425792
90;150.81026642658773;90;0;90;0.17090365306558428;90;29.993591113010044;90;582.20533260522268;90;5.00015259254738;90;5.0059511093478193
100;150.74922940763574;100;0;100;0.15869624927518539;100;30.042420728171638;100;582.20533260522268;100;5.00015259254738;100;5.0056459242530593
110;150.81026642658773;110;0;110;0.15869624927518539;110;30.066835535752436;110;582.28441855452138;110;5.00015259254738;110;5.0059511093478193
120;150.90792565691092;120;0;120;0.17090365306558428;120;30.066835535752436;120;582.24487557987209;120;5.00015259254738;120;5.0059511093478193
130;150.93234046449172;130;0;130;0.15869624927518539;130;30.127872554704428;130;582.24487557987209;130;5.00015259254738;130;5.0056459242530593
140;150.93234046449172;140;0;140;0.14648884548478652;140;30.042420728171638;140;582.24487557987209;140;5.00015259254738;140;5.0053407391582994
150;150.94454786828211;150;0;150;0.17090365306558428;150;30.066835535752436;150;582.24487557987209;150;5.00015259254738;150;5.0059511093478193
160;150.95675527207251;160;0;160;0.18311105685598317;160;30.164494766075624;160;582.28441855452138;160;5.00015259254738;160;5.0056459242530593
170;150.90792565691092;170;0;170;0.15869624927518539;170;30.152287362285225;170;582.28441855452138;170;5.00015259254738;170;5.0056459242530593
180;150.94454786828211;180;0;180;0.14648884548478652;180;30.164494766075624;180;582.24487557987209;180;5.00015259254738;180;5.0056459242530593
190;151.0422070986053;190;0;190;0.14648884548478652;190;30.152287362285225;190;582.24487557987209;190;5.00015259254738;190;5.0050355540635394
200;151.0299996948149;200;0;200;0.15869624927518539;200;30.127872554704428;200;582.24487557987209;200;5.00015259254738;200;5.0062562944425792
210;151.0299996948149;210;0;210;0.17090365306558428;210;30.127872554704428;210;582.24487557987209;210;5.00015259254738;210;5.0062562944425792
220;151.01779229102451;220;0;220;0.15869624927518539;220;30.176702169866026;220;582.24487557987209;220;5.00015259254738;220;5.0068666646320992
230;151.0299996948149;230;0;230;0.15869624927518539;230;30.262153996398816;230;582.24487557987209;230;5.00015259254738;230;5.0062562944425792
240;151.0666219061861;240;0.012207403790398877;240;0.14648884548478652;240;30.201116977446823;240;582.28441855452138;240;5.00015259254738;240;5.0059511093478193
250;151.16428113650929;250;0.012207403790398877;250;0.15869624927518539;250;30.042420728171638;250;582.24487557987209;250;5.00015259254738;250;5.0059511093478193
260;151.16428113650929;260;0;260;0.17090365306558428;260;29.932554094058045;260;582.20533260522268;260;5.00015259254738;260;5.0059511093478193
270;151.0544145023957;270;0;270;0.15869624927518539;270;29.981383709219646;270;582.28441855452138;270;5.00015259254738;270;5.0062562944425792
280;151.1032441175573;280;0;280;0.14648884548478652;280;30.03021332438124;280;582.3239615291709;280;5.00015259254738;280;5.0062562944425792
290;151.20090334788051;290;0;290;0.15869624927518539;290;30.03021332438124;290;582.28441855452138;290;5.00015259254738;290;5.0062562944425792
300;151.15207373271889;300;0;300;0.17090365306558428;300;30.164494766075624;300;582.24487557987209;300;5.00015259254738;300;5.0062562944425792
310;151.0422070986053;310;0;310;0.17090365306558428;310;30.042420728171638;310;582.28441855452138;310;5.00015259254738;310;5.0062562944425792
320;151.12765892513809;320;0;320;0.17090365306558428;320;29.981383709219646;320;582.28441855452138;320;5.00015259254738;320;5.0059511093478193
330;151.16428113650929;330;0;330;0.17090365306558428;330;30.079042939542834;330;582.24487557987209;330;5.00015259254738;330;5.0056459242530593
340;151.16428113650929;340;0;340;0.15869624927518539;340;30.164494766075624;340;582.24487557987209;340;5.00015259254738;340;5.0056459242530593
350;151.0422070986053;350;0;350;0.15869624927518539;350;30.164494766075624;350;582.20533260522268;350;5.00015259254738;350;5.0056459242530593
360;150.96896267586291;360;0;360;0.15869624927518539;360;30.164494766075624;360;582.20533260522268;360;4.9977111117893;360;5.0056459242530593
370;151.12765892513809;370;0;370;0.14648884548478652;370;30.213324381237221;370;582.24487557987209;370;4.9952696310312206;370;5.0053407391582994
380;151.13986632892849;380;0;380;0.14648884548478652;380;30.11566515091403;380;582.24487557987209;380;4.9925229651783809;380;5.0059511093478193
390;151.18869594409011;390;0;390;0.14648884548478652;390;30.091250343333233;390;582.24487557987209;390;4.9900814844203;390;5.0068666646320992
400;151.18869594409011;400;0;400;0.15869624927518539;400;30.103457747123631;400;582.3239615291709;400;4.9876400036622206;400;5.0068666646320992
410;151.0666219061861;410;0;410;0.17090365306558428;410;30.103457747123631;410;582.28441855452138;410;4.9851985229041409;410;5.0059511093478193
420;151.1032441175573;420;0;420;0.15869624927518539;420;30.152287362285225;420;582.24487557987209;420;4.9827570421460612;420;5.0062562944425792
430;151.1032441175573;430;0;430;0.14648884548478652;430;30.127872554704428;430;582.28441855452138;430;4.9800103762932215;430;5.0062562944425792
440;151.22531815546131;440;0;440;0.14648884548478652;440;30.164494766075624;440;582.20533260522268;440;4.9775688955351418;440;5.0059511093478193
450;151.34739219336529;450;0;450;0.15869624927518539;450;30.066835535752436;450;582.20533260522268;450;4.9751274147770621;450;5.0047303689687794
460;151.2985625782037;460;0;460;0.17090365306558428;460;30.042420728171638;460;582.20533260522268;460;4.9726859340189824;460;5.0053407391582994
470;151.21311075167091;470;0;470;0.14648884548478652;470;30.066835535752436;470;582.24487557987209;470;4.9702444532609027;470;5.0059511093478193
480;151.13986632892849;480;0;480;0.13428144169438766;480;30.079042939542834;480;582.3239615291709;480;4.967802972502823;480;5.0059511093478193
490;151.0910367137669;490;0;490;0.13428144169438766;490;30.11566515091403;490;582.24487557987209;490;4.9650563066499833;490;5.0059511093478193
500;151.18869594409011;500;0;500;0.14648884548478652;500;30.11566515091403;500;582.20533260522268;500;4.9626148258919036;500;5.0056459242530593
510;151.23752555925171;510;0;510;0.15869624927518539;510;30.249946592608417;510;582.24487557987209;510;4.9601733451338239;510;5.0059511093478193
520;151.0666219061861;520;0;520;0.15869624927518539;520;30.274361400189214;520;582.24487557987209;520;4.9577318643757442;520;5.0062562944425792
530;151.13986632892849;530;0;530;0.17090365306558428;530;30.164494766075624;530;582.12624665592375;530;4.9552903836176645;530;5.0059511093478193
540;151.18869594409011;540;0;540;0.17090365306558428;540;30.103457747123631;540;582.20533260522268;540;4.9525437177648248;540;5.0053407391582994
550;151.0666219061861;550;0;550;0.17090365306558428;550;30.103457747123631;550;582.24487557987209;550;4.9501022370067442;550;5.0059511093478193
560;150.94454786828211;560;0;560;0.17090365306558428;560;30.042420728171638;560;582.20533260522268;560;4.9476607562486645;560;5.0059511093478193
570;151.00558488723411;570;0;570;0.15869624927518539;570;30.03021332438124;570;582.20533260522268;570;4.9452192754905848;570;5.0056459242530593
580;151.13986632892849;580;0;580;0.17090365306558428;580;30.042420728171638;580;582.20533260522268;580;4.9427777947325051;580;5.0062562944425792
590;151.11545152134769;590;0;590;0.18311105685598317;590;30.042420728171638;590;582.24487557987209;590;4.9400311288796654;590;5.0068666646320992
600;151.13986632892849;600;0;600;0.17090365306558428;600;30.079042939542834;600;582.20533260522268;600;4.9375896481215857;600;5.0062562944425792
610;151.18869594409011;610;0;610;0.15869624927518539;610;30.066835535752436;610;582.24487557987209;610;4.935148167363506;610;5.0056459242530593
620;151.11545152134769;620;0;620;0.14648884548478652;620;30.042420728171638;620;582.28441855452138;620;4.9327066866054263;620;5.0056459242530593
630;150.98117007965331;630;0;630;0.15869624927518539;630;30.042420728171638;630;582.28441855452138;630;4.9302652058473466;630;5.0053407391582994
640;151.01779229102451;640;0;640;0.17090365306558428;640;30.03021332438124;640;582.24487557987209;640;4.927518539994507;640;5.0053407391582994
650;151.11545152134769;650;0;650;0.17090365306558428;650;30.018005920590841;650;582.24487557987209;650;4.9250770592364272;650;5.0056459242530593
660;151.20090334788051;660;0;660;0.15869624927518539;660;30.066835535752436;660;582.24487557987209;660;4.9226355784783475;660;5.0059511093478193
670;151.18869594409011;670;0;670;0.17090365306558428;670;30.127872554704428;670;582.24487557987209;670;4.9201940977202678;670;5.0062562944425792
680;151.0910367137669;680;0;680;0.15869624927518539;680;30.005798516800443;680;582.28441855452138;680;4.9177526169621881;680;5.0059511093478193
690;151.15207373271889;690;0;690;0.14648884548478652;690;29.981383709219646;690;582.24487557987209;690;4.9150059511093485;690;5.0056459242530593
700;151.21311075167091;700;0;700;0.15869624927518539;700;30.042420728171638;700;582.3239615291709;700;4.9125644703512688;700;5.0059511093478193
710;151.0666219061861;710;0;710;0.17090365306558428;710;30.103457747123631;710;582.3239615291709;710;4.9101229895931882;710;5.0062562944425792
720;151.13986632892849;720;0;720;0.15869624927518539;720;30.103457747123631;720;582.24487557987209;720;4.9076815088351085;720;5.0059511093478193
730;151.18869594409011;730;0;730;0.14648884548478652;730;30.103457747123631;730;582.24487557987209;730;4.9052400280770287;730;5.0068666646320992
