Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Main\pOpen-90.csv;
Starttime of export;134223610171160000;mandag 4. mai 2026;11:36:57.116
Endtime of export;134223610312560000;mandag 4. mai 2026;11:37:11.256


Name;fPresSupply_bar;Name;fPres2A_bar;Name;fPres2B_bar;Name;fPresCylMain_bar;Name;fCylinder2_mm;Name;fValve2_V;Name;fSensor2_V

0;151.34739219336529;0;0;0;0.14648884548478652;0;28.760643330179754;0;587.78089203078946;0;5.00015259254738;0;5.0059511093478193
10;151.40842921231729;10;0;10;0.12207403790398877;10;28.919339579454938;10;587.82043500543887;10;5.00015259254738;10;5.0056459242530593
20;151.34739219336529;20;0;20;0.14648884548478652;20;29.078035828730126;20;587.78089203078946;20;5.00015259254738;20;5.0059511093478193
30;151.3351847895749;30;0;30;0.15869624927518539;30;29.029206213568532;30;587.78089203078946;30;5.00015259254738;30;5.0068666646320992
40;151.39622180852689;40;0;40;0.17090365306558428;40;28.943754387035735;40;587.74134905614;40;5.00015259254738;40;5.0068666646320992
50;151.37180700094609;50;0;50;0.17090365306558428;50;28.943754387035735;50;587.74134905614;50;5.00015259254738;50;5.0062562944425792
60;151.3229773857845;60;0;60;0.15869624927518539;60;28.894924771874141;60;587.78089203078946;60;5.00015259254738;60;5.0062562944425792
70;151.43284401989808;70;0;70;0.15869624927518539;70;28.955961790826134;70;587.8995209547378;70;5.00015259254738;70;5.0059511093478193
80;151.50608844264048;80;0;80;0.17090365306558428;80;29.016998809778134;80;587.93906392938709;80;5.00015259254738;80;5.0059511093478193
90;151.48167363505968;90;0;90;0.14648884548478652;90;28.833887752922148;90;587.82043500543887;90;4.9552903836176645;90;5.0059511093478193
100;151.49388103885008;100;0;100;0.14648884548478652;100;28.785058137760551;100;587.78089203078946;100;4.9101229895931882;100;5.0059511093478193
110;151.50608844264048;110;0;110;0.14648884548478652;110;28.870509964293344;110;587.78089203078946;110;4.8652607806634727;110;5.0056459242530593
120;151.59154026917327;120;0;120;0.14648884548478652;120;28.894924771874141;120;587.78089203078946;120;4.8200933866389963;120;5.0059511093478193
130;151.60374767296366;130;0;130;0.14648884548478652;130;28.894924771874141;130;587.82043500543887;130;4.77523117770928;130;5.0059511093478193
140;151.51829584643087;140;0;140;0.14648884548478652;140;28.931546983245337;140;587.82043500543887;140;4.7300637836848045;140;5.0059511093478193
150;151.49388103885008;150;0;150;0.15869624927518539;150;28.833887752922148;150;587.82043500543887;150;4.685201574755089;150;5.0062562944425792
160;151.60374767296366;160;0;160;0.15869624927518539;160;28.797265541550949;160;587.82043500543887;160;4.6400341807306136;160;5.0062562944425792
170;151.77465132602924;170;0;170;0.14648884548478652;170;28.955961790826134;170;587.8995209547378;170;4.5951719718008972;170;5.0059511093478193
180;151.68919949949645;180;0;180;0.14648884548478652;180;28.882717368083743;180;587.93906392938709;180;4.5500045777764218;180;5.0071718497268591
190;151.56712546159247;190;0;190;0.15869624927518539;190;28.858302560502946;190;587.8995209547378;190;4.5051423688467054;190;5.0077822199163791
200;151.57933286538287;200;0;200;0.14648884548478652;200;28.919339579454938;200;587.8995209547378;200;4.460280159916989;200;5.0056459242530593
210;151.65257728812526;210;0;210;0.15869624927518539;210;28.858302560502946;210;587.8995209547378;210;4.4151127658925136;210;4.99893185216834
220;151.66478469191566;220;0;220;0.17090365306558428;220;28.858302560502946;220;587.8995209547378;220;4.3702505569627981;220;4.9931333353679008
230;151.76244392223884;230;0;230;0.15869624927518539;230;28.882717368083743;230;587.82043500543887;230;4.3250831629383217;230;4.9931333353679008
240;151.78685872981964;240;0;240;0.17090365306558428;240;28.931546983245337;240;587.8995209547378;240;4.2802209540086062;240;4.9922177800836209
250;151.78685872981964;250;0;250;0.17090365306558428;250;28.833887752922148;250;587.9786069040365;250;4.2350535599841308;250;4.9928281502731409
260;151.79906613361004;260;0;260;0.17090365306558428;260;28.833887752922148;260;587.93906392938709;260;4.1901913510544144;260;4.9934385204626608
270;151.67699209570605;270;0;270;0.17090365306558428;270;28.919339579454938;270;587.8995209547378;270;4.1450239570299381;270;4.9937437055574208
280;151.75023651844845;280;0;280;0.18311105685598317;280;28.846095156712547;280;587.8995209547378;280;4.1001617481002226;280;4.9952696310312206
290;151.84789574877163;290;0;290;0.18311105685598317;290;28.882717368083743;290;587.82043500543887;290;4.0549943540757472;290;4.9955748161259805
300;151.76244392223884;300;0;300;0.17090365306558428;300;28.894924771874141;300;587.8995209547378;300;4.0101321451460308;300;4.9949644459364606
310;151.65257728812526;310;0;310;0.15869624927518539;310;28.955961790826134;310;587.82043500543887;310;3.9652699362163153;310;4.9943540757469407
320;151.70140690328685;320;0;320;0.17090365306558428;320;28.943754387035735;320;587.8995209547378;320;3.9201025421918394;320;4.9955748161259805
330;151.70140690328685;330;0;330;0.18311105685598317;330;28.882717368083743;330;587.8995209547378;330;3.8752403332621235;330;4.9922177800836209
