Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\FeedForward\Jib\P20.csv;
Starttime of export;134222769191670000;søndag 3. mai 2026;12:15:19.167
Endtime of export;134222769633070000;søndag 3. mai 2026;12:16:03.307


Name;fXRef;Name;fPistonPosition;Name;fFF;Name;fU;Name;fXDotRef;Name;fError;Name;fPID

0;0.35177212897836124;0;0.3489112521744438;0;0;0;0;0;0.0041449080581209734;0;0.0029004121457386622;0;0
10;0.35177212897836124;10;0.34895078751626496;10;0;10;0;10;0.0041449080581209734;10;0.0029004121457386622;10;0
20;0.35177212897836124;20;0.3489112521744438;20;0;20;0;20;0.0041449080581209734;20;0.0029004121457386622;20;0
30;0.35177212897836124;30;0.34887171683262258;30;0;30;0;30;0.0041449080581209734;30;0.0029004121457386622;30;0
40;0.35177212897836124;40;0.3489112521744438;40;0;40;0;40;0.0041449080581209734;40;0.0029004121457386622;40;0
50;0.35177212897836124;50;0.3489112521744438;50;0;50;0;50;0.0041449080581209734;50;0.0029004121457386622;50;0
60;0.35177212897836124;60;0.34883218149080147;60;0;60;0;60;0.0041449080581209734;60;0.0029004121457386622;60;0
70;0.35177212897836124;70;0.34887171683262258;70;0;70;0;70;0.0041449080581209734;70;0.0029004121457386622;70;0
80;0.35177212897836124;80;0.3489112521744438;80;0;80;0;80;0.0041449080581209734;80;0.0029004121457386622;80;0
90;0.35177212897836124;90;0.3489112521744438;90;0;90;0;90;0.0041449080581209734;90;0.0029004121457386622;90;0
100;0.35177212897836124;100;0.34887171683262258;100;0;100;0;100;0.0041449080581209734;100;0.0029004121457386622;100;0
110;0.35177212897836124;110;0.3489112521744438;110;0;110;0;110;0.0041449080581209734;110;0.0029004121457386622;110;0
120;0.35177212897836124;120;0.3489112521744438;120;0;120;0;120;0.0041449080581209734;120;0.0029004121457386622;120;0
130;0.35177212897836124;130;0.3489112521744438;130;0;130;0;130;0.0041449080581209734;130;0.0029004121457386622;130;0
140;0.35177212897836124;140;0.3489112521744438;140;0;140;0;140;0.0041449080581209734;140;0.0029004121457386622;140;0
150;0.35177212897836124;150;0.3489112521744438;150;0;150;0;150;0.0041449080581209734;150;0.0029004121457386622;150;0
160;0.35177212897836124;160;0.3489112521744438;160;0;160;0;160;0.0041449080581209734;160;0.0029004121457386622;160;0
170;0.35177212897836124;170;0.34895078751626496;170;0;170;0;170;0.0041449080581209734;170;0.0029004121457386622;170;0
180;0.35177212897836124;180;0.34895078751626496;180;0;180;0;180;0.0041449080581209734;180;0.0029004121457386622;180;0
190;0.35177212897836124;190;0.3489112521744438;190;0;190;0;190;0.0041449080581209734;190;0.0029004121457386622;190;0
200;0.35177212897836124;200;0.3489112521744438;200;0;200;0;200;0.0041449080581209734;200;0.0029004121457386622;200;0
210;0.35177212897836124;210;0.34883218149080147;210;0;210;0;210;0.0041449080581209734;210;0.0029004121457386622;210;0
220;0.35177212897836124;220;0.34875311080715909;220;0;220;0;220;0.0041449080581209734;220;0.0029004121457386622;220;0
230;0.35177212897836124;230;0.34887171683262258;230;0;230;0;230;0.0041449080581209734;230;0.0029004121457386622;230;0
240;0.35177212897836124;240;0.34895078751626496;240;0;240;0;240;0.0041449080581209734;240;0.0029004121457386622;240;0
250;0.35177212897836124;250;0.3489112521744438;250;0;250;0;250;0.0041449080581209734;250;0.0029004121457386622;250;0
260;0.35177212897836124;260;0.34887171683262258;260;0;260;0;260;0.0041449080581209734;260;0.0029004121457386622;260;0
270;0.35177212897836124;270;0.3489112521744438;270;0;270;0;270;0.0041449080581209734;270;0.0029004121457386622;270;0
280;0.35177212897836124;280;0.34887171683262258;280;0;280;0;280;0.0041449080581209734;280;0.0029004121457386622;280;0
290;0.35177212897836124;290;0.3489112521744438;290;0;290;0;290;0.0041449080581209734;290;0.0029004121457386622;290;0
300;0.35177212897836124;300;0.3489112521744438;300;0;300;0;300;0.0041449080581209734;300;0.0029004121457386622;300;0
310;0.35177212897836124;310;0.34887171683262258;310;0;310;0;310;0.0041449080581209734;310;0.0029004121457386622;310;0
320;0.35177212897836124;320;0.34883218149080147;320;0;320;0;320;0.0041449080581209734;320;0.0029004121457386622;320;0
330;0.35177212897836124;330;0.3489112521744438;330;0;330;0;330;0.0041449080581209734;330;0.0029004121457386622;330;0
340;0.35177212897836124;340;0.34899032285808618;340;0;340;0;340;0.0041449080581209734;340;0.0029004121457386622;340;0
350;0.35177212897836124;350;0.34895078751626496;350;0;350;0;350;0.0041449080581209734;350;0.0029004121457386622;350;0
360;0.35177212897836124;360;0.34895078751626496;360;0;360;0;360;0.0041449080581209734;360;0.0029004121457386622;360;0
370;0.35177212897836124;370;0.3489112521744438;370;0;370;0;370;0.0041449080581209734;370;0.0029004121457386622;370;0
380;0.35177212897836124;380;0.3489112521744438;380;0;380;0;380;0.0041449080581209734;380;0.0029004121457386622;380;0
390;0.35177212897836124;390;0.3489112521744438;390;0;390;0;390;0.0041449080581209734;390;0.0029004121457386622;390;0
400;0.35177212897836124;400;0.3489112521744438;400;0;400;0;400;0.0041449080581209734;400;0.0029004121457386622;400;0
410;0.35177212897836124;410;0.34887171683262258;410;0;410;0;410;0.0041449080581209734;410;0.0029004121457386622;410;0
420;0.35177212897836124;420;0.34887171683262258;420;0;420;0;420;0.0041449080581209734;420;0.0029004121457386622;420;0
430;0.35177212897836124;430;0.3489112521744438;430;0;430;0;430;0.0041449080581209734;430;0.0029004121457386622;430;0
440;0.35177212897836124;440;0.3489112521744438;440;0;440;0;440;0.0041449080581209734;440;0.0029004121457386622;440;0
