Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Jib\NedPOPEN-70.csv;
Starttime of export;134223617745160000;mandag 4. mai 2026;11:49:34.516
Endtime of export;134223617993560000;mandag 4. mai 2026;11:49:59.356


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_mm;Name;fValve1_V;Name;fSensor1_V;Name;fPresCyl1A_bar;Name;fPresCyl1B_bar

0;151.22531815546131;0;92.324594866786711;0;27.869502853480636;0;855;0;5.00015259254738;0;4.9650563066499833;0;118.91232032227546;0;30.213324381237221
10;151.34739219336529;10;92.275765251625117;10;27.967162083803824;10;855;10;5.00015259254738;10;4.9656666768395032;10;119.02218695638905;10;30.249946592608417
20;151.46946623126928;20;92.275765251625117;20;27.930539872432629;20;855;20;5.00015259254738;20;4.9641407513657034;20;119.07101657155064;20;30.11566515091403
30;151.39622180852689;30;92.349009674367508;30;27.869502853480636;30;855;30;5.00015259254738;30;4.9635303811761835;30;118.92452772606586;30;30.127872554704428
40;151.39622180852689;40;92.214728232673124;40;27.893917661061433;40;855;40;5.00015259254738;40;4.9629200109866636;40;118.94894253364666;40;30.249946592608417
50;151.39622180852689;50;92.129276406140335;50;27.91833246864223;50;855;50;5.00015259254738;50;4.9641407513657034;50;119.02218695638905;50;30.31098361156041
60;151.34739219336529;60;92.153691213721132;60;27.906125064851832;60;855;60;5.00015259254738;60;4.9647511215552234;60;119.00997955259865;60;30.359813226722004
70;151.3351847895749;70;92.178106021301929;70;27.881710257271035;70;855;70;5.00015259254738;70;4.9641407513657034;70;118.97335734122746;70;30.396435438093206
80;151.44505142368848;80;92.117069002349936;80;27.869502853480636;80;855;80;5.00015259254738;80;4.9647511215552234;80;118.98556474501785;80;30.384228034302808
90;151.46946623126928;90;92.080446790978741;90;27.942747276223027;90;855;90;5.00015259254738;90;4.9641407513657034;90;119.07101657155064;90;30.335398419141207
