Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Jib\NedPOPEN-90.csv;
Starttime of export;134223618652160000;mandag 4. mai 2026;11:51:05.216
Endtime of export;134223618919560000;mandag 4. mai 2026;11:51:31.956


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_mm;Name;fValve1_V;Name;fSensor1_V;Name;fPresCyl1A_bar;Name;fPresCyl1B_bar

0;151.44505142368848;0;106.6438795129246;0;28.235724967192606;0;855;0;5.00015259254738;0;4.9650563066499833;0;146.62312692648092;0;28.113650929288614
10;151.42063661610769;10;106.54622028260138;10;28.260139774773403;10;855;10;5.00015259254738;10;4.9641407513657034;10;146.53767509994813;10;28.199102755821404
20;151.46946623126928;20;106.46076845606859;20;28.2967619861446;20;855;20;5.00015259254738;20;4.9644459364604634;20;146.53767509994813;20;28.260139774773403
30;151.53050325022127;30;106.3997314371166;30;28.272347178563802;30;855;30;5.00015259254738;30;4.9668874172185431;30;146.65974913785212;30;28.174687948240607
40;151.44505142368848;40;106.4363536484878;40;28.308969389934997;40;855;40;5.00015259254738;40;4.9665822321237831;40;146.63533433027132;40;28.2845545823542
50;151.39622180852689;50;106.3753166295358;50;28.272347178563802;50;855;50;5.00015259254738;50;4.9659718619342632;50;146.57429731131933;50;28.199102755821404
60;151.40842921231729;60;106.350901821955;60;28.235724967192606;60;855;60;5.00015259254738;60;4.9659718619342632;60;146.57429731131933;60;28.272347178563802
70;151.34739219336529;70;106.32648701437421;70;28.2967619861446;70;855;70;5.00015259254738;70;4.9644459364604634;70;146.61091952269052;70;28.345591601306193
80;151.42063661610769;80;106.26544999542222;80;28.2967619861446;80;855;80;5.00015259254738;80;4.9644459364604634;80;146.47663808099611;80;28.211310159611802
90;151.46946623126928;90;106.24103518784142;90;28.308969389934997;90;855;90;5.00015259254738;90;4.9668874172185431;90;146.35456404309213;90;28.199102755821404
100;151.40842921231729;100;106.19220557267982;100;28.382213812677389;100;855;100;5.00015259254738;100;4.9668874172185431;100;146.46443067720571;100;28.333384197515795
110;151.46946623126928;110;106.11896114993743;110;28.357799005096592;110;855;110;5.00015259254738;110;4.9644459364604634;110;146.53767509994813;110;28.431043427838986
120;151.43284401989808;120;106.07013153477584;120;28.382213812677389;120;855;120;5.00015259254738;120;4.9647511215552234;120;146.54988250373853;120;28.418836024048588
130;151.39622180852689;130;105.91143528550066;130;28.467665639210182;130;855;130;5.00015259254738;130;4.9656666768395032;130;146.53767509994813;130;28.345591601306193
140;151.38401440473649;140;105.85039826654865;140;28.577532273323769;140;855;140;5.00015259254738;140;4.9662770470290232;140;146.53767509994813;140;28.2967619861446
150;151.40842921231729;150;105.83819086275825;150;28.504287850581377;150;855;150;5.00015259254738;150;4.9656666768395032;150;146.53767509994813;150;28.357799005096592
160;151.51829584643087;160;105.75273903622546;160;28.528702658162175;160;855;160;5.00015259254738;160;4.9647511215552234;160;146.48884548478654;160;28.47987304300058
170;151.38401440473649;170;105.74053163243507;170;28.650776696066167;170;855;170;5.00015259254738;170;4.9656666768395032;170;146.45222327341531;170;28.516495254371776
180;151.3229773857845;180;105.72832422864467;180;28.577532273323769;180;855;180;5.00015259254738;180;4.9668874172185431;180;146.45222327341531;180;28.431043427838986
190;151.44505142368848;190;105.67949461348307;190;28.492080446790979;190;855;190;5.00015259254738;190;4.9662770470290232;190;146.59871211890012;190;28.455458235419783
200;151.51829584643087;200;105.69170201727347;200;28.467665639210182;200;855;200;5.00015259254738;200;4.9647511215552234;200;146.53767509994813;200;28.601947080904566
210;151.43284401989808;210;105.69170201727347;210;28.601947080904566;210;855;210;5.00015259254738;210;4.9662770470290232;210;146.48884548478654;210;28.614154484694971
220;151.3351847895749;220;105.49638355662709;220;28.662984099856565;220;855;220;5.00015259254738;220;4.9662770470290232;220;146.59871211890012;220;28.589739677114167
230;151.38401440473649;230;105.37430951872311;230;28.662984099856565;230;855;230;5.00015259254738;230;4.9656666768395032;230;146.46443067720571;230;28.638569292275768
240;151.40842921231729;240;105.4353465376751;240;28.687398907437363;240;855;240;5.00015259254738;240;4.9647511215552234;240;146.37897885067292;240;28.614154484694971
250;151.43284401989808;250;105.4353465376751;250;28.614154484694971;250;855;250;5.00015259254738;250;4.9659718619342632;250;146.39118625446332;250;28.638569292275768
260;151.40842921231729;260;105.37430951872311;260;28.614154484694971;260;855;260;5.00015259254738;260;4.9662770470290232;260;146.37897885067292;260;28.82168034913175
270;151.39622180852689;270;105.39872432630391;270;28.71181371501816;270;855;270;5.00015259254738;270;4.9656666768395032;270;146.45222327341531;270;28.785058137760551
280;151.38401440473649;280;105.37430951872311;280;28.870509964293344;280;855;280;5.00015259254738;280;4.9650563066499833;280;146.44001586962492;280;28.650776696066167
290;151.38401440473649;290;105.28885769219032;290;28.760643330179754;290;855;290;5.00015259254738;290;4.9650563066499833;290;146.44001586962492;290;28.748435926389355
300;151.37180700094609;300;105.16678365428633;300;28.699606311227761;300;855;300;5.00015259254738;300;4.9656666768395032;300;146.52546769615773;300;28.797265541550949
310;151.3351847895749;310;105.13016144291514;310;28.785058137760551;310;855;310;5.00015259254738;310;4.9659718619342632;310;146.53767509994813;310;28.736228522598957
320;151.39622180852689;320;105.14236884670554;320;28.882717368083743;320;855;320;5.00015259254738;320;4.9668874172185431;320;146.47663808099611;320;28.736228522598957
330;151.46946623126928;330;105.04470961638232;330;28.919339579454938;330;855;330;5.00015259254738;330;4.9656666768395032;330;146.37897885067292;330;28.772850733970152
340;151.39622180852689;340;104.95925778984953;340;28.882717368083743;340;855;340;5.00015259254738;340;4.9641407513657034;340;146.44001586962492;340;28.870509964293344
350;151.37180700094609;350;104.91042817468794;350;28.846095156712547;350;855;350;5.00015259254738;350;4.9644459364604634;350;146.46443067720571;350;28.870509964293344
360;151.48167363505968;360;104.89822077089754;360;28.809472945341351;360;855;360;5.00015259254738;360;4.9662770470290232;360;146.44001586962492;360;28.797265541550949
