Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Jib\Crack3.csv;
Starttime of export;134223615017160000;mandag 4. mai 2026;11:45:01.716
Endtime of export;134223615203560000;mandag 4. mai 2026;11:45:20.356


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_mm;Name;fValve1_V;Name;fSensor1_V;Name;fPresCyl1A_bar;Name;fPresCyl1B_bar

0;151.2863551744133;0;55.67796868800928;0;15.747550889614551;0;832.82383606566475;0;5.00015259254738;0;4.9687185277871029;0;60.353404339732052;0;92.25135044404432
10;151.23752555925171;10;55.665761284218881;10;15.796380504776147;10;832.86337140748594;10;5.00015259254738;10;4.9690237128818628;10;60.377819147312849;10;92.312387462996313
20;151.15207373271889;20;55.4460280159917;20;15.845210119937741;20;832.86337140748594;20;5.00015259254738;20;4.9665822321237831;20;60.316782128360849;20;92.275765251625117
30;151.21311075167091;30;55.4460280159917;30;15.784173100985749;30;832.86337140748594;30;5.00015259254738;30;4.9671926023133031;30;60.316782128360849;30;92.239143040253921
40;151.22531815546131;40;55.604724265266881;40;15.833002716147343;40;832.82383606566475;40;5.00015259254738;40;4.967497787408063;40;60.328989532151247;40;92.300180059205914
50;151.21311075167091;50;55.739005706961272;50;15.942869350260933;50;832.82383606566475;50;5.00015259254738;50;4.9684133426923429;50;60.231330301828059;50;92.3612170781579
60;151.0666219061861;60;55.61693166905728;60;15.97949156163213;60;832.86337140748594;60;5.00015259254738;60;4.9687185277871029;60;60.292367320780052;60;92.33680227057711
70;151.15207373271889;70;55.53147984252449;70;15.97949156163213;70;832.82383606566475;70;5.00015259254738;70;4.967497787408063;70;60.377819147312849;70;92.190313425092327
80;151.23752555925171;80;55.629139072847678;80;15.955076754051332;80;832.82383606566475;80;5.00015259254738;80;4.968108157597583;80;60.353404339732052;80;92.141483809930733
90;151.2985625782037;90;55.580309457686084;90;15.930661946470535;90;832.74476538202236;90;5.00015259254738;90;4.968108157597583;90;60.36561174352245;90;92.178106021301929
100;151.3229773857845;100;55.494857631153295;100;15.955076754051332;100;832.74476538202236;100;5.00015259254738;100;4.968108157597583;100;60.328989532151247;100;92.178106021301929
110;151.22531815546131;110;55.568102053895686;110;16.003906369212928;110;832.82383606566475;110;5.00015259254738;110;4.967497787408063;110;60.30457472457045;110;92.214728232673124
120;151.13986632892849;120;55.4460280159917;120;16.064943388164924;120;832.82383606566475;120;5.00015259254738;120;4.9687185277871029;120;60.402233954893646;120;92.214728232673124
130;151.1032441175573;130;55.409405804620505;130;16.064943388164924;130;832.66569469838009;130;5.00015259254738;130;4.968108157597583;130;60.36561174352245;130;92.178106021301929
140;151.20090334788051;140;55.507065034943693;140;16.052735984374522;140;832.66569469838009;140;5.00015259254738;140;4.9662770470290232;140;60.316782128360849;140;92.226935636463523
150;151.16428113650929;150;55.507065034943693;150;16.064943388164924;150;832.74476538202236;150;5.00015259254738;150;4.9665822321237831;150;60.292367320780052;150;92.141483809930733
160;151.1032441175573;160;55.53147984252449;160;15.97949156163213;160;832.82383606566475;160;5.00015259254738;160;4.9690237128818628;160;60.267952513199255;160;92.129276406140335
170;151.16428113650929;170;55.53147984252449;170;15.88183233130894;170;832.74476538202236;170;5.00015259254738;170;4.9690237128818628;170;60.267952513199255;170;92.226935636463523
180;151.18869594409011;180;55.568102053895686;180;16.077150791955322;180;832.66569469838009;180;5.00015259254738;180;4.9656666768395032;180;60.231330301828059;180;92.16589861751153
190;151.11545152134769;190;55.67796868800928;190;16.248054445020905;190;832.70523004020129;190;5.00015259254738;190;4.9668874172185431;190;60.316782128360849;190;92.16589861751153
200;151.0910367137669;200;55.592516861476483;200;16.077150791955322;200;832.74476538202236;200;5.00015259254738;200;4.9687185277871029;200;60.377819147312849;200;92.226935636463523
210;151.13986632892849;210;55.4460280159917;210;16.125980407116916;210;832.82383606566475;210;4.9992370372631;210;4.9687185277871029;210;60.316782128360849;210;92.141483809930733
220;151.2741477706229;220;55.4338206122013;220;16.248054445020905;220;832.86337140748594;220;4.99801629688406;220;4.967497787408063;220;60.280159916989653;220;92.068239387188342
230;151.2985625782037;230;55.4338206122013;230;16.150395214697713;230;832.82383606566475;230;4.99710074159978;230;4.9684133426923429;230;60.316782128360849;230;91.97058015686514
240;151.22531815546131;240;55.494857631153295;240;16.150395214697713;240;832.74476538202236;240;4.9961851863155005;240;4.9684133426923429;240;60.316782128360849;240;92.031617175817146
250;151.13986632892849;250;55.482650227362896;250;16.187017426068913;250;832.82383606566475;250;4.9952696310312206;250;4.9668874172185431;250;60.292367320780052;250;92.190313425092327
260;151.0666219061861;260;55.4338206122013;260;16.357921079134496;260;832.86337140748594;260;4.9940488906521807;260;4.9665822321237831;260;60.316782128360849;260;92.226935636463523
270;151.0910367137669;270;55.397198400830106;270;16.345713675344093;270;832.82383606566475;270;4.9931333353679008;270;4.9668874172185431;270;60.267952513199255;270;92.153691213721132
280;151.16428113650929;280;55.4460280159917;280;16.235847041230507;280;832.82383606566475;280;4.9922177800836209;280;4.9684133426923429;280;60.328989532151247;280;92.129276406140335
290;151.22531815546131;290;55.494857631153295;290;16.345713675344093;290;832.82383606566475;290;4.991302224799341;290;4.9687185277871029;290;60.328989532151247;290;92.104861598559538
300;151.22531815546131;300;55.4582354197821;300;16.2968840601825;300;832.74476538202236;300;4.9900814844203;300;4.9684133426923429;300;60.231330301828059;300;92.092654194769139
310;151.21311075167091;310;55.372783593249309;310;16.2846766563921;310;832.66569469838009;310;4.98916592913602;310;4.9671926023133031;310;60.267952513199255;310;92.16589861751153
320;151.15207373271889;320;55.262916959135708;320;16.248054445020905;320;832.70523004020129;320;4.9882503738517405;320;4.9684133426923429;320;60.328989532151247;320;92.190313425092327
330;151.1032441175573;330;55.348368785668512;330;16.2968840601825;330;832.82383606566475;330;4.9870296334727007;330;4.9684133426923429;330;60.36561174352245;330;92.16589861751153
340;151.11545152134769;340;55.348368785668512;340;16.394543290505691;340;832.74476538202236;340;4.9861140781884208;340;4.9668874172185431;340;60.402233954893646;340;92.007202368236349
350;151.18869594409011;350;55.397198400830106;350;16.418958098086488;350;832.70523004020129;350;4.9851985229041409;350;4.9668874172185431;350;60.377819147312849;350;92.007202368236349
360;151.18869594409011;360;55.482650227362896;360;16.455580309457687;360;832.74476538202236;360;4.984282967619861;360;4.968108157597583;360;60.353404339732052;360;92.104861598559538
370;151.11545152134769;370;55.4216132084109;370;16.382335886715293;370;832.74476538202236;370;4.9830622272408212;370;4.9687185277871029;370;60.292367320780052;370;92.104861598559538
380;151.1032441175573;380;55.336161381878114;380;16.418958098086488;380;832.74476538202236;380;4.9821466719565413;380;4.9671926023133031;380;60.182500686666465;380;92.129276406140335
390;151.11545152134769;390;55.25070955534531;390;16.528824732200079;390;832.82383606566475;390;4.9812311166722614;390;4.9668874172185431;390;60.292367320780052;390;92.16589861751153
400;151.20090334788051;400;55.311746574297317;400;16.394543290505691;400;832.74476538202236;400;4.9800103762932215;400;4.9671926023133031;400;60.353404339732052;400;92.214728232673124
410;151.2863551744133;410;55.360576189458911;410;16.272469252601702;410;832.74476538202236;410;4.9790948210089416;410;4.9696340830713828;410;60.280159916989653;410;92.153691213721132
