Name;Scope Project1;
File;C:\Users\Tobno\Desktop\CBV_Mapping\Jib\Crack1.csv;
Starttime of export;134223613893160000;mandag 4. mai 2026;11:43:09.316
Endtime of export;134223614134060000;mandag 4. mai 2026;11:43:33.406


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_mm;Name;fValve1_V;Name;fSensor1_V;Name;fPresCyl1A_bar;Name;fPresCyl1B_bar

0;150.46845912045657;0;51.29551072725608;0;18.67732779931028;0;820.212062024709;0;5.00015259254738;0;4.9702444532609027;0;61.781670583208715;0;92.971587267677847
10;150.54170354319896;10;51.271095919675282;10;18.628498184148686;10;820.1329913410666;10;5.00015259254738;10;4.9684133426923429;10;61.781670583208715;10;93.081453901791434
20;150.54170354319896;20;51.197851496932891;20;18.750572222052675;20;820.1329913410666;20;5.00015259254738;20;4.9687185277871029;20;61.708426160466324;20;93.179113132114622
30;150.67598498489335;30;51.222266304513688;30;18.750572222052675;30;820.17252668288779;30;5.00015259254738;30;4.9696340830713828;30;61.684011352885527;30;93.166905728324224
40;150.87130344553972;40;51.197851496932891;40;18.689535203100679;40;820.17252668288779;40;5.00015259254738;40;4.9705496383556627;40;61.806085390789512;40;93.11807611316263
50;150.84688863795893;50;51.185644093142493;50;18.787194433423871;50;820.17252668288779;50;5.00015259254738;50;4.9687185277871029;50;61.806085390789512;50;93.057039094210637
60;150.87130344553972;60;51.319925534836877;60;18.848231452375867;60;820.1329913410666;60;5.00015259254738;60;4.9690237128818628;60;61.74504837183752;60;93.105868709372231
70;150.94454786828211;70;51.222266304513688;70;18.82381664479507;70;820.17252668288779;70;5.00015259254738;70;4.9693288979766228;70;61.65959654530473;70;93.03262428662984
80;151.0666219061861;80;51.051362651448109;80;18.787194433423871;80;820.17252668288779;80;5.00015259254738;80;4.9702444532609027;80;61.622974333933534;80;92.898342844935456
90;151.22531815546131;90;51.1001922666097;90;18.701742606891081;90;820.17252668288779;90;5.00015259254738;90;4.9696340830713828;90;61.781670583208715;90;92.971587267677847
100;151.18869594409011;100;51.185644093142493;100;18.750572222052675;100;820.212062024709;100;5.00015259254738;100;4.968108157597583;100;61.769463179418317;100;92.971587267677847
110;151.18869594409011;110;51.222266304513688;110;18.82381664479507;110;820.17252668288779;110;5.00015259254738;110;4.968108157597583;110;61.610766930143136;110;93.020416882839442
120;151.23752555925171;120;51.185644093142493;120;18.860438856166265;120;820.1329913410666;120;5.00015259254738;120;4.9690237128818628;120;61.696218756675925;120;93.154698324533825
130;151.40842921231729;130;51.21005890072329;130;18.921475875118261;130;820.1329913410666;130;5.00015259254738;130;4.9702444532609027;130;61.781670583208715;130;93.11807611316263
140;151.50608844264048;140;51.1368144779809;140;18.897061067537464;140;820.212062024709;140;5.00015259254738;140;4.9702444532609027;140;61.757255775627918;140;93.105868709372231
150;151.38401440473649;150;50.990325632496116;150;18.82381664479507;150;820.212062024709;150;5.00015259254738;150;4.9690237128818628;150;61.74504837183752;150;93.03262428662984
160;151.39622180852689;160;51.063570055238507;160;18.884853663747062;160;820.17252668288779;160;5.00015259254738;160;4.968108157597583;160;61.708426160466324;160;92.94717246009705
170;151.51829584643087;170;51.21005890072329;170;18.872646259956664;170;820.17252668288779;170;5.00015259254738;170;4.9705496383556627;170;61.793877986999114;170;92.996002075258644
180;151.55491805780207;180;51.222266304513688;180;18.872646259956664;180;820.17252668288779;180;5.00015259254738;180;4.9705496383556627;180;61.781670583208715;180;92.910550248725855
190;151.44505142368848;190;51.161229285561696;190;18.884853663747062;190;820.17252668288779;190;5.00015259254738;190;4.9687185277871029;190;61.696218756675925;190;92.934965056306652
200;151.51829584643087;200;51.1368144779809;200;18.921475875118261;200;820.17252668288779;200;5.00015259254738;200;4.9687185277871029;200;61.696218756675925;200;92.983794671468246
210;151.62816248054446;210;51.1123996704001;210;18.982512894070254;210;820.17252668288779;210;5.00015259254738;210;4.9693288979766228;210;61.830500198370309;210;92.910550248725855
220;151.55491805780207;220;51.051362651448109;220;18.897061067537464;220;820.17252668288779;220;5.00015259254738;220;4.9696340830713828;220;61.915952024903106;220;92.934965056306652
230;151.59154026917327;230;51.063570055238507;230;18.860438856166265;230;820.17252668288779;230;5.00015259254738;230;4.9702444532609027;230;61.854915005951106;230;92.959379863887449
240;151.61595507675406;240;51.075777459028906;240;19.067964720603044;240;820.1329913410666;240;5.00015259254738;240;4.9702444532609027;240;61.781670583208715;240;92.94717246009705
250;151.49388103885008;250;51.1246070741905;250;19.202246162297435;250;820.1329913410666;250;5.00015259254738;250;4.9684133426923429;250;61.830500198370309;250;92.898342844935456
260;151.42063661610769;260;51.075777459028906;260;19.165623950926236;260;820.25159736653018;260;5.00015259254738;260;4.9696340830713828;260;61.830500198370309;260;92.873928037354659
270;151.42063661610769;270;51.014740440076913;270;19.067964720603044;270;820.212062024709;270;5.00015259254738;270;4.9693288979766228;270;61.757255775627918;270;92.94717246009705
280;151.43284401989808;280;50.978118228705718;280;19.01913510544145;280;820.17252668288779;280;5.00015259254738;280;4.9705496383556627;280;61.793877986999114;280;93.03262428662984
290;151.3229773857845;290;51.026947843867312;290;19.092379528183844;290;820.17252668288779;290;5.00015259254738;290;4.9708548234504226;290;61.769463179418317;290;93.142490920743427
300;151.3351847895749;300;51.1246070741905;300;19.12900173955504;300;820.17252668288779;300;5.00015259254738;300;4.9684133426923429;300;61.74504837183752;300;93.203527939695419
310;151.38401440473649;310;51.21005890072329;310;19.080172124393442;310;820.17252668288779;310;5.00015259254738;310;4.9684133426923429;310;61.720633564256723;310;93.130283516953028
320;151.3229773857845;320;51.161229285561696;320;19.141209143345439;320;820.17252668288779;320;5.00015259254738;320;4.9693288979766228;320;61.74504837183752;320;93.069246498001036
330;151.2985625782037;330;51.075777459028906;330;19.23886837366863;330;820.17252668288779;330;5.00015259254738;330;4.9705496383556627;330;61.684011352885527;330;93.03262428662984
340;151.16428113650929;340;51.1123996704001;340;19.23886837366863;340;820.17252668288779;340;5.00015259254738;340;4.9693288979766228;340;61.696218756675925;340;92.996002075258644
350;151.0666219061861;350;51.161229285561696;350;19.263283181249427;350;820.17252668288779;350;4.9992370372631;350;4.9687185277871029;350;61.842707602160708;350;92.934965056306652
360;151.00558488723411;360;51.1246070741905;360;19.23886837366863;360;820.17252668288779;360;4.99801629688406;360;4.9687185277871029;360;61.781670583208715;360;92.971587267677847
370;151.00558488723411;370;51.03915524765771;370;19.153416547135837;370;820.212062024709;370;4.99710074159978;370;4.9708548234504226;370;61.708426160466324;370;93.069246498001036
380;150.98117007965331;380;50.965910824915305;380;19.177831354716634;380;820.212062024709;380;4.9961851863155005;380;4.9705496383556627;380;61.720633564256723;380;93.03262428662984
390;151.01779229102451;390;50.978118228705718;390;19.165623950926236;390;820.17252668288779;390;4.9952696310312206;390;4.9684133426923429;390;61.806085390789512;390;92.996002075258644
400;150.84688863795893;400;51.051362651448109;400;19.141209143345439;400;820.17252668288779;400;4.9940488906521807;400;4.9684133426923429;400;61.793877986999114;400;93.069246498001036
410;150.74922940763574;410;51.03915524765771;410;19.23886837366863;410;820.17252668288779;410;4.9931333353679008;410;4.9693288979766228;410;61.867122409741505;410;93.044831690420239
420;150.72481460005494;420;51.026947843867312;420;19.385357219153416;420;820.17252668288779;420;4.9922177800836209;420;4.9705496383556627;420;61.867122409741505;420;92.959379863887449
430;150.67598498489335;430;51.075777459028906;430;19.373149815363018;430;820.212062024709;430;4.991302224799341;430;4.9693288979766228;430;61.769463179418317;430;93.044831690420239
440;150.82247383037813;440;51.063570055238507;440;19.23886837366863;440;820.212062024709;440;4.9900814844203;440;4.9687185277871029;440;61.757255775627918;440;93.11807611316263
450;150.73702200384534;450;50.978118228705718;450;19.287697988830228;450;820.17252668288779;450;4.98916592913602;450;4.9687185277871029;450;61.708426160466324;450;93.057039094210637
460;150.57832575457016;460;51.03915524765771;460;19.360942411572619;460;820.17252668288779;460;4.9882503738517405;460;4.9708548234504226;460;61.708426160466324;460;93.044831690420239
470;150.56611835077976;470;51.026947843867312;470;19.483016449476608;470;820.17252668288779;470;4.9870296334727007;470;4.9705496383556627;470;61.65959654530473;470;93.020416882839442
480;150.51728873561817;480;51.063570055238507;480;19.519638660847804;480;820.17252668288779;480;4.9861140781884208;480;4.9687185277871029;480;61.622974333933534;480;93.057039094210637
490;150.59053315836056;490;51.1123996704001;490;19.421979430524612;490;820.17252668288779;490;4.9851985229041409;490;4.9684133426923429;490;61.74504837183752;490;93.105868709372231
500;150.66377758110295;500;51.03915524765771;500;19.373149815363018;500;820.17252668288779;500;4.984282967619861;500;4.9705496383556627;500;61.720633564256723;500;93.081453901791434
510;150.72481460005494;510;50.978118228705718;510;19.373149815363018;510;820.17252668288779;510;4.9830622272408212;510;4.9711600085451826;510;61.65959654530473;510;93.044831690420239
520;150.68819238868375;520;51.063570055238507;520;19.360942411572619;520;820.17252668288779;520;4.9821466719565413;520;4.9687185277871029;520;61.757255775627918;520;92.934965056306652
530;150.54170354319896;530;51.03915524765771;530;19.397564622943815;530;820.1329913410666;530;4.9812311166722614;530;4.968108157597583;530;61.684011352885527;530;92.873928037354659
540;150.56611835077976;540;50.929288613544109;540;19.519638660847804;540;820.17252668288779;540;4.9800103762932215;540;4.9690237128818628;540;61.549729911191143;540;92.873928037354659
550;150.62715536973175;550;50.965910824915305;550;19.5440534684286;550;820.17252668288779;550;4.9790948210089416;550;4.9705496383556627;550;61.622974333933534;550;92.886135441145058
