Name;Scope Project1;
File;C:\Users\Tobno\Desktop\VentilDeadband\JibOpp\-17prosent.csv;
Starttime of export;134214162659800000;torsdag 23. april 2026;13:11:05.980
Endtime of export;134214162754058918;torsdag 23. april 2026;13:11:15.405


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_mm;Name;fValve1_V;Name;fSensor1_V

0;153.10525833918271;0;0.26856288338877532;0;67.94640949736015;0;762.56953364943115;0;4.1502121036408575;0;4.2133854182561725
10;153.2273323770867;10;0.26856288338877532;10;68.03186132389294;10;762.64860433307342;10;4.1502121036408575;10;4.2127750480666526
20;153.2273323770867;20;0.26856288338877532;20;68.019653920102542;20;762.68813967489461;20;4.1502121036408575;20;4.2112491225928528
30;153.26395458845789;30;0.24414807580797754;30;67.94640949736015;30;762.56953364943115;30;4.1502121036408575;30;4.2152165288247323
40;153.27616199224829;40;0.26856288338877532;40;67.970824304940948;40;762.64860433307342;40;4.1502121036408575;40;4.217352824488052
50;153.1785027619251;50;0.24414807580797754;50;68.044068727683339;50;762.56953364943115;50;4.1502121036408575;50;4.2103335673085729
60;153.1785027619251;60;0.24414807580797754;60;68.141727958006527;60;762.64860433307342;60;4.1502121036408575;60;4.2136906033509325
70;153.10525833918271;70;0.26856288338877532;70;68.019653920102542;70;762.64860433307342;70;4.1502121036408575;70;4.2136906033509325
80;153.10525833918271;80;0.28077028717917418;80;67.934202093569752;80;762.56953364943115;80;4.1502121036408575;80;4.2167424542985321
90;153.08084353160191;90;0.26856288338877532;90;68.007446516312143;90;762.56953364943115;90;4.1502121036408575;90;4.2127750480666526
100;153.08084353160191;100;0.26856288338877532;100;68.141727958006527;100;762.68813967489461;100;4.1502121036408575;100;4.2139957884456924
110;153.06863612781152;110;0.26856288338877532;110;68.141727958006527;110;762.68813967489461;110;4.1502121036408575;110;4.2133854182561725
120;153.2273323770867;120;0.24414807580797754;120;68.129520554216128;120;762.56953364943115;120;4.1502121036408575;120;4.2121646778771327
