file_name,u_percent,uV_ref,uV_sensor,uV_error,ps_bar,pa_bar,pb_bar,dp_bar,x_m,xdot_mps,Q_m3ps,Ad_m2,Kv_Lmin_sqrtbar
5prosent.csv,5,5.14120088778413,5.25009918515581,0.10889829737168,181.845168030109,0.000216539313355191,0.169008934073726,181.844951490795,0.126249495829506,-5.67349313496069e-06,0,0,0
10prosent.csv,10,5.39509300312487,5.50004577776421,0.104952774639339,181.621905372998,0.00164789109781583,0.178080652452124,181.6202574819,0.126104020484823,-5.35160728583394e-06,0,0,0
15prosent.csv,15,5.64221245311635,5.74999237037264,0.107779917256287,181.638235792174,5.52448923087737,0.176412409288688,176.113746561297,0.126046713332573,3.99916104703114e-07,0,0,0
20prosent.csv,20,5.89497951142288,6.00024414807581,0.10526463665293,181.567474244558,7.54061504969431,0.18124603683245,174.026859194864,0.126026828264845,-6.74929955279599e-06,0,0,0
25prosent.csv,25,6.14477868900884,6.25019074068424,0.105412051675402,181.455867295441,65.8292424997964,0.192070619270954,115.626624795645,0.128735133479879,0.000647647444870973,1.30217245115062e-05,1.23354236599077e-07,0.0726592363756699
30prosent.csv,30,6.39423553000929,6.50013733329263,0.105901803283343,180.903087764924,65.9467903992633,0.924569190032322,114.95629736566,0.146425067169287,0.0036038534057428,7.24597720582153e-05,6.88406672237517e-07,0.405491570453839
35prosent.csv,35,6.64745372188082,6.75008392590107,0.102630204020247,180.226360471146,65.1069765198361,2.2850248188635,115.11938395131,0.190534464268754,0.00725568869763344,0.000145884277179006,1.38499673794124e-06,0.815803397889599
40prosent.csv,40,6.89559174199435,7.00003051850945,0.104438776515106,179.487622363531,66.6453469986995,3.71126719561088,112.842275364832,0.180108668629888,0.0111807399027469,0.000224802114177074,2.15565355650184e-06,1.26974269894751
45prosent.csv,45,7.14571141005268,7.24997711111791,0.104265701065229,178.607229614658,67.7036709362167,5.52225192620561,110.903558678442,0.19437256609438,0.0151637184089856,0.00030488464867055,2.9490172142633e-06,1.73705698932339
50prosent.csv,50,7.39614500781501,7.50022888882108,0.104083881006074,177.733846817765,68.8710446687569,7.3874718239753,108.862802149007,0.206123211963753,0.0191999415871948,0.000386037730813979,3.7688121444108e-06,2.2199400685869
55prosent.csv,55,7.6414495766214,7.75017548142947,0.108725904808066,176.657843731287,69.9024745024712,9.47614578429081,106.755369228816,0.222484965633935,0.022961004799463,0.00046165839358101,4.55135135662403e-06,2.68087844541974
60prosent.csv,60,7.89082751910006,8.0001220740379,0.109294554937838,175.846622886894,70.6117155185706,11.4664098082603,105.234907368323,0.252392043056325,0.0267434826863121,0.000537709623927833,5.33927621971166e-06,3.14498912740161
65prosent.csv,65,8.14271431073398,8.25006866664634,0.107354355912364,174.920713737206,72.2942523198879,13.3385957141565,102.626461417318,0.25959504265705,0.0301709346433147,0.000606622634415201,6.09962905529252e-06,3.59285908252072
70prosent.csv,70,8.39222557925827,8.50001525925473,0.107789679996454,173.914546235784,74.0330113388373,15.5078110429531,99.8815348969468,0.266926606602131,0.033404837987002,0.000671644119131666,6.84559345389857e-06,4.03225382939363
75prosent.csv,75,8.64233002252575,8.74996185186317,0.107631829337416,172.578565524463,76.1876432486683,18.4811594561215,96.390922275795,0.279603303068588,0.0378521494397727,0.000761062621456468,7.89617592776222e-06,4.65107749046248
80prosent.csv,80,8.89203444907354,8.99990844447155,0.107873995398013,171.344906721963,78.4695489886687,21.0272530289621,92.875357733294,0.280383247546165,0.0413826556113334,0.00083204765986945,8.7945261530499e-06,5.18023192542092
85prosent.csv,85,9.14207753858844,9.25016022217475,0.108082683586318,170.237232895961,80.5210328092407,25.3670934903369,89.7162000867202,0.309137774236151,0.0435895715186752,0.00087642033699966,9.42522013301072e-06,5.55172904002451
90prosent.csv,90,9.39312187881633,9.50010681478316,0.106984935966835,169.473013160259,80.9523809523809,26.3835420944708,88.5206322078784,0.322230516522371,0.0464342505987865,0.000933616003559008,1.0107890420879e-05,5.95384171309051
95prosent.csv,95,9.64211981207073,9.75005340739156,0.10793359532083,169.046352939187,82.7796522244966,27.0667161598146,86.2667007146907,0.296692780999946,0.0469752839454081,0.000944494124436407,1.03583875868934e-05,6.10139183620489
100prosent.csv,100,9.89192568657375,10,0.108074313426247,168.541394935468,82.6240670106607,28.0356604504931,85.917327924807,0.316019766169906,0.0487913364374254,0.000981008026308119,1.0780692799667e-05,6.35014190043919
