Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\Kv Tester\MainNed180bar\-75prosent.csv;
Starttime of export;134212444859490000;tirsdag 21. april 2026;13:28:05.949
Endtime of export;134212444912929459;tirsdag 21. april 2026;13:28:11.292


Name;fPresSupply_bar (1);Name;fPres2A_bar;Name;fPres2B_bar;Name;fCylinder2_m;Name;fSensor2_V;Name;fValve2_V

0;176.17725150303662;0;39.503158665730766;0;116.3121433149205;0;0.475162500229268;0;1.6119876705221716;0;1.499984740745262
10;176.372569963683;10;39.527573473311563;10;116.58070619830927;10;0.4748066134574232;10;1.6083254493850521;10;1.499984740745262
20;176.3359477523118;20;39.539780877101961;20;116.76381725516525;20;0.47437164073627974;20;1.608630634479812;20;1.499984740745262
30;176.50685140537738;30;39.564195684682765;30;116.97134311960204;30;0.47405529693908438;30;1.608630634479812;30;1.499984740745262
40;176.60451063570056;40;39.600817896053961;40;116.95913571581164;40;0.47373895314188913;40;1.6067995239112522;40;1.499984740745262
50;176.79982909634694;50;39.576403088473164;50;116.95913571581164;50;0.47342260934469382;50;1.6110721152378917;50;1.499984740745262
60;176.81203650013734;60;39.588610492263562;60;117.08120975371563;60;0.47294809364890095;60;1.6058839686269721;60;1.499984740745262
70;176.86086611529893;70;39.503158665730766;70;117.23990600299081;70;0.47251312092775744;70;1.6098513748588519;70;1.499984740745262
80;176.89748832667013;80;39.442121646778773;80;117.39860225226599;80;0.47211769118126334;80;1.6040528580584124;80;1.499984740745262
90;177.03176976836451;90;39.38108462782678;90;117.49626148258918;90;0.47168271846011983;90;1.609241004669332;90;1.499984740745262
100;177.20267342143009;100;39.332255012665179;100;117.66716513565478;100;0.47136637466292458;100;1.6064943388164923;100;1.499984740745262
110;177.22708822901089;110;39.320047608874781;110;117.80144657734917;110;0.47101048789107985;110;1.608630634479812;110;1.499984740745262
120;177.25150303659169;120;39.234595782341991;120;117.89910580767236;120;0.4705755151699364;120;1.6067995239112522;120;1.499984740745262
130;177.26371044038208;130;39.307840205084382;130;117.94793542283395;130;0.47010099947414347;130;1.6058839686269721;130;1.499984740745262
140;177.32474745933408;140;39.515366069521164;140;118.03338724936674;140;0.46970556972764926;140;1.6067995239112522;140;1.499984740745262
150;177.20267342143009;150;39.503158665730766;150;118.05780205694754;150;0.46923105403185639;150;1.6046632282479323;150;1.499984740745262
160;177.39799188207647;160;39.429914242988374;160;118.00897244178594;160;0.4687565383360634;160;1.6107669301431318;160;1.499984740745262
170;177.39799188207647;170;39.600817896053961;170;117.94793542283395;170;0.46836110858956936;170;1.6052735984374522;170;1.499984740745262
180;177.38578447828607;180;39.783928952909939;180;117.91131321146275;180;0.46800522181772464;180;1.6116824854274117;180;1.499984740745262
190;177.21488082522049;190;39.710684530167548;190;117.86248359630116;190;0.46768887802052939;190;1.6067995239112522;190;1.499984740745262
200;177.06839197973571;200;39.637440107425157;200;117.85027619251076;200;0.46737253422333408;200;1.6095461897640919;200;1.499984740745262
210;177.0928067873165;210;39.661854915005954;210;117.89910580767236;210;0.46693756150219062;210;1.6064943388164923;210;1.499984740745262
220;177.05618457594531;220;39.674062318796352;220;117.75261696218757;220;0.46650258878104706;220;1.6077150791955321;220;1.499984740745262
230;176.95852534562212;230;39.722891933957946;230;117.60612811670279;230;0.466107159034553;230;1.608630634479812;230;1.499984740745262
240;176.61671803949096;240;39.600817896053961;240;117.48405407879878;240;0.46567218631340945;240;1.6067995239112522;240;1.499984740745262
250;176.67775505844295;250;39.600817896053961;250;117.36198004089479;250;0.46531629954156484;250;1.6107669301431318;250;1.499984740745262
260;176.50685140537738;260;39.637440107425157;260;117.14224677266762;260;0.46488132682042121;260;1.6043580431531723;260;1.499984740745262
270;176.372569963683;270;39.710684530167548;270;116.99575792718284;270;0.46440681112462828;270;1.609241004669332;270;1.499984740745262
280;176.3237403485214;280;39.893795587023526;280;116.99575792718284;280;0.46397183840348472;280;1.6037476729636524;280;1.499984740745262
290;176.3359477523118;290;39.893795587023526;290;116.81264687032686;290;0.46357640865699068;290;1.6083254493850521;290;1.499984740745262
300;176.20166631061741;300;39.869380779442729;300;116.76381725516525;300;0.4631018929611978;300;1.6046632282479323;300;1.499984740745262
310;176.06738486892303;310;39.77172154911954;310;116.88589129306925;310;0.46274600618935308;310;1.6083254493850521;310;1.499984740745262
320;176.05517746513263;320;39.832758568071533;320;116.81264687032686;320;0.46242966239215783;320;1.6067995239112522;320;1.499984740745262
330;175.94531083101904;330;39.85717337565233;330;116.59291360209967;330;0.46199468967101426;330;1.6058839686269721;330;1.499984740745262
340;176.00634784997104;340;39.869380779442729;340;116.55629139072848;340;0.46163880289916964;340;1.6077150791955321;340;1.499984740745262
350;175.90868861964785;350;39.906002990813924;350;116.50746177556688;350;0.46120383017802608;350;1.6037476729636524;350;1.499984740745262
360;175.99414044618064;360;39.869380779442729;360;116.48304696798608;360;0.46076885745688262;360;1.608630634479812;360;1.499984740745262
370;175.84765160069585;370;39.796136356700337;370;116.54408398693808;370;0.46025479878644027;370;1.6043580431531723;370;1.499984740745262
380;175.88427381206705;380;39.710684530167548;380;116.59291360209967;380;0.45985936903994595;380;1.609241004669332;380;1.499984740745262
390;176.00634784997104;390;39.661854915005954;390;116.61732840968047;390;0.45946393929345186;390;1.6040528580584124;390;1.499984740745262
400;176.00634784997104;400;39.686269722586751;400;116.49525437177648;400;0.45906850954695777;400;1.6074098941007722;400;1.499984740745262
410;176.09179967650383;410;39.674062318796352;410;116.49525437177648;410;0.45867307980046368;410;1.6046632282479323;410;1.499984740745262
420;176.00634784997104;420;39.576403088473164;420;116.50746177556688;420;0.45819856410467075;420;1.6061891537217321;420;1.499984740745262
430;176.15283669545582;430;39.637440107425157;430;116.59291360209967;430;0.45776359138352729;430;1.6071047090060122;430;1.499984740745262
440;176.15283669545582;440;39.600817896053961;440;116.70278023621326;440;0.45736816163703314;440;1.6052735984374522;440;1.499984740745262
450;176.3237403485214;450;39.539780877101961;450;116.81264687032686;450;0.45701227486518847;450;1.609241004669332;450;1.499984740745262
460;176.372569963683;460;39.454329050569171;460;116.81264687032686;460;0.45665638809334375;460;1.6037476729636524;460;1.499984740745262
470;176.39698477126379;470;39.442121646778773;470;116.80043946653646;470;0.45630050132149907;470;1.609241004669332;470;1.499984740745262
480;176.53126621295817;480;39.564195684682765;480;117.00796533097324;480;0.45586552860035556;480;1.6043580431531723;480;1.499984740745262
490;176.67775505844295;490;39.576403088473164;490;117.14224677266762;490;0.45543055587921211;490;1.608630634479812;490;1.499984740745262
500;176.79982909634694;500;39.710684530167548;500;117.11783196508682;500;0.45507466910736738;500;1.6046632282479323;500;1.499984740745262
510;176.81203650013734;510;39.661854915005954;510;117.06900234992523;510;0.454758325310172;510;1.6077150791955321;510;1.499984740745262
520;176.89748832667013;520;39.576403088473164;520;117.11783196508682;520;0.45424426663972972;520;1.6061891537217321;520;1.499984740745262
530;176.81203650013734;530;39.588610492263562;530;117.09341715750602;530;0.45384883689323557;530;1.6058839686269721;530;1.499984740745262
540;176.78762169255654;540;39.674062318796352;540;117.21549119541001;540;0.4534929501213909;540;1.6083254493850521;540;1.499984740745262
550;176.76320688497574;550;39.710684530167548;550;117.276528214362;550;0.45301843442559797;550;1.6043580431531723;550;1.499984740745262
560;176.86086611529893;560;39.686269722586751;560;117.39860225226599;560;0.45266254765375324;560;1.609241004669332;560;1.499984740745262
570;176.92190313425093;570;39.686269722586751;570;117.36198004089479;570;0.45226711790725921;570;1.6043580431531723;570;1.499984740745262
580;177.0928067873165;580;39.722891933957946;580;117.16666158024842;580;0.45191123113541454;580;1.6098513748588519;580;1.499984740745262
590;176.99514755699332;590;39.759514145329142;590;117.2643208105716;590;0.45143671543962161;590;1.6046632282479323;590;1.499984740745262
600;176.94631794183172;600;39.783928952909939;600;117.2887356181524;600;0.45112037164242635;600;1.608935819574572;600;1.499984740745262
610;176.93411053804132;610;39.759514145329142;610;117.38639484847559;610;0.45072494189593221;610;1.6064943388164923;610;1.499984740745262
620;176.84865871150853;620;39.77172154911954;620;117.41080965605639;620;0.45021088322548986;620;1.6071047090060122;620;1.499984740745262
630;176.87307351908933;630;39.832758568071533;630;117.2643208105716;630;0.44981545347899565;630;1.6074098941007722;630;1.499984740745262
640;176.78762169255654;640;39.77172154911954;640;117.19107638782921;640;0.4493804807578522;640;1.6058839686269721;640;1.499984740745262
650;176.93411053804132;650;39.808343760490736;650;117.2887356181524;650;0.44894550803670874;650;1.608630634479812;650;1.499984740745262
660;176.94631794183172;660;39.820551164281135;660;117.21549119541001;660;0.44851053531556517;660;1.6025269325846125;660;1.499984740745262
670;176.97073274941252;670;39.832758568071533;670;117.19107638782921;670;0.44815464854372056;670;1.609241004669332;670;1.499984740745262
680;176.79982909634694;680;39.893795587023526;680;117.10562456129642;680;0.44779876177187583;680;1.6061891537217321;680;1.499984740745262
690;176.73879207739495;690;39.893795587023526;690;116.94692831202124;690;0.44736378905073226;690;1.6098513748588519;690;1.499984740745262
700;176.75099948118535;700;39.783928952909939;700;116.95913571581164;700;0.44692881632958881;700;1.6061891537217321;700;1.499984740745262
710;176.75099948118535;710;39.759514145329142;710;116.91030610065005;710;0.44657292955774408;710;1.609241004669332;710;1.499984740745262
720;176.68996246223335;720;39.918210394604323;720;116.93472090823084;720;0.44617749981125004;720;1.6067995239112522;720;1.499984740745262
730;176.55568102053897;730;39.85717337565233;730;116.97134311960204;730;0.44566344114080769;730;1.6052735984374522;730;1.499984740745262
740;176.66554765465256;740;39.869380779442729;740;116.95913571581164;740;0.4452680113943136;740;1.6074098941007722;740;1.499984740745262
750;176.59230323191017;750;39.942625202185127;750;116.95913571581164;750;0.44491212462246887;750;1.6022217474898526;750;1.499984740745262
760;176.61671803949096;760;39.942625202185127;760;117.04458754234443;760;0.44451669487597462;760;1.6067995239112522;760;1.499984740745262
770;176.53126621295817;770;39.918210394604323;770;117.03238013855403;770;0.4440817221548311;770;1.6019165623950926;770;1.499984740745262
780;176.49464400158698;780;39.991454817346721;780;116.93472090823084;780;0.44372583538298643;780;1.6083254493850521;780;1.499984740745262
790;176.3359477523118;790;40.040284432508315;790;116.89809869685965;790;0.4432513196871935;790;1.6046632282479323;790;1.499984740745262
800;176.2993255409406;800;39.954832605975525;800;116.89809869685965;800;0.44285588994069941;800;1.6098513748588519;800;1.499984740745262
810;176.3359477523118;810;40.00366222113712;810;116.89809869685965;810;0.44250000316885468;810;1.6074098941007722;810;1.499984740745262
820;176.3237403485214;820;40.064699240089112;820;116.88589129306925;820;0.44210457342236065;820;1.6067995239112522;820;1.499984740745262
830;176.39698477126379;830;39.967040009765924;830;116.89809869685965;830;0.44166960070121708;830;1.6043580431531723;830;1.499984740745262
840;176.22608111819821;840;39.893795587023526;840;116.81264687032686;840;0.44123462798007362;840;1.6019165623950926;840;1.499984740745262
850;176.34815515610219;850;39.832758568071533;850;116.84926908169805;850;0.44083919823357948;850;1.6083254493850521;850;1.499984740745262
860;176.2749107333598;860;39.722891933957946;860;116.86147648548845;860;0.440404225512436;860;1.6043580431531723;860;1.499984740745262
870;176.2871181371502;870;39.710684530167548;870;116.87368388927885;870;0.43992970981664309;870;1.609241004669332;870;1.499984740745262
880;176.20166631061741;880;39.783928952909939;880;116.97134311960204;880;0.43957382304479831;880;1.6025269325846125;880;1.499984740745262
890;176.2749107333598;890;39.906002990813924;890;116.88589129306925;890;0.43909930734900537;890;1.6061891537217321;890;1.499984740745262
900;176.3359477523118;900;39.991454817346721;900;116.84926908169805;900;0.43870387760251128;900;1.6028321176793725;900;1.499984740745262
910;176.3237403485214;910;39.918210394604323;910;116.88589129306925;910;0.43834799083066656;910;1.6077150791955321;910;1.499984740745262
920;176.311532944731;920;39.869380779442729;920;116.99575792718284;920;0.43787347513487368;920;1.6074098941007722;920;1.499984740745262
930;176.311532944731;930;39.869380779442729;930;117.03238013855403;930;0.43747804538837964;930;1.6061891537217321;930;1.499984740745262
940;176.45802179021578;940;39.918210394604323;940;116.93472090823084;940;0.43712215861653492;940;1.6074098941007722;940;1.499984740745262
950;176.2871181371502;950;39.832758568071533;950;116.84926908169805;950;0.43672672887004077;950;1.6034424878688924;950;1.499984740745262
960;176.38477736747339;960;39.796136356700337;960;116.94692831202124;960;0.43629175614889731;960;1.608935819574572;960;1.499984740745262
970;176.38477736747339;970;39.796136356700337;970;116.97134311960204;970;0.43593586937705259;970;1.6040528580584124;970;1.499984740745262
980;176.42139957884459;980;39.820551164281135;980;116.88589129306925;980;0.43554043963055855;980;1.6098513748588519;980;1.499984740745262
990;176.372569963683;990;39.918210394604323;990;116.83706167790766;990;0.43502638096011625;990;1.6067995239112522;990;1.499984740745262
1000;176.40919217505419;1000;40.00366222113712;1000;116.84926908169805;1000;0.43459140823897258;1000;1.6107669301431318;1000;1.499984740745262
1010;176.39698477126379;1010;39.954832605975525;1010;116.87368388927885;1010;0.43423552146712791;1010;1.6067995239112522;1010;1.499984740745262
1020;176.39698477126379;1020;39.881588183233127;1020;116.83706167790766;1020;0.433761005771335;1020;1.6052735984374522;1020;1.499984740745262
1030;176.45802179021578;1030;39.893795587023526;1030;116.93472090823084;1030;0.43336557602484083;1030;1.6049684133426922;1030;1.499984740745262
1040;176.38477736747339;1040;39.893795587023526;1040;116.97134311960204;1040;0.43304923222764558;1040;1.6043580431531723;1040;1.499984740745262
1050;176.60451063570056;1050;39.918210394604323;1050;117.05679494613483;1050;0.43277243140509974;1050;1.6095461897640919;1050;1.499984740745262
1060;176.51905880916777;1060;39.918210394604323;1060;116.94692831202124;1060;0.4323770016586056;1060;1.6052735984374522;1060;1.499984740745262
1070;176.50685140537738;1070;39.893795587023526;1070;116.77602465895565;1070;0.43198157191211156;1070;1.6110721152378917;1070;1.499984740745262
1080;176.48243659779658;1080;39.869380779442729;1080;116.84926908169805;1080;0.43154659919096811;1080;1.6046632282479323;1080;1.499984740745262
1090;176.372569963683;1090;39.906002990813924;1090;116.80043946653646;1090;0.43115116944447396;1090;1.608935819574572;1090;1.499984740745262
1100;176.372569963683;1100;39.979247413556322;1100;116.66615802484206;1100;0.4307161967233305;1100;1.6043580431531723;1100;1.499984740745262
1110;176.50685140537738;1110;39.991454817346721;1110;116.64174321726126;1110;0.43028122400218693;1110;1.6061891537217321;1110;1.499984740745262
1120;176.49464400158698;1120;39.918210394604323;1120;116.64174321726126;1120;0.42996488020499163;1120;1.6052735984374522;1120;1.499984740745262
1130;176.45802179021578;1130;39.759514145329142;1130;116.56849879451887;1130;0.42956945045849743;1130;1.6064943388164923;1130;1.499984740745262
1140;176.53126621295817;1140;39.796136356700337;1140;116.61732840968047;1140;0.42917402071200339;1140;1.6095461897640919;1140;1.499984740745262
1150;176.48243659779658;1150;39.942625202185127;1150;116.60512100589007;1150;0.42869950501621046;1150;1.6037476729636524;1150;1.499984740745262
1160;176.62892544328136;1160;39.942625202185127;1160;116.66615802484206;1160;0.42834361824436579;1160;1.608630634479812;1160;1.499984740745262
