file_name,u_percent,uSensor_V,uValve_V,ps_bar,pa_bar,pb_bar,dp_bar,x_m,xdot_mps,Q_m3ps,Ad_m2
-100prosent.csv,-100,0.112481248723505,0,175.358455544313,52.6390685437898,138.066832405649,37.2916231386643,0.339983954208134,-0.0483742389877806,0.000592691399925332,9.88638396057422e-06
-95prosent.csv,-95,0.357191243326684,0.249946592608417,175.430450534061,51.9471565487374,136.907264683381,38.52318585068,0.347544342828555,-0.0479788092412863,0.000587846511097604,9.64755666469553e-06
-90prosent.csv,-90,0.609005410606124,0.499893185216834,175.54522586484,51.0327976847434,135.308475078381,40.2367507864587,0.345107515770722,-0.0474515695792932,0.000581386659327288,9.3361560373755e-06
-85prosent.csv,-85,0.857349001037055,0.750144962920013,175.657976185198,49.5512109226322,132.80096000866,42.8570161765375,0.358989120397378,-0.0465289001708085,0.000570081918729277,8.87035073558072e-06
-80prosent.csv,-80,1.10396329846626,1.00009155552843,175.895785857414,47.3716545371687,129.209832007839,46.6859538495752,0.378458737516183,-0.0453426109313221,0.000555547252246045,8.28213636281348e-06
-75prosent.csv,-75,1.35359742337271,1.25003814813684,176.100138198384,44.110804777901,123.273295174783,52.8268430236009,0.366256633295717,-0.0432336522833559,0.000529707845164862,7.42375391393258e-06
-70prosent.csv,-70,1.60628555798531,1.49998474074527,176.641863009542,40.0552527631373,116.609182534628,60.0326804749136,0.36645686729128,-0.0408610738043908,0.000500638512198492,6.58180299013014e-06
-65prosent.csv,-65,1.85414267614695,1.74993133335368,176.865555692201,36.8784218123341,111.224701742002,65.6408539501981,0.380789393536825,-0.0386203052409281,0.000473184142174751,5.94918619582062e-06
-60prosent.csv,-60,2.10368135937998,2.00018311105686,177.154756509356,33.1768713051569,104.860092599433,72.2946639099231,0.386459403847301,-0.0359841069309649,0.000440884883323204,5.28185625630815e-06
-55prosent.csv,-55,2.35336509098881,2.25012970366527,177.534153681812,28.8450803603095,97.6384269969273,79.8957266848846,0.413886261974929,-0.032688859043517,0.000400510809758847,4.56422407683404e-06
-50prosent.csv,-50,2.60197010554517,2.50007629627368,177.972261172843,24.0173067100427,89.8012245850596,88.171036587783,0.411873054607743,-0.0288663714940712,0.000353676884424115,3.83670310800583e-06
-45prosent.csv,-45,2.85451487438242,2.75002288888211,178.710215126427,18.2646981743634,80.3141807887436,98.396034337683,0.446486390071557,-0.0245166442826294,0.000300383107319033,3.08461665302641e-06
-40prosent.csv,-40,3.10347568705827,2.99996948149054,179.238814760071,12.7563451692912,70.6403071976667,108.598507562404,0.452725001507296,-0.0192442476627141,0.000235784589616077,2.30471898705968e-06
-35prosent.csv,-35,3.35169737459344,3.25022125919371,179.789703993934,7.30976300927419,61.2837631724998,118.505940821434,0.452924273835511,-0.0135764212962988,0.00016634118308532,1.5564824056681e-06
-30prosent.csv,-30,3.60072992769211,3.50016785180213,180.264149012886,3.43999340844346,53.5365075048216,126.727641508065,0.490593341640513,-0.0077767850143906,9.52828136120511e-05,8.62170954301305e-07
-25prosent.csv,-25,3.84866379792678,3.75011444441054,180.754378594447,0.611430761835067,46.7871909703305,133.967187624117,0.538356520641771,-0.00289981814094727,3.55291847365508e-05,3.12680295008691e-07
-20prosent.csv,-20,4.09860489170465,4.00006103701895,180.978362926665,0.000769836275070199,0.677016015618878,180.301346911046,0.551322803768555,0,0,0
-15prosent.csv,-15,4.35035868281596,4.25000762962736,181.053915753816,0.000283893111404625,0.175600793636097,180.87831496018,0.551452184377829,0,0,0
-10prosent.csv,-10,4.5984331740191,4.50025940733054,181.050971900439,0.000319446080496419,0.177110034058086,180.873861866381,0.551553909932165,0,0,0
-5prosent.csv,-5,4.84902892027437,4.75020599993896,181.184816519147,0.000412412290216178,0.1743679163034,181.010448602843,0.55170745716385,0,0,0
