Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\MAINFRIC.csv;
Starttime of export;134225416292140000;onsdag 6. mai 2026;13:47:09.214
Endtime of export;134225416573394775;onsdag 6. mai 2026;13:47:37.339


Name;fMain_Spool;Name;fU;Name;fMain_Position_mm;Name;fMain_Pa_bar;Name;fMain_Pa_Cyl_bar;Name;fMain_Pb_bar;Name;fPs_bar
5090;0.40617084261604663;5090;0.43243557353578083;5090;361.184326;5090;64.04004;5090;62.0868568;5090;6.140324;5090;148.735
5100;0.40641499069185461;5100;0.431834928211971;5100;361.338226;5100;63.9790039;5100;62.20893;5100;6.27460575;5100;148.844879
5110;0.40702536088137453;5110;0.43000612665611765;5110;361.569061;5110;64.06445;5110;62.3065872;5110;6.372265;5110;148.820465
5120;0.40720847193823051;5120;0.43191907496489612;5120;361.607544;5120;64.25977;5120;62.2821732;5120;6.44550943;5120;148.808258
5130;0.40781884212775044;5130;0.43138458840472055;5130;361.7614;5130;64.22315;5130;62.42866;5130;6.42109442;5130;148.8815
5140;0.40818506424146239;5140;0.43161656128055226;5140;361.876831;5140;64.19874;5140;62.4774933;5140;6.372265;5140;148.930328
5150;0.40842921231727036;5150;0.43263543707943919;5150;361.953766;5150;64.23536;5150;62.4164543;5150;6.44550943;5150;148.979156
5160;0.4089175084688863;5160;0.43455373280278936;5160;361.992249;5160;64.22315;5160;62.4897;5160;6.44550943;5160;148.783844
5170;0.40916165654469427;5170;0.43492517958006277;5170;362.107666;5170;64.39406;5170;62.5019073;5170;6.494339;5170;148.8815
5180;0.41038239692373429;5180;0.43461311496138;5180;362.261536;5180;64.44289;5180;62.5629463;5180;6.530961;5180;148.808258
5190;0.41068758201849426;5190;0.43488339142051974;5190;362.376953;5190;64.32081;5190;62.58736;5190;6.54316854;5190;148.747208
5200;0.41154210028382215;5200;0.435210824899521;5200;362.492371;5200;64.2963943;5200;62.52632;5200;6.64082766;5200;148.7228
5210;0.41129795220801418;5210;0.43616043037180435;5210;362.569336;5210;64.32081;5210;62.4408722;5210;6.689657;5210;148.8815
5220;0.41154210028382215;5220;0.43651951569905278;5220;362.684753;5220;64.2963943;5220;62.3676262;5220;6.60420561;5220;148.832672
5230;0.41221350749229407;5230;0.43826254078128779;5230;362.7232;5230;64.19874;5230;62.3187981;5230;6.591998;5230;148.808258
5240;0.41300698873867;5240;0.43778641472640345;5240;362.8771;5240;64.24757;5240;62.3187981;5240;6.689657;5240;148.966949
5250;0.4136173589281899;5250;0.43822498551049083;5250;362.992523;5250;64.19874;5250;62.2699661;5250;6.81173134;5250;148.820465
5260;0.4136783959471419;5260;0.43781196500871206;5260;363.1464;5260;64.16212;5260;62.147892;5260;6.81173134;5260;148.832672
5270;0.41410565507980585;5270;0.43883432283425483;5270;363.223358;5270;64.0522461;5270;62.147892;5270;6.81173134;5270;148.808258
5280;0.41416669209875784;5280;0.43771127279462013;5280;363.4157;5280;63.9423828;5280;62.1234779;5280;6.97042751;5280;148.735
5290;0.41544846949674968;5290;0.43894632790435156;5290;363.492645;5290;63.9423828;5290;62.0990639;5290;6.99484253;5290;148.588516
5300;0.41550950651570168;5300;0.44073661817242865;5300;363.531128;5300;63.9667969;5300;62.0990639;5300;7.00704956;5300;148.673965
5310;0.41593676564836563;5310;0.44118830834520034;5310;363.646545;5310;63.930172;5310;62.1234779;5310;7.043672;5310;148.5641
5320;0.41593676564836563;5320;0.44232283074162032;5320;363.72348;5320;63.8813438;5320;62.06244;5320;7.00704956;5320;148.503067
5330;0.41648609881893356;5330;0.4420442650962117;5330;363.87735;5330;63.8813438;5330;61.8671227;5330;6.93380547;5330;148.442032
5340;0.41746269112216544;5340;0.44320068815000785;5340;363.9543;5340;63.7714767;5340;61.7206345;5340;6.8727684;5340;148.307755
5350;0.41801202429273376;5350;0.44286782553169357;5350;364.1082;5350;63.75927;5350;61.8060837;5350;6.897183;5350;148.307755
5360;0.41831720938749373;5360;0.44405699508585589;5360;364.18515;5360;63.6860237;5360;61.9281578;5360;6.90939045;5360;148.185669
5370;0.41831720938749373;5370;0.44590553831645557;5370;364.2236;5370;63.72265;5370;61.84271;5370;6.93380547;5370;148.258926
5380;0.41898861659596565;5380;0.44563255469210483;5380;364.3775;5380;63.7836838;5380;61.8182945;5380;6.93380547;5380;148.28334
5390;0.41947691274758159;5390;0.44591852004959326;5390;364.49292;5390;63.7470627;5390;61.9281578;5390;6.982635;5390;148.405411
5400;0.42088076418347742;5400;0.44726236495034516;5400;364.569855;5400;63.7836838;5400;62.01361;5400;7.06808662;5400;148.2467
5410;0.42069765312662144;5410;0.44699434765631391;5410;364.723755;5410;63.8447227;5410;62.0380249;5410;6.97042751;5410;148.28334
5420;0.42118594927823738;5420;0.44835117177098116;5420;364.8007;5420;64.015625;5420;62.07465;5420;6.90939045;5420;148.258926
5430;0.42161320841090133;5430;0.45041192439035277;5430;364.839172;5430;64.14991;5430;62.1234779;5430;6.97042751;5430;148.2345
5440;0.42228461561937325;5440;0.45076660121970125;5440;364.954559;5440;64.1377;5440;62.1234779;5440;7.019257;5440;148.332169
5450;0.42313913388470115;5450;0.451274017569577;5450;365.069977;5450;64.16212;5450;62.20893;5450;7.019257;5450;148.307755
5460;0.42338328196050912;5460;0.45039373241513858;5460;365.26236;5460;64.2963943;5460;62.4042473;5460;7.03146458;5460;148.319962
5470;0.42405468916898104;5470;0.45174704863946064;5470;365.3393;5470;64.34522;5470;62.5019073;5470;7.03146458;5470;148.210083
5480;0.424420911282693;5480;0.45217851272181031;5480;365.4547;5480;64.34522;5480;62.5141144;5480;7.019257;5480;148.258926
5490;0.42533646656697288;5490;0.45269601222540168;5490;365.570129;5490;64.43068;5490;62.45308;5490;7.043672;5490;148.307755
5500;0.425885799737541;5500;0.45238271017184883;5500;365.724;5500;64.51613;5500;62.42866;5500;7.12912369;5500;148.466446
5510;0.42704550309762884;5510;0.45167105260863816;5510;365.916382;5510;64.63821;5510;62.58736;5510;7.12912369;5510;148.319962
5520;0.42704550309762884;5520;0.452970873383455;5520;365.993317;5520;64.7236557;5520;62.6972275;5520;7.165746;5520;148.332169
5530;0.4274117252113408;5530;0.45190549644367012;5530;366.185669;5530;64.6870346;5530;62.7094345;5530;7.32444239;5530;148.405411
5540;0.42777794732505275;5540;0.45309657363864836;5540;366.2626;5540;64.66262;5540;62.67281;5540;7.32444239;5540;148.429825
5550;0.42832728049562069;5550;0.45285400701102496;5550;366.4165;5550;64.71145;5550;62.7094345;5550;7.28782;5550;148.503067
5560;0.42912076174199659;5560;0.45274736957467993;5560;366.570374;5560;64.63821;5560;62.6606026;5560;7.33665;5560;148.319962
5570;0.42930387279885257;5570;0.45397628786667338;5570;366.647339;5570;64.7236557;5570;62.62398;5570;7.36106443;5570;148.429825
5580;0.43015839106418047;5580;0.45394053568708242;5580;366.8012;5580;64.6870346;5580;62.6117744;5580;7.36106443;5580;148.22229
5590;0.43015839106418047;5590;0.45515487331356275;5590;366.878174;5590;64.67483;5590;62.52632;5590;7.39768648;5590;148.258926
5600;0.43082979827265239;5600;0.4556547443313379;5600;366.9936;5600;64.69924;5600;62.62398;5600;7.531968;5600;148.319962
5610;0.43101290932950836;5610;0.4552945124189634;5610;367.147461;5610;64.58937;5610;62.5995674;5610;7.593005;5610;148.381
5620;0.43186742759483626;5620;0.45571781478934392;5620;367.262878;5620;64.60158;5620;62.5751534;5620;7.507553;5620;148.515274
5630;0.43223364970854822;5630;0.45554798967165433;5630;367.416779;5630;64.58937;5630;62.6606026;5630;7.495346;5630;148.49086
5640;0.43259987182226017;5640;0.45612595854761329;5640;367.5322;5640;64.50392;5640;62.6483955;5640;7.495346;5640;148.381
5650;0.43302713095492412;5650;0.45801131223457808;5650;367.570648;5650;64.35743;5650;62.4164543;5650;7.531968;5650;148.36879
5660;0.43314920499282811;5660;0.45789159828694437;5660;367.724548;5660;64.41847;5660;62.4042473;5660;7.61742;5660;148.381
5670;0.43394268623920418;5670;0.45871765819446664;5670;367.839966;5670;64.45509;5670;62.4897;5670;7.60521269;5670;148.161255
5680;0.43436994537186813;5680;0.45765416479324939;5680;368.032318;5680;64.35743;5680;62.4164543;5680;7.71507931;5680;148.2345
5690;0.43577379680776396;5690;0.45920984153390548;5690;368.109253;5690;64.45509;5690;62.4042473;5690;7.77611637;5690;148.088013
5700;0.435407574694052;5700;0.45966582605546;5700;368.22467;5700;64.4062653;5700;62.4164543;5700;7.702872;5700;148.161255
5710;0.435590685750908;5710;0.45962002911820954;5710;368.378571;5710;64.32081;5710;62.2821732;5710;7.69066429;5710;147.978149
5720;0.43589587084566794;5720;0.45942826307346274;5720;368.53244;5720;64.3330154;5720;62.2821732;5720;7.7883234;5720;148.039185
5730;0.43638416699728388;5730;0.45912724621480117;5730;368.68634;5730;64.34522;5730;62.4408722;5730;7.99584961;5730;148.210083
5740;0.4371166112247078;5740;0.46065770589412275;5740;368.763275;5740;64.32081;5740;62.4408722;5740;7.87377548;5740;147.990356
5750;0.43754387035737174;5750;0.45978527145427833;5750;368.955627;5750;64.38185;5750;62.42866;5750;7.69066429;5750;148.0636
5760;0.43760490737632374;5760;0.46113529524253621;5760;369.0326;5760;64.3330154;5760;62.35542;5760;7.727287;5760;148.002563
5770;0.43742179631946776;5770;0.46238744626370987;5770;369.109528;5770;64.2963943;5770;62.4042473;5770;7.763909;5770;148.051392
5780;0.43852046266060363;5780;0.46254008934342206;5780;369.2634;5780;64.38185;5780;62.5141144;5780;7.727287;5780;147.8805
5790;0.43888668477431558;5790;0.46250578796586539;5790;369.4173;5790;64.45509;5790;62.4897;5790;7.77611637;5790;147.8805
5800;0.43980224005859547;5800;0.46319411270273553;5800;369.5327;5800;64.47951;5800;62.42866;5800;7.739494;5800;147.843872
5810;0.43949705496383551;5810;0.46376989771357874;5810;369.648132;5810;64.56496;5810;62.5019073;5810;7.702872;5810;147.978149
5820;0.43961912900173949;5820;0.46433641487536226;5820;369.76355;5820;64.626;5820;62.5629463;5820;7.71507931;5820;148.10022
5830;0.44022949919125942;5830;0.46493267345672862;5830;369.878967;5830;64.5283356;5830;62.5751534;5830;7.7883234;5830;148.039185
5840;0.44090090639973134;5840;0.46417538757297311;5840;370.07132;5840;64.6137848;5840;62.6483955;5840;7.885983;5840;148.0636
5850;0.44151127658925143;5850;0.46506874897715667;5850;370.186737;5850;64.73586;5850;62.7582626;5850;7.87377548;5850;147.953735
5860;0.4412671285134433;5860;0.46628910463732237;5860;370.263672;5860;64.76028;5860;62.8437157;5860;7.99584961;5860;148.124634
5870;0.44145023957029944;5870;0.46549170441825677;5870;370.456024;5870;64.78469;5870;62.73385;5870;7.93481255;5870;148.136841
5880;0.44157231360820343;5880;0.46622652040701029;5880;370.571442;5880;64.89456;5880;62.7460556;5880;7.93481255;5880;148.173462
5890;0.44291512802514726;5890;0.46837426056571696;5890;370.609924;5890;64.78469;5890;62.7582626;5890;7.959227;5890;148.039185
5900;0.44285409100619527;5900;0.46801296029935752;5900;370.7638;5900;64.6870346;5900;62.7582626;5900;7.959227;5900;148.210083
5910;0.44309823908200324;5910;0.46882572539893647;5910;370.8792;5910;64.76028;5910;62.86813;5910;7.93481255;5910;148.149048
5920;0.44334238715781121;5920;0.47045506303517665;5920;370.956177;5920;64.82131;5920;62.8193;5920;7.91039753;5920;148.002563
5930;0.44407483138523512;5930;0.46903102477530295;5930;371.187;5930;64.94339;5930;62.7826767;5930;7.99584961;5930;148.039185
5940;0.44480727561265904;5940;0.47038594416241331;5940;371.263947;5940;64.8823547;5940;62.8193;5940;8.020265;5940;148.026978
5950;0.44535660878322697;5950;0.47024159865461607;5950;371.417816;5950;64.87014;5950;62.8437157;5950;8.093509;5950;148.10022
5960;0.44553971984008295;5960;0.47106264603477749;5960;371.533234;5960;64.94339;5960;62.9169579;5960;8.069094;5960;148.051392
5970;0.44572283089693893;5970;0.47081589576252042;5970;371.687134;5970;64.9189758;5970;62.8925438;5970;8.117924;5970;148.210083
5980;0.44657734916226682;5980;0.47152132943751551;5980;371.802551;5980;64.87014;5980;62.86813;5980;8.239998;5980;148.149048
5990;0.44651631214331483;5990;0.47082319113118143;5990;371.9949;5990;64.85793;5990;62.9169579;5990;8.22779;5990;148.0758
6000;0.44779808954130668;6000;0.47088743047022324;6000;372.1488;6000;64.845726;6000;62.8193;6000;8.191168;6000;147.978149
6010;0.44779808954130668;6010;0.47229336457540844;6010;372.225739;6010;64.845726;6010;62.7582626;6010;8.239998;6010;148.002563
6020;0.44828638569292262;6020;0.471634227785553;6020;372.4181;6020;64.87014;6020;62.83151;6020;8.362072;6020;147.941528
6030;0.44810327463606664;6030;0.47307466363890083;6030;372.495026;6030;64.85793;6030;62.7948837;6030;8.386486;6030;147.929321
6040;0.44853053376873059;6040;0.47235338529957016;6040;372.6874;6040;64.89456;6040;62.77047;6040;8.362072;6040;147.941528
6050;0.44950712607196264;6050;0.47313941812124738;6050;372.802826;6050;64.94339;6050;62.77047;6050;8.313242;6050;147.929321
6060;0.44987334818567459;6060;0.47363505043408177;6060;372.9182;6060;64.8823547;6060;62.83151;6060;8.398694;6060;148.0636
6070;0.44993438520462659;6070;0.47442732741964083;6070;373.03363;6070;64.7236557;6070;62.73385;6070;8.362072;6070;147.843872
6080;0.4498123111667226;6080;0.47505459861881727;6080;373.149048;6080;64.63821;6080;62.5751534;6080;8.288827;6080;147.843872
6090;0.45048371837519452;6090;0.47586754950550753;6090;373.264465;6090;64.63821;6090;62.7094345;6090;8.239998;6090;147.77063
6100;0.45084994048890648;6100;0.47657113221341413;6100;373.379883;6100;64.6870346;6100;62.77047;6100;8.264412;6100;147.843872
6110;0.45219275490585031;6110;0.47608509910439611;6110;373.572235;6110;64.85793;6110;62.67281;6110;8.313242;6110;147.807251
6120;0.45219275490585031;6120;0.47693764999689892;6120;373.687653;6120;64.94339;6120;62.5995674;6120;8.325449;6120;147.795044
6130;0.45243690298165828;6130;0.47610317533588459;6130;373.880035;6130;64.845726;6130;62.52632;6130;8.410901;6130;147.795044
6140;0.45237586596270629;6140;0.47687631382578988;6140;373.995422;6140;64.7724838;6140;62.5629463;6140;8.398694;6140;147.697372
6150;0.45280312509537024;6150;0.4760901956581427;6150;374.1878;6150;64.85793;6150;62.7460556;6150;8.423109;6150;147.843872
6160;0.45377971739860212;6160;0.47625340615329476;6160;374.341675;6160;64.85793;6160;62.73385;6160;8.423109;6160;147.721786
6170;0.45408490249336209;6170;0.47633375889250335;6170;374.495575;6170;64.845726;6170;62.6972275;6170;8.435316;6170;147.660751
6180;0.454573198644978;6180;0.47716276980895866;6180;374.611;6180;64.87014;6180;62.83151;6180;8.459731;6180;147.62413
6190;0.45426801355021806;6190;0.47719133143372217;6190;374.764862;6190;64.99222;6190;62.7460556;6190;8.496353;6190;147.7462
6200;0.454756309701834;6200;0.47865547682110043;6200;374.841827;6200;64.99222;6200;62.7460556;6200;8.484145;6200;147.77063
6210;0.455000457777642;6210;0.47920190373619159;6210;374.957245;6210;64.89456;6210;62.8193;6210;8.398694;6210;147.856079
6220;0.45609912411877784;6220;0.47792223624021962;6220;375.188049;6220;64.94339;6220;62.83151;6220;8.398694;6220;147.782837
6230;0.45591601306192187;6230;0.479555463857277;6230;375.265;6230;64.94339;6230;62.8925438;6230;8.496353;6230;147.672958
6240;0.45579393902401788;6240;0.48015240987966279;6240;375.380432;6240;64.99222;6240;62.9169579;6240;8.55739;6240;147.868286
6250;0.45573290200506589;6250;0.481688276694183;6250;375.457367;6250;64.9556;6250;62.8925438;6250;8.532975;6250;147.807251
6260;0.45597705008087386;6260;0.48157351808449683;6260;375.611237;6260;64.9189758;6260;63.00241;6260;8.606219;6260;147.9049
6270;0.45725882747886609;6270;0.48314382564469688;6270;375.6882;6270;64.967804;6270;63.06345;6270;8.496353;6270;147.9049
6280;0.45744193853572207;6280;0.48397123098151179;6280;375.803619;6280;65.004425;6280;63.06345;6280;8.594012;6280;147.9049
6290;0.458235419782098;6290;0.48492017657163317;6290;375.919037;6290;64.99222;6290;62.9291649;6290;8.703879;6290;147.758423
6300;0.457930234687338;6300;0.48403851254390717;6300;376.1114;6300;64.9189758;6300;62.83151;6300;8.618427;6300;147.856079
6310;0.45847956785790595;6310;0.48260633816011911;6310;376.342224;6310;64.90677;6310;62.8925438;6310;8.618427;6310;147.868286
6320;0.45908993804742587;6320;0.48508502589876823;6320;376.380676;6320;65.0410461;6320;62.9413757;6320;8.655049;6320;147.819458
6330;0.46006653035065775;6330;0.48529979901870879;6330;376.534576;6330;65.1265;6330;62.9413757;6330;8.752708;6330;147.782837
6340;0.46031067842646572;6340;0.48535209565949;6340;376.688446;6340;65.13871;6340;63.00241;6340;8.764915;6340;147.807251
6350;0.4604937894833217;6350;0.48592682741872895;6350;376.803864;6350;65.10208;6350;63.06345;6350;8.777123;6350;147.953735
6360;0.46079897457808167;6360;0.48678949995026366;6360;376.919281;6360;65.004425;6360;63.00241;6360;8.78933048;6360;147.807251
6370;0.46104312265388964;6370;0.48829502716127371;6370;376.996246;6370;65.1631241;6370;62.9413757;6370;8.764915;6370;147.990356
6380;0.46232490005188148;6380;0.48935968608665736;6380;377.111633;6380;65.1997452;6380;62.9535828;6380;8.752708;6380;147.819458
6390;0.46250801110873746;6390;0.48872260194255879;6390;377.304016;6390;65.07767;6390;63.0878639;6390;8.801538;6390;147.685165
6400;0.46330149235511336;6400;0.48880342923552272;6400;377.4579;6400;65.01663;6400;63.10007;6400;8.862576;6400;147.62413
6410;0.46324045533616137;6410;0.48893224816987757;6410;377.6118;6410;65.06546;6410;63.06345;6410;8.98465;6410;147.636337
6420;0.4638508255256813;6420;0.48917083927807231;6420;377.765656;6420;65.1265;6420;63.0146179;6420;8.98465;6420;147.5753
6430;0.46433912167729724;6430;0.48931990942855491;6430;377.919556;6430;65.1631241;6430;62.9779968;6430;8.960235;6430;147.5631
6440;0.4651936399426253;6440;0.49007871051588708;6440;378.034973;6440;65.17533;6440;63.05124;6440;8.996857;6440;147.62413
6450;0.46549882503738527;6450;0.49085475526770006;6450;378.1504;6450;65.10208;6450;63.112278;6450;8.98465;6450;147.587509
6460;0.46568193609424124;6460;0.49096352320204117;6460;378.30426;6460;65.1265;6460;63.124485;6460;9.009064;6460;147.599716
6470;0.46592608417004922;6470;0.49037433344649572;6470;378.496643;6470;65.0898743;6470;63.124485;6470;8.98465;6470;147.526474
6480;0.46617023224585719;6480;0.49109374747757967;6480;378.612061;6480;65.0898743;6480;63.05124;6480;8.960235;6480;147.611923
6490;0.467757194738609;6490;0.491676518292066;6490;378.76593;6490;65.18754;6490;62.9413757;6490;8.923613;6490;147.331161
6500;0.467757194738609;6500;0.49191952153140012;6500;378.91983;6500;65.26078;6500;63.05124;6500;8.98465;6500;147.29454
6510;0.46824549089022494;6510;0.49141837496192914;6510;379.112183;6510;65.2974;6510;62.9779968;6510;8.996857;6510;147.23349
6520;0.467940305795465;6520;0.49359035005898311;6520;379.150665;6520;65.24857;6520;62.9169579;6520;9.021272;6520;147.282333
6530;0.46824549089022494;6530;0.49195131568860423;6530;379.38147;6530;65.17533;6530;63.136692;6530;9.118931;6530;147.428818
6540;0.46891689809869685;6540;0.49137590109654788;6540;379.573853;6540;65.1997452;6540;63.10007;6540;9.106723;6540;147.416611
6550;0.46964934232612077;6550;0.49097669874235433;6550;379.7662;6550;65.35844;6550;63.0146179;6550;9.16776;6550;147.4044
6560;0.46964934232612077;6560;0.49180368943656788;6560;379.881622;6560;65.23637;6560;63.06345;6560;9.179968;6560;147.29454
6570;0.46928312021240881;6570;0.4909477794699254;6570;380.073975;6570;65.13871;6570;63.039032;6570;9.094516;6570;147.37999
6580;0.46989349040192874;6580;0.48966406205458;6580;380.3048;6580;65.1997452;6580;63.039032;6580;9.070101;6580;147.3922
6590;0.4701986754966887;6590;0.49032031615394184;6590;380.420227;6590;65.23637;6590;63.112278;6590;9.131138;6590;147.5753
6600;0.47141941587572855;6600;0.4921547733539885;6600;380.497162;6600;65.2974;6600;63.19773;6600;9.179968;6600;147.441025
6610;0.47080904568620863;6610;0.49302100791450737;6610;380.612579;6610;65.33402;6610;63.19773;6610;9.192175;6610;147.465439
6620;0.47044282357249667;6620;0.49366455039488544;6620;380.728;6620;65.27299;6620;63.06345;6620;9.228797;6620;147.5631
6630;0.47044282357249667;6630;0.49504042476828375;6630;380.804932;6630;65.15092;6630;62.96579;6630;9.228797;6630;147.599716
6640;0.4709921567430646;6640;0.49452819341473364;6640;380.997284;6640;65.2851944;6640;63.06345;6640;9.253212;6640;147.660751
6650;0.47190771202734449;6650;0.49567264613122136;6650;381.1127;6650;65.38286;6650;63.136692;6650;9.228797;6650;147.538681
6660;0.47190771202734449;6660;0.49555709760941485;6660;381.2666;6660;65.37064;6660;63.10007;6660;9.277627;6660;147.709579
6670;0.47148045289468055;6670;0.49578059696822685;6670;381.420471;6670;65.41948;6670;63.00241;6670;9.314249;6670;147.685165
6680;0.47148045289468055;6680;0.49511329537575338;6680;381.612854;6680;65.37064;6680;63.00241;6680;9.277627;6680;147.685165
6690;0.47312845240638451;6690;0.4959897172423644;6690;381.728271;6690;65.2851944;6690;63.026825;6690;9.387493;6690;147.587509
6700;0.47331156346324049;6700;0.49620116911011564;6700;381.882141;6700;65.35844;6700;63.026825;6700;9.424116;6700;147.599716
6710;0.47398297067171241;6710;0.4971125619971552;6710;381.997559;6710;65.41948;6710;63.0146179;6710;9.460738;6710;147.62413
6720;0.47312845240638451;6720;0.49692093672803572;6720;382.151459;6720;65.35844;6720;63.06345;6720;9.570604;6720;147.807251
6730;0.47282326731162455;6730;0.49707060093637073;6730;382.305328;6730;65.33402;6730;63.124485;6730;9.521775;6730;147.77063
6740;0.47373882259590444;6740;0.49657163609905358;6740;382.497681;6740;65.3218155;6740;63.124485;6740;9.411908;6740;147.685165
6750;0.47447126682332835;6750;0.49673985135688459;6750;382.651581;6750;65.41948;6750;63.18552;6750;9.387493;6750;147.758423
6760;0.47495956297494429;6760;0.49791821502484307;6760;382.767;6760;65.46831;6760;63.112278;6760;9.375286;6760;147.5753
6770;0.47447126682332835;6770;0.49724322510655683;6770;382.959351;6770;65.43169;6770;63.0878639;6770;9.472945;6770;147.599716
6780;0.47428815576647237;6780;0.49736559019115684;6780;383.113251;6780;65.3950653;6780;63.124485;6780;9.485153;6780;147.5753
6790;0.47477645191808832;6790;0.49742305979998691;6790;383.26712;6790;65.41948;6790;63.039032;6790;9.472945;6790;147.660751
6800;0.47642445142979212;6800;0.49696409171456524;6800;383.459473;6800;65.3950653;6800;62.9779968;6800;9.509567;6800;147.538681
6810;0.47618030335398415;6810;0.49858381863196177;6810;383.536438;6810;65.34623;6810;63.06345;6810;9.521775;6810;147.477646
6820;0.47630237739188813;6820;0.49880857187083766;6820;383.6903;6820;65.37064;6820;63.10007;6820;9.582812;6820;147.441025
6830;0.47563097018341621;6830;0.498802553547002;6830;383.8442;6830;65.3950653;6830;63.124485;6830;9.49736;6830;147.5753
6840;0.47544785912656023;6840;0.49813229313442486;6840;384.03656;6840;65.38286;6840;63.2221451;6840;9.546189;6840;147.62413
6850;0.47666859950560009;6850;0.49922275752810363;6850;384.151978;6850;65.35844;6850;63.0878639;6850;9.607226;6850;147.441025
6860;0.47691274758140806;6860;0.49778940646124953;6860;384.3828;6860;65.3950653;6860;63.00241;6860;9.595019;6860;147.5631
6870;0.47691274758140806;6870;0.49864906799708608;6870;384.49823;6870;65.35844;6870;63.06345;6870;9.558397;6870;147.538681
6880;0.47642445142979212;6880;0.49786460837354157;6880;384.690582;6880;65.26078;6880;63.10007;6880;9.472945;6880;147.587509
6890;0.47691274758140806;6890;0.49588432566741453;6890;384.9599;6890;65.24857;6890;63.039032;6890;9.49736;6890;147.526474
6900;0.47764519180883197;6900;0.49745968987447314;6900;385.036835;6900;65.26078;6900;62.9169579;6900;9.521775;6900;147.5631
6910;0.47880489516891983;6910;0.499352556187254;6910;385.11377;6910;65.33402;6910;63.05124;6910;9.558397;6910;147.428818
6920;0.477340006714072;6920;0.49953399076052368;6920;385.26767;6920;65.34623;6920;63.19773;6920;9.607226;6920;147.416611
6930;0.4765465254676961;6930;0.49727170953027311;6930;385.536957;6930;65.26078;6930;62.9169579;6930;9.692678;6930;147.489853
6940;0.47703482161931204;6940;0.49826845325524272;6940;385.652374;6940;65.1997452;6940;62.7582626;6940;9.717093;6940;147.343369
6950;0.47764519180883197;6950;0.49835026671468419;6950;385.806274;6950;65.24857;6950;62.8925438;6950;9.717093;6950;147.441025
6960;0.47849971007415987;6960;0.49870128013549414;6960;385.960144;6960;65.33402;6960;63.039032;6960;9.607226;6960;147.37999
6970;0.47801141392254393;6970;0.49738902862884005;6970;386.190979;6970;65.27299;6970;63.0878639;6970;9.546189;6970;147.318954
6980;0.47727896969512;6980;0.49742085920515716;6980;386.344879;6980;65.1997452;6980;62.9291649;6980;9.656056;6980;147.331161
6990;0.47715689565721603;6990;0.5002757054487933;6990;386.344879;6990;65.1997452;6990;62.9413757;6990;9.680471;6990;147.489853
7000;0.47843867305520787;7000;0.50130828459513088;7000;386.4603;7000;65.26078;7000;62.9535828;7000;9.619434;7000;147.441025
7010;0.4781945249793999;7010;0.50283602403651351;7010;386.537231;7010;65.15092;7010;62.83151;7010;9.607226;7010;147.3922
7020;0.47837763603625588;7020;0.50220465301897821;7020;386.729584;7020;65.07767;7020;62.86813;7020;9.595019;7020;147.355576
7030;0.47770622882778396;7030;0.50390137464251894;7030;386.806519;7030;65.26078;7030;62.8559227;7030;9.631641;7030;147.477646
7040;0.47770622882778396;7040;0.50388265051496028;7040;386.960419;7040;65.38286;7040;62.86813;7040;9.668263;7040;147.721786
7050;0.47923215430158378;7050;0.503471228373678;7050;387.152771;7050;65.37064;7050;62.8803368;7050;9.619434;7050;147.587509
7060;0.47978148747215171;7060;0.50232959148665024;7060;387.3836;7060;65.38286;7060;62.9291649;7060;9.656056;7060;147.477646
7070;0.48014770958586367;7070;0.50334742574664593;7070;387.499023;7070;65.34623;7070;62.9169579;7070;9.668263;7070;147.343369
7080;0.47947630237739175;7080;0.50324229273347587;7080;387.652924;7080;65.3218155;7080;62.9169579;7080;9.631641;7080;147.50206
7090;0.47941526535843976;7090;0.50347769729345693;7090;387.8068;7090;65.34623;7090;62.8925438;7090;9.619434;7090;147.465439
7100;0.48002563554795968;7100;0.50345735235194589;7100;387.9607;7100;65.2974;7100;62.8925438;7100;9.680471;7100;147.538681
7110;0.4814294869838559;7110;0.50393170983571178;7110;388.114563;7110;65.3950653;7110;62.8925438;7110;9.631641;7110;147.4044
7120;0.480819116794336;7120;0.50408158739023246;7120;388.268463;7120;65.43169;7120;62.8925438;7120;9.680471;7120;147.441025
7130;0.480758079775384;7130;0.504025668922195;7130;388.422333;7130;65.35844;7130;63.00241;7130;9.680471;7130;147.514267
7140;0.48063600573748;7140;0.50570527091484108;7140;388.4993;7140;65.2851944;7140;63.06345;7140;9.656056;7140;147.3922
7150;0.48088015381328797;7150;0.50493482128160594;7150;388.69165;7150;65.3218155;7150;63.0878639;7150;9.7293005;7150;147.5631
7160;0.4822840052491838;7160;0.50382704334987272;7160;388.9225;7160;65.41948;7160;63.05124;7160;9.7659235;7160;147.514267
7170;0.48222296823023181;7170;0.50477499917110413;7170;389.0379;7170;65.41948;7170;63.10007;7170;9.851375;7170;147.465439
7180;0.48210089419232782;7180;0.50509525212170159;7180;389.191772;7180;65.3950653;7180;63.06345;7180;9.900205;7180;147.318954
7190;0.48130741294595192;7190;0.50408135496588957;7190;389.384125;7190;65.3950653;7190;63.026825;7190;9.887997;7190;147.62413
7200;0.48167363505966387;7200;0.50507944063846488;7200;389.499542;7200;65.43169;7200;63.0146179;7200;9.82696;7200;147.5753
