Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\SinusTests\MainFrictionRetake.csv;
Starttime of export;134227052015630000;fredag 8. mai 2026;11:13:21.563
Endtime of export;134227052853030000;fredag 8. mai 2026;11:14:45.303


Name;fXRef_mm;Name;fXReal_mm;Name;fError_mm;Name;fXDotRef;Name;fU_FF;Name;fU_PID;Name;fPs_bar;Name;fMain_Pa_bar;Name;fMain_Pb_bar;Name;fMain_Pa_Cyl_bar;Name;fMain_Pb_Cyl_bar
20470;233.633484;20470;233.0734;20470;0.56009;20470;-0.02350004931171739;20470;-0.479175329;20470;0.0112018;20470;149.467453;20470;23.9509258;20470;79.51903;20470;105.178993;20470;0
20480;233.398819;20480;232.84256;20480;0.55624795;20480;-0.023434432328064084;20480;-0.4780035;20480;0.0111249583;20480;149.650558;20480;23.8044376;20480;79.45799;20480;105.178993;20480;0
20490;233.1648;20490;232.53479;20490;0.6300067;20490;-0.023368584056025092;20490;-0.476858556;20490;0.0126001341;20490;149.613937;20490;23.6823635;20490;79.18943;20490;105.069122;20490;0
20500;232.931442;20500;232.303955;20500;0.6274816;20500;-0.023302505145496276;20500;-0.475739837;20500;0.0125496322;20500;149.60173;20500;23.5236664;20500;78.95749;20500;104.971466;20500;0
20510;232.698746;20510;232.1116;20510;0.58714664;20510;-0.023236196248649796;20510;-0.475104839;20510;0.0117429337;20510;149.333176;20510;23.3161411;20510;78.7377548;20510;104.824974;20510;0
20520;232.466721;20520;231.8423;20520;0.6244195;20520;-0.0231696580199277;20520;-0.473470867;20520;0.01248839;20520;149.613937;20520;23.145237;20520;78.50581;20520;104.727318;20520;0
20530;232.235352;20530;231.611465;20530;0.623887062;20530;-0.023102891116035442;20530;-0.472813159;20530;0.0124777416;20530;149.577316;20530;23.0842;20530;78.50581;20530;104.617447;20530;0
20540;232.004669;20540;231.419113;20540;0.585551739;20540;-0.023035896195935403;20540;-0.471642256;20540;0.0117110349;20540;149.60173;20540;22.9865417;20540;78.27387;20540;104.434341;20540;0
20550;231.774643;20550;231.226746;20550;0.5478875;20550;-0.022968673920840395;20550;-0.4704135;20550;0.01095775;20550;149.638351;20550;22.8156376;20550;78.01752;20550;104.361092;20550;0
20560;231.545288;20560;230.957443;20560;0.5878401;20560;-0.022901224954207135;20560;-0.4690462;20560;0.011756802;20560;149.760437;20560;22.7668076;20560;77.76116;20560;104.336678;20560;0
20570;231.31662;20570;230.649673;20570;0.666940033;20570;-0.022833549961729694;20570;-0.4682015;20570;0.0133388015;20570;149.699387;20570;22.6569424;20570;77.6268845;20570;104.263435;20570;0
20580;231.088623;20580;230.457321;20580;0.631302655;20580;-0.022765649611332921;20580;-0.467602551;20580;0.0126260528;20580;149.443039;20580;22.315134;20580;77.44377;20580;104.165779;20580;0
20590;230.8613;20590;230.303436;20590;0.5578736;20590;-0.022697524573165862;20590;-0.46596536;20590;0.0111574726;20590;149.736008;20590;22.14423;20590;77.1874161;20590;103.946045;20590;0
20600;230.634674;20600;230.034134;20600;0.6005422;20600;-0.022629175519595139;20600;-0.465003818;20600;0.0120108444;20600;149.772644;20600;22.0343647;20600;77.0775452;20600;103.81176;20600;0
20610;230.408722;20610;229.726349;20610;0.682367146;20610;-0.022560603125198319;20610;-0.463905215;20610;0.013647344;20610;149.845886;20610;21.9367046;20610;76.91885;20610;103.799553;20610;0
20620;230.183456;20620;229.572464;20620;0.610991955;20620;-0.022491808066757241;20620;-0.463125229;20620;0.0122198388;20620;149.674973;20620;21.8756676;20620;76.71133;20620;103.592026;20620;0
20630;229.9589;20630;229.380112;20630;0.578777552;20630;-0.022422791023251364;20630;-0.461837262;20630;0.0115755508;20630;149.760437;20630;21.7780075;20630;76.4427643;20630;103.49437;20630;0
20640;229.735;20640;229.149277;20640;0.5857262;20640;-0.022353552675851041;20640;-0.461368829;20640;0.0117145237;20640;149.626144;20640;21.6437263;20640;76.46718;20640;103.518784;20640;0
20650;229.51181;20650;229.033859;20650;0.477953017;20650;-0.022284093707910804;20650;-0.460145235;20650;0.00955906;20650;149.748215;20650;21.5582752;20650;76.27186;20650;103.40892;20650;0
20660;229.289322;20660;228.956924;20660;0.3324038;20660;-0.022214414804962626;20660;-0.459042728;20660;0.006648076;20660;149.833679;20660;21.4850311;20660;76.11316;20660;103.250221;20660;0
20670;229.06752;20670;228.726089;20670;0.341439515;20670;-0.022144516654709148;20670;-0.458265036;20670;0.00682879;20670;149.7238;20670;21.2652969;20670;75.9666748;20670;103.225807;20670;0
20680;228.846436;20680;228.495255;20680;0.351175278;20680;-0.02207439994701689;20680;-0.4571497;20680;0.0070235054;20680;149.797058;20680;21.1310158;20680;75.78356;20680;103.225807;20680;0
20690;228.626038;20690;228.187485;20690;0.43855682;20690;-0.022004065373909448;20690;-0.456187367;20690;0.008771136;20690;149.699387;20690;21.0699787;20690;75.52721;20690;103.0549;20690;0
20700;228.406357;20700;227.995117;20700;0.4112275;20700;-0.021933513629560659;20700;-0.45508045;20700;0.00822455;20700;149.845886;20700;20.92349;20700;75.41734;20700;102.932831;20700;0
20710;228.187378;20710;227.7643;20710;0.42307657;20710;-0.021862745410287758;20710;-0.454616;20710;0.008461531;20710;149.699387;20710;20.74038;20710;75.44176;20710;102.908417;20710;0
20720;227.9691;20720;227.533463;20720;0.435634375;20720;-0.021791761414544506;20720;-0.453403562;20720;0.00871268753;20720;149.821472;20720;20.6305122;20720;75.23423;20720;102.932831;20720;0
20730;227.751541;20730;227.26416;20730;0.487374872;20730;-0.021720562342914265;20730;-0.45280847;20730;0.009747498;20730;149.638351;20730;20.5572681;20730;75.13657;20730;102.859581;20730;0
20740;227.534683;20740;227.071808;20740;0.4628849;20740;-0.02164914889810314;20740;-0.451853037;20740;0.009257698;20740;149.699387;20740;20.41078;20740;75.03891;20740;102.798546;20740;0
20750;227.318558;20750;226.840973;20750;0.477581918;20750;-0.021577521784932992;20750;-0.4513799;20750;0.009551638;20750;149.626144;20750;20.1544228;20750;75.13657;20750;102.639854;20750;0
20760;227.103134;20760;226.648621;20760;0.4545245;20760;-0.021505681710334495;20760;-0.4505664;20760;0.00909049;20760;149.577316;20760;20.1178017;20760;75.0267;20760;102.615433;20760;0
20770;226.888443;20770;226.49472;20770;0.3937148;20770;-0.021433629383340213;20770;-0.4496122;20770;0.007874296;20770;149.565109;20770;20.1422157;20770;74.8558;20770;102.615433;20770;0
20780;226.674469;20780;226.225418;20780;0.449041933;20780;-0.021361365515077505;20780;-0.4484688;20780;0.008980839;20780;149.626144;20780;19.9468975;20780;74.6238556;20780;102.542191;20780;0
20790;226.461212;20790;226.033066;20790;0.428149253;20790;-0.021288890818761584;20790;-0.4476587;20790;0.008562985;20790;149.638351;20790;19.8614464;20790;74.57503;20790;102.505569;20790;0
20800;226.248688;20800;225.763763;20800;0.484925866;20800;-0.021216206009688432;20800;-0.44722718;20800;0.009698518;20800;149.443039;20800;19.7149563;20800;74.5872345;20800;102.505569;20800;0
20810;226.0369;20810;225.571411;20810;0.465486884;20810;-0.021143311805227768;20810;-0.446124136;20810;0.009309738;20810;149.528488;20810;19.5806751;20810;74.40413;20810;102.444534;20810;0
20820;225.825821;20820;225.340576;20820;0.485249639;20820;-0.021070208924815967;20820;-0.445398718;20820;0.009704993;20820;149.3698;20820;19.47081;20820;74.24543;20820;102.285835;20820;0
20830;225.6155;20830;225.263626;20830;0.351857424;20830;-0.020996898089948941;20830;-0.444218338;20830;0.007037149;20830;149.613937;20830;19.47081;20830;74.15998;20830;102.188179;20830;0
20840;225.405884;20840;225.0328;20840;0.3730864;20840;-0.020923380024175032;20840;-0.4436773;20840;0.007461728;20840;149.516281;20840;19.531847;20840;74.1966;20840;102.188179;20840;0
20850;225.197021;20850;224.7635;20850;0.433523357;20850;-0.020849655453087864;20850;-0.442635745;20850;0.008670467;20850;149.5407;20850;19.4097729;20850;73.9890747;20850;102.200386;20850;0
20860;224.988892;20860;224.6096;20860;0.379283279;20860;-0.020775725104319191;20860;-0.441910267;20860;0.00758566568;20860;149.455246;20860;19.1045876;20860;73.9036255;20860;102.175972;20860;0
20870;224.781509;20870;224.3403;20870;0.441198826;20870;-0.020701589707531706;20870;-0.440939039;20870;0.008823977;20870;149.455246;20870;18.89706;20870;73.72051;20870;102.163765;20870;0
20880;224.57486;20880;224.109482;20880;0.465385;20880;-0.020627249994411845;20880;-0.439712971;20880;0.0093077;20880;149.809265;20880;18.89706;20880;73.6961;20880;102.139351;20880;0
20890;224.368958;20890;223.917114;20890;0.451843828;20890;-0.020552706698662562;20890;-0.4388935;20890;0.009036876;20890;149.772644;20890;18.8238163;20890;73.58623;20890;102.090515;20890;0
20900;224.1638;20900;223.724762;20900;0.4390491;20900;-0.020477960555996093;20900;-0.437947869;20900;0.008780981;20900;149.845886;20900;18.7383652;20900;73.48857;20900;102.139351;20900;0
20910;223.9594;20910;223.493927;20910;0.465474576;20910;-0.020403012304126684;20910;-0.437366277;20910;0.009309492;20910;149.674973;20910;18.7383652;20910;73.427536;20910;102.02948;20910;0
20920;223.755753;20920;223.340042;20920;0.415707052;20920;-0.02032786268276332;20920;-0.436204255;20920;0.008314141;20920;149.833679;20920;18.71395;20920;73.24442;20920;101.919617;20920;0
20930;223.552841;20930;223.186157;20930;0.366692036;20930;-0.020252512433602429;20930;-0.435496777;20930;0.00733384071;20930;149.833679;20930;18.518631;20930;73.25663;20930;101.919617;20930;0
20940;223.3507;20940;222.955322;20940;0.395375043;20940;-0.020176962300320542;20940;-0.434527367;20940;0.00790750049;20940;149.992371;20940;18.48201;20940;73.22001;20940;101.882996;20940;0
20950;223.1493;20950;222.8399;20950;0.309399247;20950;-0.020101213028566978;20950;-0.433773965;20950;0.006187985;20950;149.943542;20950;18.530838;20950;73.14677;20950;101.7365;20950;0
20960;222.948669;20960;222.647552;20960;0.301125467;20960;-0.02002526536595646;20960;-0.432884276;20960;0.00602250965;20960;149.95575;20960;18.3477287;20960;73.02469;20960;101.675468;20960;0
20970;222.74881;20970;222.37825;20970;0.370555669;20970;-0.019949120062061759;20970;-0.432176262;20970;0.00741111347;20970;149.919128;20970;18.2134457;20970;73.0002747;20970;101.797539;20970;0
20980;222.5497;20980;222.185883;20980;0.3638048;20980;-0.019872777868406282;20980;-0.43128857;20980;0.007276096;20980;149.845886;20980;18.1768246;20980;72.79275;20980;101.614426;20980;0
20990;222.351349;20990;222.032;20990;0.319346577;20990;-0.019796239538456661;20990;-0.430049539;20990;0.00638693152;20990;150.07782;20990;18.0669575;20990;72.59743;20990;101.419113;20990;0
21000;222.153763;21000;221.7627;21000;0.391069978;21000;-0.0197195058276153;21000;-0.429386973;21000;0.0078214;21000;149.943542;21000;17.9937134;21000;72.51198;21000;101.541183;21000;0
21010;221.956955;21010;221.60881;21010;0.3481464;21010;-0.019642577493212954;21010;-0.42840457;21010;0.006962928;21010;150.0534;21010;17.9326763;21010;72.4021149;21010;101.614426;21010;0
21020;221.760925;21020;221.454926;21020;0.3059931;21020;-0.019565455294501228;21020;-0.42777;21020;0.006119862;21020;149.906921;21020;17.7861881;21020;72.3288651;21020;101.614426;21020;0
21030;221.565659;21030;221.301041;21030;0.264612;21030;-0.019488139992645072;21030;-0.426606655;21030;0.0052922396;21030;150.187683;21030;17.6885281;21030;72.23121;21030;101.443527;21030;0
21040;221.371155;21040;221.0702;21040;0.3009485;21040;-0.019410632350715312;21040;-0.4258869;21040;0.00601897;21040;150.2121;21040;17.639698;21040;72.25562;21040;101.406906;21040;0
21050;221.177444;21050;220.839371;21050;0.338061035;21050;-0.019332933133681077;21050;-0.424998671;21050;0.00676122075;21050;150.19989;21050;17.6030769;21050;72.0969238;21050;101.370277;21050;0
21060;220.9845;21060;220.685486;21060;0.299008;21060;-0.019255043108402269;21060;-0.424223334;21060;0.00598016055;21060;150.187683;21060;17.5176239;21060;72.03589;21060;101.174965;21060;0
21070;220.792343;21070;220.416183;21070;0.376150131;21070;-0.019176963043621997;21070;-0.423338115;21070;0.00752300257;21070;150.19989;21070;17.3711357;21070;71.90161;21070;101.211586;21070;0
21080;220.600967;21080;220.2623;21080;0.3386587;21080;-0.019098693709958963;21080;-0.4223732;21080;0.006773174;21080;150.34639;21080;17.3467216;21080;71.82836;21080;101.272621;21080;0
21090;220.41037;21090;220.031479;21090;0.378894418;21090;-0.019020235879899896;21090;-0.421790242;21090;0.00757788867;21090;150.19989;21090;17.3223057;21090;71.80395;21090;101.174965;21090;0
21100;220.220551;21100;219.800644;21100;0.419915676;21100;-0.018941590327791909;21100;-0.4207882;21100;0.008398313;21100;150.297562;21100;17.2124386;21100;71.645256;21100;101.174965;21100;0
21110;220.03154;21110;219.569809;21110;0.4617243;21110;-0.018862757829834841;21110;-0.420243323;21110;0.009234486;21110;150.028992;21110;16.96829;21110;71.5353851;21110;101.174965;21110;0
21120;219.8433;21120;219.454391;21120;0.388906926;21120;-0.01878373916407362;21120;-0.4192979;21120;0.007778139;21120;150.126648;21120;16.9560833;21120;71.42552;21120;101.126137;21120;0
21130;219.655853;21130;219.3005;21130;0.355352432;21130;-0.018704535110390576;21130;-0.418578923;21130;0.00710704876;21130;150.0534;21130;16.8584251;21130;71.35227;21130;101.089508;21130;0
21140;219.469208;21140;219.146622;21140;0.3225909;21140;-0.018625146450497738;21140;-0.417533666;21140;0.0064518177;21140;150.126648;21140;16.8462181;21140;71.12033;21140;100.881989;21140;0
21150;219.283356;21150;218.915787;21150;0.367567658;21150;-0.018545573967929111;21150;-0.4167384;21150;0.0073513533;21150;150.102234;21150;16.8950462;21150;71.0226746;21150;100.808739;21150;0
21160;219.0983;21160;218.684967;21160;0.413341075;21160;-0.018465818448033015;21160;-0.415918142;21160;0.0082668215;21160;150.114441;21160;16.785181;21160;70.9372253;21160;100.833153;21160;0
21170;218.914047;21170;218.4926;21170;0.4214412;21170;-0.0183858806779642;21170;-0.4150229;21170;0.008428824;21170;150.19989;21170;16.7607651;21170;70.85177;21170;100.808739;21170;0
21180;218.730591;21180;218.2233;21180;0.5072851;21180;-0.018305761446676189;21180;-0.414255649;21180;0.0101457024;21180;150.07782;21180;16.6753139;21180;70.68087;21180;100.650047;21180;0
21190;218.547928;21190;218.10788;21190;0.440044135;21190;-0.01822546154491345;21190;-0.413276851;21190;0.008800883;21190;150.187683;21190;16.5166168;21190;70.53438;21190;100.503555;21190;0
21200;218.366074;21200;217.915527;21200;0.450550556;21200;-0.018144981765203586;21200;-0.412672371;21200;0.009011011;21200;149.943542;21200;16.4189587;21200;70.4001;21200;100.4059;21200;0
21210;218.185028;21210;217.761642;21210;0.4233909;21210;-0.018064322901849537;21210;-0.411636472;21210;0.008467818;21210;150.126648;21210;16.4922028;21210;70.2658157;21210;100.332649;21210;0
21220;218.004791;21220;217.6847;21220;0.3200952;21220;-0.017983485750921718;21220;-0.4109941;21220;0.00640190439;21220;149.931335;21220;16.2846775;21220;70.1437454;21220;100.320442;21220;0
21230;217.825363;21230;217.49234;21230;0.333024055;21230;-0.017902471110250166;21230;-0.409952432;21230;0.006660481;21230;150.028992;21230;16.12598;21230;69.9118042;21230;100.259407;21230;0
21240;217.646744;21240;217.338455;21240;0.30829218;21240;-0.017821279779416683;21240;-0.409190118;21240;0.00616584346;21240;149.992371;21240;16.07715;21240;69.82635;21240;100.186165;21240;0
21250;217.468933;21250;217.184555;21250;0.2843731;21250;-0.017739912559746919;21250;-0.4083452;21250;0.0056874617;21250;150.004578;21250;15.9550772;21250;69.70428;21250;100.149544;21250;0
21260;217.291946;21260;216.9922;21260;0.2997403;21260;-0.017658370254302485;21260;-0.407583952;21260;0.005994806;21260;149.95575;21260;15.89404;21260;69.60661;21260;100.039673;21260;0
21270;217.115768;21270;216.7229;21270;0.392867327;21270;-0.017576653667873008;21270;-0.406636834;21270;0.007857347;21270;149.943542;21270;15.8696251;21270;69.35026;21270;99.81994;21270;0
21280;216.940414;21280;216.64595;21280;0.294453621;21280;-0.017494763606968208;21280;-0.405670434;21280;0.005889072;21280;150.07782;21280;15.759758;21280;69.21598;21280;99.7955246;21280;0
21290;216.765869;21290;216.492065;21290;0.273803174;21290;-0.017412700879809926;21290;-0.40478757;21290;0.005476063;21290;150.102234;21290;15.56444;21290;69.05728;21290;99.78332;21290;0
21300;216.592163;21300;216.376648;21300;0.215502456;21300;-0.017330466296324145;21300;-0.403828382;21300;0.004310049;21300;150.126648;21300;15.6010618;21300;68.81313;21300;99.63683;21300;0
21310;216.419266;21310;216.1843;21310;0.234968454;21310;-0.017248060668133;21310;-0.403051049;21310;0.004699369;21310;149.943542;21310;15.5766468;21310;68.55678;21310;99.55138;21310;0
21320;216.2472;21320;215.953461;21320;0.293731123;21320;-0.017165484808546776;21320;-0.402020723;21320;0.005874622;21320;150.175476;21320;15.3935366;21320;68.43471;21320;99.53917;21320;0
21330;216.075958;21330;215.799576;21330;0.276376873;21330;-0.017082739532555864;21330;-0.401443034;21330;0.00552753732;21330;150.016785;21330;15.1982174;21330;68.4225;21330;99.4781342;21330;0
21340;215.905548;21340;215.607224;21340;0.298322678;21340;-0.016999825656822728;21340;-0.400515646;21340;0.005966454;21340;150.163269;21340;15.1127663;21340;68.32484;21340;99.36826;21340;0
21350;215.735962;21350;215.414856;21350;0.321098477;21350;-0.016916743999673856;21350;-0.399774045;21350;0.00642196927;21350;150.187683;21350;15.0028992;21350;68.31263;21350;99.29502;21350;0
21360;215.567215;21360;215.184036;21360;0.383177668;21360;-0.016833495381091652;21360;-0.3989044;21360;0.007663553;21360;150.175476;21360;15.0151062;21360;68.11731;21360;99.27061;21360;0
21370;215.399292;21370;215.030136;21370;0.369146675;21370;-0.016750080622706373;21370;-0.398015767;21370;0.00738293352;21370;150.236511;21370;15.0151062;21370;67.9708252;21370;99.2339859;21370;0
21380;215.232208;21380;214.837784;21380;0.3944224;21380;-0.016666500547788007;21380;-0.3971401;21380;0.007888448;21380;150.2243;21380;14.880825;21380;67.7633;21380;99.11191;21380;0
21390;215.065964;21390;214.645432;21390;0.42053476;21390;-0.016582755981238147;21390;-0.39620468;21390;0.008410695;21390;150.383011;21390;14.7343359;21390;67.6534348;21390;99.01425;21390;0
21400;214.900558;21400;214.491531;21400;0.409013629;21400;-0.016498847749581859;21400;-0.395528436;21400;0.008180273;21400;150.260941;21400;14.6366768;21400;67.56798;21400;98.90439;21400;0
21410;214.735977;21410;214.337646;21410;0.3983324;21410;-0.016414776680959507;21410;-0.394536257;21410;0.007966648;21410;150.407425;21410;14.6122627;21410;67.37266;21410;98.81893;21410;0
21420;214.57225;21420;214.183762;21420;0.388492674;21420;-0.016330543605118597;21420;-0.3938298;21420;0.00776985334;21420;150.260941;21420;14.4413586;21420;67.22617;21420;98.81893;21420;0
21430;214.409378;21430;213.991409;21430;0.417967856;21430;-0.016246149353405581;21430;-0.392863572;21430;0.008359357;21430;150.395218;21430;14.4047365;21430;67.04306;21430;98.78231;21430;0
21440;214.24733;21440;213.760574;21440;0.486759543;21440;-0.016161594758757648;21440;-0.392078638;21440;0.00973519;21440;150.383011;21440;14.4047365;21440;66.9332;21440;98.69686;21440;0
21450;214.086136;21450;213.606689;21450;0.479454041;21450;-0.016076880655694514;21450;-0.3912747;21450;0.009589081;21450;150.3708;21450;14.3314924;21450;66.79891;21450;98.5992;21450;0
21460;213.9258;21460;213.491272;21460;0.434524745;21460;-0.015992007880310168;21460;-0.39044252;21460;0.008690495;21460;150.419632;21460;14.2582474;21460;66.68905;21460;98.47713;21460;0
21470;213.7663;21470;213.29892;21470;0.467388451;21470;-0.015906977270264636;21470;-0.38953498;21470;0.009347769;21470;150.46846;21470;14.1483812;21470;66.48152;21470;98.4038849;21470;0
21480;213.607666;21480;213.14502;21480;0.4626315;21480;-0.015821789664775713;21480;-0.388535678;21480;0.00925263;21480;150.59053;21480;14.0629292;21480;66.22517;21480;98.4283;21480;0
21490;213.449875;21490;213.029617;21490;0.420255452;21490;-0.015736445904610673;21490;-0.387597442;21490;0.008405109;21490;150.578323;21490;13.879818;21490;65.9077759;21490;98.2696;21490;0
21500;213.292923;21500;212.875732;21500;0.4172054;21500;-0.015650946832077968;21500;-0.3866258;21500;0.008344108;21500;150.761444;21500;13.7699518;21500;65.73687;21500;98.0986938;21500;0
21510;213.136856;21510;212.721832;21510;0.415011078;21510;-0.015565293291018927;21510;-0.385905;21510;0.00830022153;21510;150.651566;21510;13.7943659;21510;65.6025848;21510;97.96442;21510;0
21520;212.981628;21520;212.491013;21520;0.4906176;21520;-0.015479486126799417;21520;-0.385011226;21520;0.009812352;21520;150.761444;21520;13.6967068;21520;65.4561;21520;97.95221;21520;0
21530;212.827255;21530;212.337128;21530;0.490139425;21530;-0.015393526186301505;21530;-0.384380579;21530;0.0098027885;21530;150.517288;21530;13.5380106;21530;65.30961;21530;97.9277954;21530;0
21540;212.673752;21540;212.22171;21540;0.452049851;21540;-0.0153074143179151;21540;-0.383373052;21540;0.009040997;21540;150.663773;21540;13.4159365;21540;65.0410461;21540;97.6226044;21540;0
21550;212.521118;21550;212.14476;21550;0.3763504;21550;-0.015221151371529551;21550;-0.382590652;21550;0.007527008;21550;150.688187;21550;13.3182774;21550;64.9556;21550;97.5371552;21550;0
21560;212.369339;21560;211.913925;21560;0.4554014;21560;-0.015134738198525361;21560;-0.381843567;21560;0.009108027;21560;150.639359;21560;13.1229591;21560;64.845726;21560;97.63482;21560;0
21570;212.218414;21570;211.76004;21570;0.4583737;21570;-0.015048175651765631;21570;-0.380896717;21570;0.009167474;21570;150.8469;21570;12.952055;21570;64.71145;21570;97.59819;21570;0
21580;212.068375;21580;211.606155;21580;0.4622124;21580;-0.014961464585587756;21580;-0.380056083;21580;0.009244248;21580;150.773651;21580;13.0863371;21580;64.44289;21580;97.46391;21580;0
21590;211.919189;21590;211.490738;21590;0.4284472;21590;-0.014874605855794943;21590;-0.379115;21590;0.00856894348;21590;150.810272;21590;13.0985441;21590;64.1377;21590;97.2808;21590;0
21600;211.770874;21600;211.4138;21600;0.357079536;21600;-0.014787600319647791;21600;-0.378403664;21600;0.007141591;21600;150.688187;21600;12.7811518;21600;64.00342;21600;97.1343155;21600;0
21610;211.623444;21610;211.298386;21610;0.325054437;21610;-0.014700448835855815;21610;-0.377491385;21610;0.006501089;21610;150.810272;21610;12.6468706;21610;63.82031;21610;97.07327;21610;0
21620;211.476868;21620;211.182968;21620;0.2939016;21620;-0.01461315226456897;21620;-0.376762956;21620;0.00587803172;21620;150.59053;21620;12.6102486;21620;63.5639534;21620;96.98782;21620;0
21630;211.331177;21630;210.952133;21630;0.379037678;21630;-0.014525711467369171;21630;-0.3759273;21630;0.00758075342;21630;150.59053;21630;12.5003815;21630;63.3686333;21630;96.85354;21630;0
21640;211.186356;21640;210.836716;21640;0.349633634;21640;-0.014438127307261786;21640;-0.375271261;21640;0.00699267257;21640;150.456253;21640;12.3294783;21640;63.3075943;21640;96.85354;21640;0
21650;211.042419;21650;210.644363;21650;0.398049653;21650;-0.014350400648667111;21650;-0.374427676;21650;0.007960993;21650;150.444046;21650;12.2684412;21650;63.0878639;21650;96.8657455;21650;0
21660;210.899353;21660;210.528946;21660;0.370400131;21660;-0.014262532357411846;21660;-0.373617023;21660;0.007408003;21660;150.46846;21660;12.1829891;21660;62.9535828;21660;96.60939;21660;0
21670;210.757156;21670;210.298111;21670;0.459045261;21670;-0.014174523300720554;21670;-0.3727592;21670;0.009180905;21670;150.456253;21670;12.073122;21670;62.7094345;21670;96.41408;21670;0
21680;210.61586;21680;210.182709;21680;0.433155924;21680;-0.01408637434720709;21680;-0.371902525;21680;0.008663119;21680;150.566116;21680;11.9754629;21680;62.58736;21680;96.40187;21680;0
21690;210.475433;21690;209.990341;21690;0.485092282;21690;-0.013998086366866037;21690;-0.3711013;21690;0.009701846;21690;150.407425;21690;11.8533888;21690;62.2821732;21690;96.34083;21690;0
21700;210.335892;21700;209.797989;21700;0.5379122;21700;-0.013909660231064113;21700;-0.37039265;21700;0.0107582444;21700;150.419632;21700;11.80456;21700;62.29438;21700;96.20655;21700;0
21710;210.197235;21710;209.6441;21710;0.553145349;21710;-0.013821096812531582;21710;-0.369751781;21710;0.0110629071;21710;150.273148;21710;11.6092405;21710;62.25776;21710;96.0356445;21710;0
21720;210.059479;21720;209.4902;21720;0.56926477;21720;-0.013732396985353624;21720;-0.3687279;21720;0.0113852955;21720;150.505081;21720;11.5359964;21720;61.9891968;21720;95.98682;21720;0
21730;209.922592;21730;209.413269;21730;0.509328365;21730;-0.013643561624961723;21730;-0.3680316;21730;0.0101865679;21730;150.3586;21730;11.6092405;21730;61.8671227;21730;95.93799;21730;0
21740;209.7866;21740;209.259384;21740;0.527224541;21740;-0.01355459160812502;21740;-0.367184;21740;0.01054449;21740;150.321976;21740;11.5115814;21740;61.6107674;21740;95.8037;21740;0
21750;209.6515;21750;209.143967;21750;0.5075393;21750;-0.013465487812941658;21750;-0.3663888;21750;0.0101507856;21750;150.3586;21750;11.2918482;21750;61.5131073;21750;95.65722;21750;0
21760;209.517288;21760;208.990082;21760;0.5272175;21760;-0.013376251118830128;21760;-0.365446538;21760;0.01054435;21760;150.492874;21760;11.157567;21760;61.26896;21760;95.5595551;21760;0
21770;209.383972;21770;208.8362;21770;0.547788739;21770;-0.013286882406520565;21770;-0.36468792;21770;0.0109557752;21770;150.492874;21770;10.9988708;21770;61.1957169;21770;95.5595551;21770;0
21780;209.251556;21780;208.6823;21780;0.569254339;21780;-0.01319738255804608;21780;-0.363884956;21780;0.0113850869;21780;150.480667;21780;11.0232859;21780;61.0370178;21780;95.49852;21780;0
21790;209.120026;21790;208.528412;21790;0.591615558;21790;-0.013107752456734045;21790;-0.3629673;21790;0.0118323117;21790;150.651566;21790;11.0721149;21790;60.8661156;21790;95.42528;21790;0
21800;208.98941;21800;208.413;21800;0.576402;21800;-0.013017992987197372;21800;-0.362192541;21800;0.01152804;21800;150.578323;21800;10.8523817;21800;60.6952133;21800;95.37645;21800;0
21810;208.85968;21810;208.259109;21810;0.6005584;21810;-0.012928105035325784;21810;-0.3612556;21810;0.0120111685;21810;150.627151;21810;10.6936855;21810;60.365612;21810;95.2421646;21810;0
21820;208.730835;21820;208.066757;21820;0.6640861;21820;-0.012838089488277079;21820;-0.360556245;21820;0.0132817226;21820;150.444046;21820;10.6814785;21820;60.2191238;21820;95.02243;21820;0
21830;208.6029;21830;207.912872;21830;0.690042853;21830;-0.012747947234468357;21830;-0.359572232;21830;0.0138008567;21830;150.749222;21830;10.6570635;21830;60.0604248;21830;94.94919;21830;0
21840;208.475876;21840;207.87439;21840;0.6014864;21840;-0.012657679163567274;21840;-0.358706564;21840;0.012029727;21840;150.773651;21840;10.43733;21840;59.8284874;21840;95.02243;21840;0
21850;208.349762;21850;207.797455;21850;0.5523049;21850;-0.012567286166483244;21850;-0.3578276;21850;0.0110460995;21850;150.822479;21850;10.3518782;21850;59.5965462;21850;94.99802;21850;0
21860;208.224533;21860;207.682037;21860;0.54249984;21860;-0.012476769135358652;21860;-0.3570491;21860;0.0108499965;21860;150.822479;21860;10.3030491;21860;59.4988861;21860;94.88815;21860;0
21870;208.10022;21870;207.528152;21870;0.572072268;21870;-0.012386128963560053;21870;-0.356136739;21870;0.011441445;21870;150.981171;21870;10.0833158;21870;59.3157768;21870;94.77828;21870;0
21880;207.976822;21880;207.374268;21880;0.6025517;21880;-0.012295366545669343;21880;-0.355199128;21880;0.0120510338;21880;151.18869;21880;10.0955229;21880;59.1326637;21880;94.8027;21880;0
21890;207.854309;21890;207.220383;21890;0.6339394;21890;-0.012204482777474946;21890;-0.3543858;21890;0.012678788;21890;151.091034;21890;10.10773;21890;58.87631;21890;94.6806259;21890;0
