Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\JIBFRIC.csv;
Starttime of export;134225418299840000;onsdag 6. mai 2026;13:50:29.984
Endtime of export;134225418629540000;onsdag 6. mai 2026;13:51:02.954


Name;fJib_Pa_bar;Name;fJib_Pb_bar;Name;fJib_Pa_Cyl_bar;Name;fJib_Pb_Cyl_bar;Name;fJib_Position_mm;Name;fPs_bar;Name;fU;Name;fJib_Spool
13730;7.69066429;13730;101.406906;13730;69.56999;13730;97.14652;13730;436.83786;13730;152.1897;13730;-0.27764435512042146;13730;-0.26731162450025936
13740;7.739494;13740;101.43132;13740;69.56999;13740;97.2563858;13740;436.679718;13740;152.116455;13740;-0.27690582563265909;13740;-0.26822717978453936
13750;7.763909;13750;101.492355;13750;69.64324;13750;97.341835;13750;436.600647;13750;152.1897;13750;-0.27760663569029087;13750;-0.26810510574663537
13760;7.83715343;13760;101.675468;13760;69.7409;13760;97.5005341;13760;436.4425;13760;152.067627;13760;-0.27701403805437308;13760;-0.26932584612567523
13770;7.885983;13770;101.760918;13770;69.7531052;13770;97.6226044;13770;436.323883;13770;152.116455;13770;-0.27700803393672374;13770;-0.26932584612567523
13780;7.97143459;13780;101.90741;13780;69.82635;13780;97.72027;13780;436.2448;13780;152.079834;13780;-0.27785455785188024;13780;-0.27011932737205113
13790;8.105716;13790;102.151558;13790;69.76531;13790;97.7324753;13790;436.0076;13790;152.031;13790;-0.27577606479322264;13790;-0.26981414227729117
13800;8.020265;13800;102.2248;13800;69.78973;13800;97.87897;13800;436.0076;13800;151.908936;13800;-0.27814880579617685;13800;-0.26938688314462722
13810;8.032472;13810;102.151558;13810;69.67986;13810;97.97662;13810;435.928528;13810;151.884521;13810;-0.278864193047693;13810;-0.2703634754478591
13820;7.959227;13820;102.285835;13820;69.6310349;13820;98.06207;13820;435.809937;13820;152.079834;13820;-0.278826304977883;13820;-0.26981414227729117
13830;7.94702;13830;102.298042;13830;69.6310349;13830;98.06207;13830;435.6518;13830;151.982178;13830;-0.2781573566646604;13830;-0.26993621631519515
13840;8.117924;13840;102.298042;13840;69.61882;13840;98.12311;13840;435.533173;13840;151.945557;13840;-0.27819714025966241;13840;-0.26963103122043519
13850;8.178961;13850;102.42012;13850;69.6676559;13850;98.30622;13850;435.533173;13850;151.799072;13850;-0.28065395664682136;13850;-0.27066866054261907
13860;8.130131;13860;102.542191;13860;69.67986;13860;98.2451859;13860;435.493652;13860;151.945557;13860;-0.28216775476836775;13860;-0.27054658650471508
13870;8.105716;13870;102.5544;13870;69.70428;13870;98.2696;13870;435.375031;13870;151.896729;13870;-0.2822437158448271;13870;-0.27146214178899497
13880;8.142339;13880;102.542191;13880;69.72869;13880;98.35505;13880;435.2169;13880;151.8357;13880;-0.28156655065841546;13880;-0.27085177159947504
13890;8.117924;13890;102.578812;13890;69.82635;13890;98.39168;13890;435.0983;13890;151.872314;13890;-0.28161314879888483;13890;-0.271156956694235
13900;8.191168;13900;102.615433;13900;69.85076;13900;98.3306351;13900;434.900635;13900;151.8357;13900;-0.28021431226936944;13900;-0.27311014130069894
13910;8.252205;13910;102.810753;13910;69.93622;13910;98.35505;13910;434.861084;13910;151.8479;13910;-0.28190358555986111;13910;-0.2734153263954589
13920;8.203376;13920;102.786339;13920;69.92401;13920;98.39168;13920;434.821564;13920;151.8357;13920;-0.28346270475897944;13920;-0.27378154850917086
13930;8.178961;13930;102.786339;13930;69.80193;13930;98.4893341;13930;434.663422;13930;151.8601;13930;-0.28276566763252892;13930;-0.27317117831965093
13940;8.252205;13940;102.859581;13940;69.85076;13940;98.62361;13940;434.50528;13940;151.750244;13940;-0.28222175932849841;13940;-0.27390362254707484
13950;8.374279;13950;102.945038;13950;69.92401;13950;98.57478;13950;434.465729;13950;151.799072;13950;-0.28383402108756706;13950;-0.27378154850917086
13960;8.362072;13960;102.945038;13960;69.93622;13960;98.57478;13960;434.4262;13960;151.7014;13960;-0.28549636334993822;13960;-0.27481917783135473
13970;8.264412;13970;102.981659;13970;69.9484253;13970;98.6846542;13970;434.268066;13970;151.811279;13970;-0.28478836689659737;13970;-0.27433088167973879
13980;8.349864;13980;103.164772;13980;69.99725;13980;98.7579;13980;434.070374;13980;151.762451;13980;-0.28355615603152151;13980;-0.27481917783135473
13990;8.374279;13990;103.286842;13990;70.11932;13990;98.66024;13990;433.951782;13990;151.786865;13990;-0.2837359678682963;13990;-0.27603991821039464
14000;8.27662;14000;103.421127;14000;70.19257;14000;98.78231;14000;433.912231;14000;151.8479;14000;-0.28540674779265379;14000;-0.27628406628620261
14010;8.459731;14010;103.347878;14010;70.16816;14010;98.81893;14010;433.8727;14010;151.762451;14010;-0.28703867529662236;14010;-0.27683339945677055
14020;8.447523;14020;103.384506;14020;70.32685;14020;98.78231;14020;433.83316;14020;151.8357;14020;-0.28864026016703459;14020;-0.27628406628620261
14030;8.337657;14030;103.421127;14030;70.44893;14030;98.7701;14030;433.595947;14030;151.8357;14030;-0.286546264563169;14030;-0.27695547349467453
14040;8.50856;14040;103.518784;14040;70.4611359;14040;98.85555;14040;433.4378;14040;151.969971;14040;-0.2859058359530795;14040;-0.27695547349467453
14050;8.55739;14050;103.530991;14050;70.4611359;14050;99.0386658;14050;433.358734;14050;151.8601;14050;-0.28689268474628149;14050;-0.27817621387371438
14060;8.435316;14060;103.482162;14060;70.53438;14060;98.98984;14060;433.3192;14060;151.884521;14060;-0.28848969811204783;14060;-0.27817621387371438
14070;8.484145;14070;103.61644;14070;70.5465851;14070;99.0874939;14070;433.161072;14070;151.8479;14070;-0.2880238865161806;14070;-0.27939695425275435
14080;8.569597;14080;103.81176;14080;70.48555;14080;99.24619;14080;433.082;14080;151.8357;14080;-0.28909604502475866;14080;-0.27915280617694627
14090;8.594012;14090;104.019287;14090;70.49776;14090;99.30723;14090;433.04245;14090;151.8479;14090;-0.29091791822708085;14090;-0.27878658406323431
14100;8.679464;14100;104.031494;14100;70.37569;14100;99.5147552;14100;432.8448;14100;151.908936;14100;-0.28955190583632778;14100;-0.27988525040437029
14110;8.630634;14110;104.141365;14110;70.36347;14110;99.6002045;14110;432.805237;14110;151.884521;14110;-0.29133950085541138;14110;-0.2797631763664663
14120;8.679464;14120;104.190193;14120;70.36347;14120;99.68566;14120;432.686646;14120;151.786865;14120;-0.29164138373073062;14120;-0.28037354655598623
14130;8.78933048;14130;104.312263;14130;70.36347;14130;99.88098;14130;432.488953;14130;151.8601;14130;-0.29037007631621209;14130;-0.28043458357493822
14140;8.8137455;14140;104.324471;14140;70.4611359;14140;99.92981;14140;432.370361;14140;151.811279;14140;-0.29061689964289983;14140;-0.28159428693502608
14150;8.740501;14150;104.190193;14150;70.571;14150;99.7955246;14150;432.2913;14150;151.969971;14150;-0.29133728534810149;14150;-0.28098391674550616
14160;8.8137455;14160;104.361092;14160;70.60762;14160;99.8321457;14160;432.2913;14160;151.774658;14160;-0.29409392902582454;14160;-0.28189947202978605
14170;8.911405;14170;104.507584;14170;70.60762;14170;99.88098;14170;432.25174;14170;151.811279;14170;-0.29590090767144556;14170;-0.282448805200354
14180;8.850368;14180;104.446548;14180;70.66866;14180;99.9176;14180;432.0936;14180;151.93335;14180;-0.29522131368830368;14180;-0.28263191625720996
14190;8.93582;14190;104.348885;14190;70.77853;14190;100.027466;14190;431.895935;14190;151.884521;14190;-0.29390517060853749;14190;-0.28275399029511394
14200;8.98465;14200;104.532;14200;70.77853;14200;100.198372;14200;431.856384;14200;151.8357;14200;-0.29582952030214188;14200;-0.28318124942777789
14210;8.98465;14210;104.641869;14210;70.77853;14210;100.149544;14210;431.658722;14210;151.725815;14210;-0.294747513948892;14210;-0.28495132297738579
14220;8.996857;14220;104.6907;14220;70.87619;14220;100.12513;14220;431.579651;14220;151.872314;14220;-0.29566077076076092;14220;-0.28440198980681786
14230;8.911405;14230;104.739525;14230;70.77853;14230;100.210579;14230;431.46106;14230;151.786865;14230;-0.29602251995599538;14230;-0.28464613788262583
14240;9.045686;14240;104.776146;14240;70.80294;14240;100.161751;14240;431.342438;14240;151.725815;14240;-0.29636000976496762;14240;-0.28427991576891387
14250;9.16776;14250;104.727318;14250;70.8884;14250;100.296028;14250;431.302917;14250;151.713608;14250;-0.29809168037545192;14250;-0.28537858211004974
14260;9.131138;14260;104.837181;14260;70.85177;14260;100.381485;14260;431.223846;14260;151.884521;14260;-0.29905656726680863;14260;-0.28543961912900173
14270;9.118931;14270;104.99588;14270;70.98605;14270;100.381485;14270;431.105225;14270;151.811279;14270;-0.29952665282616409;14270;-0.28617206335642564
14280;9.082309;14280;104.934845;14280;71.10812;14280;100.503555;14280;430.986633;14280;151.799072;14280;-0.29976143798359561;14280;-0.28611102633747365
14290;9.082309;14290;105.0325;14290;71.0592957;14290;100.63784;14290;430.868;14290;151.8601;14290;-0.30007538991307409;14290;-0.28592791528061767
14300;9.204383;14300;105.081329;14300;71.03488;14300;100.515762;14300;430.670349;14300;151.7014;14300;-0.29904223275315961;14300;-0.28690450758384956
14310;9.192175;14310;105.178993;14310;71.18137;14310;100.552383;14310;430.5122;14310;151.7014;14310;-0.29867086528451975;14310;-0.28702658162175354
14320;9.131138;14320;105.166786;14320;71.31565;14320;100.686668;14320;430.3936;14320;151.567123;14320;-0.29907866451227666;14320;-0.28800317392498548
14330;9.253212;14330;105.203407;14330;71.40111;14330;100.796532;14330;430.275;14330;151.615952;14330;-0.29937245083056685;14330;-0.28720969267860957
14340;9.253212;14340;105.337685;14340;71.4133148;14340;100.943024;14340;430.156372;14340;151.6892;14340;-0.29973725421706154;14340;-0.28800317392498548
14350;9.228797;14350;105.423141;14350;71.40111;14350;100.991852;14350;430.0773;14350;151.8601;14350;-0.30072652117449905;14350;-0.28824732200079345
14360;9.375286;14360;105.496384;14360;71.4133148;14360;101.065094;14360;429.919159;14360;151.8479;14360;-0.30037289773135767;14360;-0.28904080324716935
14370;9.472945;14370;105.508591;14370;71.4133148;14370;101.04068;14370;429.800568;14370;151.872314;14370;-0.30068728975811948;14370;-0.28830835901974544
14380;9.485153;14380;105.6917;14380;71.40111;14380;101.187172;14380;429.7215;14380;151.8601;14380;-0.30194825324714869;14380;-0.28904080324716935
14390;9.472945;14390;105.813774;14390;71.32786;14390;101.260414;14390;429.602875;14390;151.725815;14390;-0.30252275832681186;14390;-0.29093295083468113
14400;9.595019;14400;105.825981;14400;71.26682;14400;101.272621;14400;429.5238;14400;151.799072;14400;-0.30355902093938875;14400;-0.29038361766411319
14410;9.717093;14410;105.899231;14410;71.20579;14410;101.309242;14410;429.4052;14410;151.762451;14410;-0.30400940868434195;14410;-0.29056672872096917
14420;9.643849;14420;106.10675;14420;71.19358;14420;101.3947;14420;429.2866;14420;151.8479;14420;-0.30447761622890823;14420;-0.29099398785363312
14430;9.74150848;14430;106.082336;14430;71.19358;14430;101.541183;14430;429.168;14430;151.8357;14430;-0.30482378426424833;14430;-0.29276406140324107
14440;10.0222788;14440;106.033508;14440;71.20579;14440;101.5656;14440;429.009857;14440;151.811279;14440;-0.30441195831923751;14440;-0.29270302438428908
14450;9.997864;14450;106.131172;14450;71.24241;14450;101.553391;14450;428.891235;14450;151.628159;14450;-0.30505058244695016;14450;-0.29404583880123292
14460;9.851375;14460;106.204414;14460;71.20579;14460;101.492355;14460;428.772644;14460;151.725815;14460;-0.30540022969095404;14460;-0.2942289498580889
14470;9.985657;14470;106.241035;14470;71.2302;14470;101.577805;14470;428.654022;14470;151.7014;14470;-0.30583815151383026;14470;-0.29483932004760882
14480;10.0711079;14480;106.131172;14480;71.43773;14480;101.590012;14480;428.49588;14480;151.615952;14480;-0.30544623772143059;14480;-0.29575487533188882
14490;9.997864;14490;106.228828;14490;71.5598;14490;101.590012;14490;428.41684;14490;151.615952;14490;-0.3066818566210216;14490;-0.29612109744560078
14500;10.1199379;14500;106.26545;14500;71.6208344;14500;101.663261;14500;428.298218;14500;151.5305;14500;-0.30719654441587163;14500;-0.29728080080568864
14510;10.168767;14510;106.363106;14510;71.70629;14510;101.797539;14510;428.219147;14510;151.554916;14510;-0.30841952844519849;14510;-0.29691457869197668
14520;9.936827;14520;106.338692;14520;71.75512;14520;101.797539;14520;428.061;14520;151.591537;14520;-0.3080101446284213;14520;-0.29776909695730458
14530;9.973449;14530;106.37532;14530;71.82836;14530;101.90741;14530;427.981934;14530;151.603745;14530;-0.30919374713537751;14530;-0.29825739310892052
14540;10.15656;14540;106.521805;14540;71.76733;14540;102.017273;14540;427.8238;14540;151.384018;14540;-0.3092295473828478;14540;-0.29953917050691248
14550;10.229804;14550;106.472977;14550;71.82836;14550;101.944031;14550;427.665649;14550;151.469467;14550;-0.3087584303111397;14550;-0.29886776329844056
14560;10.20539;14560;106.558426;14560;71.8772;14560;101.956238;14560;427.626129;14560;151.33519;14560;-0.31091121216558687;14560;-0.3002105777153844
14570;10.3762932;14570;106.692711;14570;71.8161545;14570;102.163765;14570;427.428436;14570;151.408432;14570;-0.30990078926446418;14570;-0.30143131809442425
14580;10.43733;14580;106.814781;14580;71.90161;14580;102.298042;14580;427.230774;14580;151.554916;14580;-0.30880559696214493;14580;-0.30118717001861628
14590;10.266427;14590;106.753746;14590;71.8772;14590;102.163765;14590;427.1517;14590;151.445053;14590;-0.31004556283168427;14590;-0.30161442915128023
14600;10.20539;14600;106.936859;14600;72.0480957;14600;102.334663;14600;427.033081;14600;151.432846;14600;-0.3106954925993155;14600;-0.30240791039765613
14610;10.4251232;14610;107.132179;14610;72.18238;14610;102.566605;14610;426.835419;14610;151.481674;14610;-0.30979799543005554;14610;-0.30356761375774416
14620;10.5716114;14620;107.144386;14620;72.0969238;14620;102.615433;14620;426.7168;14620;151.567123;14620;-0.31017088096751055;14620;-0.30240791039765613
14630;10.3518782;14630;107.144386;14630;72.13355;14630;102.566605;14630;426.558655;14630;151.481674;14630;-0.30996880079730738;14630;-0.30338450270088818
14640;10.4129152;14640;107.376328;14640;72.2434158;14640;102.603226;14640;426.519135;14640;151.554916;14640;-0.31210603149975552;14640;-0.30387279885250412
14650;10.6814785;14650;107.437363;14650;72.2434158;14650;102.761925;14650;426.321442;14650;151.445053;14650;-0.31125892819527667;14650;-0.304727317117832
14660;10.6082335;14660;107.25425;14660;72.23121;14660;102.7253;14660;426.20285;14660;151.603745;14660;-0.31135130882941742;14660;-0.30411694692831209
14670;10.5227823;14670;107.315285;14670;72.17017;14670;102.761925;14670;426.123779;14670;151.603745;14670;-0.31264378431163453;14670;-0.304727317117832
14680;10.6936855;14680;107.437363;14680;72.15797;14680;102.847374;14680;425.965637;14680;151.493881;14680;-0.31262973990527271;14680;-0.30539872432630394
14690;10.7425156;14690;107.620468;14690;72.3288651;14690;102.993866;14690;425.9261;14690;151.554916;14690;-0.31475330725319661;14690;-0.30460524307992803
14700;10.7791376;14700;107.6571;14700;72.28004;14700;103.103729;14700;425.728424;14700;151.481674;14700;-0.31386415984823796;14700;-0.30545976134525593
14710;10.7669306;14710;107.852409;14710;72.18238;14710;103.164772;14710;425.649353;14710;151.506088;14710;-0.31530446420366864;14710;-0.30564287240211191
14720;10.8401747;14720;107.864616;14720;72.18238;14720;103.262428;14720;425.570282;14720;151.567123;14720;-0.31649679203474235;14720;-0.3065584276863918
14730;11.0232859;14730;107.901245;14730;72.18238;14730;103.238014;14730;425.333069;14730;151.750244;14730;-0.31457559224035569;14730;-0.30613116855372785
14740;10.9134188;14740;107.901245;14740;72.19459;14740;103.299049;14740;425.214447;14740;151.713608;14740;-0.3151229337746192;14740;-0.30747398297067174
14750;10.8890038;14750;107.901245;14750;72.219;14750;103.506577;14750;425.056335;14750;151.774658;14750;-0.31481017688456164;14750;-0.3078402050843837
14760;11.0110779;14760;108.047729;14760;72.2434158;14760;103.5432;14760;424.977264;14760;151.762451;14760;-0.31625934240935044;14760;-0.30845057527390363
14770;11.0232859;14770;108.096558;14770;72.34107;14770;103.518784;14770;424.779572;14770;151.786865;14770;-0.315303246465621;14770;-0.30832850123599964
14780;11.0232859;14780;108.120972;14780;72.47536;14780;103.567612;14780;424.66098;14780;151.66478;14780;-0.31599817485292503;14780;-0.30845057527390363
14790;10.9988708;14790;108.072144;14790;72.49977;14790;103.445541;14790;424.502838;14790;151.591537;14790;-0.31580221242524942;14790;-0.30924405652027953
14800;10.9378338;14800;108.133186;14800;72.5241852;14800;103.518784;14800;424.384216;14800;151.6892;14800;-0.31628853780547134;14800;-0.30832850123599964
14810;10.9134188;14810;108.096558;14810;72.56081;14810;103.518784;14810;424.226074;14810;151.615952;14810;-0.31611509519824893;14810;-0.30918301950132754
14820;11.0843229;14820;108.267464;14820;72.59743;14820;103.506577;14820;424.107483;14820;151.628159;14820;-0.31684466216406271;14820;-0.30967131565294348
14830;11.1941891;14830;108.43837;14830;72.6828842;14830;103.665276;14830;423.9098;14830;151.591537;14830;-0.31613823415111653;14830;-0.31046479689931938
14840;11.133152;14840;108.377335;14840;72.74392;14840;103.68969;14840;423.830719;14840;151.7014;14840;-0.31722640450021067;14840;-0.30942716757713551
14850;11.2063971;14850;108.291878;14850;72.7073;14850;103.653069;14850;423.751648;14850;151.57933;14850;-0.31857238092648271;14850;-0.31076998199407946
14860;11.2552261;14860;108.377335;14860;72.75613;14860;103.61644;14860;423.514435;14860;151.725815;14860;-0.31679739991373185;14860;-0.31144138920255138
14870;11.2552261;14870;108.413956;14870;72.76833;14870;103.726311;14870;423.3563;14870;151.774658;14870;-0.31658827771981163;14870;-0.31076998199407946
14880;11.1941891;14880;108.316292;14880;72.69509;14880;103.799553;14880;423.15863;14880;151.7014;14880;-0.31561644459239296;14880;-0.31107516708883942
14890;11.14536;14890;108.474991;14890;72.76833;14890;104.00708;14890;423.0005;14890;151.652573;14890;-0.31568786418339917;14890;-0.31162450025940736
14900;11.3040562;14900;108.4872;14900;72.8415756;14900;104.080322;14900;422.881866;14900;151.628159;14900;-0.31630244629768028;14900;-0.31217383342997529
14910;11.4505444;14910;108.536026;14910;72.76833;14910;104.0437;14910;422.763275;14910;151.774658;14910;-0.31675183160404352;14910;-0.31101413006988743
14920;11.3162632;14920;108.682518;14920;72.82937;14920;104.055908;14920;422.6842;14920;151.7014;14920;-0.31835650800495136;14920;-0.31162450025940736
14930;11.2063971;14930;108.621475;14930;72.86599;14930;104.055908;14930;422.565582;14930;151.7014;14930;-0.31885845395516804;14930;-0.31156346324045536
14940;11.3040562;14940;108.670311;14940;72.8782043;14940;104.2024;14940;422.36792;14940;151.628159;14940;-0.31809529060138769;14940;-0.3129062776573992
14950;11.42613;14950;108.670311;14950;72.8782043;14950;104.165779;14950;422.2493;14950;151.66478;14950;-0.31863498662271267;14950;-0.31302835169530319
14960;11.3773;14960;108.804588;14960;72.8049545;14960;104.165779;14960;422.1307;14960;151.554916;14960;-0.319541597144972;14960;-0.31339457380901514
14970;11.4383373;14970;108.865623;14970;72.82937;14970;104.336678;14970;421.972565;14970;151.57933;14970;-0.3194327126251002;14970;-0.31351664784691913
14980;11.5359964;14980;108.780174;14980;72.89041;14980;104.239021;14980;421.853943;14980;151.57933;14980;-0.31991843700377887;14980;-0.31296731467635119
14990;11.5115814;14990;108.816795;14990;72.8415756;14990;104.251228;14990;421.695831;14990;151.603745;14990;-0.31978403025308144;14990;-0.31308938871425518
15000;11.5115814;15000;108.963287;15000;72.7073;15000;104.422134;15000;421.458618;15000;151.591537;15000;-0.31834440396685809;15000;-0.31333353679006315
15010;11.6092405;15010;108.914459;15010;72.75613;15010;104.348885;15010;421.34;15010;151.469467;15010;-0.3190499356238683;15010;-0.3146763512070071
15020;11.6580706;15020;108.9877;15020;72.8782043;15020;104.3733;15020;421.142334;15020;151.603745;15020;-0.318077253017869;15020;-0.31412701803643905
15030;11.6946926;15030;109.170815;15030;72.78054;15030;104.39772;15030;420.944641;15030;151.469467;15030;-0.31761757784171651;15030;-0.31510361033967105
15040;11.7191076;15040;109.097565;15040;72.79275;15040;104.446548;15040;420.86557;15040;151.506088;15040;-0.31883786439959116;15040;-0.31431012909329503
15050;11.6824856;15050;109.109772;15050;72.85378;15050;104.458755;15050;420.7865;15050;151.603745;15050;-0.32009419934285938;15050;-0.31394390697958308
15060;11.7069006;15060;108.975494;15060;72.93924;15060;104.324471;15060;420.628357;15060;151.713608;15060;-0.31963696584551643;15060;-0.31388286996063108
15070;11.6824856;15070;108.9877;15070;72.8782043;15070;104.39772;15070;420.588837;15070;151.567123;15070;-0.32197997396408473;15070;-0.31418805505539105
15080;11.6946926;15080;109.097565;15080;72.86599;15080;104.3733;15080;420.391144;15080;151.567123;15080;-0.32125719269215058;15080;-0.31516464735862304
15090;11.8289747;15090;109.121979;15090;73.0368958;15090;104.446548;15090;420.272552;15090;151.554916;15090;-0.32194044778257269;15090;-0.31479842524491108
15100;11.8167667;15100;109.109772;15100;73.0491;15100;104.458755;15100;420.07486;15100;151.396225;15100;-0.3212767696582674;15100;-0.315652943510239
15110;11.7679377;15110;108.999908;15110;73.0368958;15110;104.422134;15110;419.9958;15110;151.506088;15110;-0.3223630603653343;15110;-0.315591906491287
15120;11.7679377;15120;109.048737;15120;73.11014;15120;104.532;15120;419.798126;15120;151.469467;15120;-0.32162045483337143;15120;-0.3163243507187109
15130;11.8167667;15130;109.170815;15130;73.13456;15130;104.580826;15130;419.719055;15130;151.628159;15130;-0.32296530654942307;15130;-0.31608020264290293
15140;11.8289747;15140;109.170815;15140;73.06131;15140;104.593033;15140;419.6795;15140;151.5183;15140;-0.32526823288148848;15140;-0.31675160985137485
15150;11.8900108;15150;109.207436;15150;73.0857239;15150;104.6907;15150;419.5609;15150;151.57933;15150;-0.32588436477106242;15150;-0.31626331369975891
15160;11.9144258;15160;109.268471;15160;72.96365;15160;104.629662;15160;419.402771;15160;151.5305;15160;-0.32594100371966322;15160;-0.31608020264290293
15170;11.7923517;15170;109.170815;15170;72.93924;15170;104.556412;15170;419.284149;15170;151.396225;15170;-0.32664900869919239;15170;-0.3163243507187109
15180;11.8900108;15180;109.292885;15180;73.0857239;15180;104.788353;15180;419.205078;15180;151.469467;15180;-0.32812859590683457;15180;-0.31699575792718282
15190;11.9754629;15190;109.439377;15190;73.13456;15190;104.812767;15190;419.0865;15190;151.5183;15190;-0.32893020805600681;15190;-0.31852168340098269
15200;11.8655968;15200;109.402756;15200;73.14677;15200;104.861595;15200;418.8888;15200;151.554916;15200;-0.32798715173516352;15200;-0.31803338724936669
15210;11.8289747;15210;109.414963;15210;73.09793;15210;104.886017;15210;418.730652;15210;151.310776;15210;-0.32827397520793494;15210;-0.31882686849574265
15220;11.80456;15220;109.585861;15220;73.14677;15220;104.849388;15220;418.5725;15220;151.420639;15220;-0.32828238692198652;15220;-0.31907101657155063
15230;11.8655968;15230;109.768974;15230;73.2078;15230;104.898224;15230;418.4144;15230;151.469467;15230;-0.32840204352791175;15230;-0.32041383098849446
15240;11.9998779;15240;109.781181;15240;73.1955948;15240;104.99588;15240;418.295776;15240;151.506088;15240;-0.32904183406692061;15240;-0.32041383098849446
15250;12.073122;15250;109.707939;15250;73.122345;15250;105.044708;15250;418.2167;15250;151.3474;15250;-0.33059829647711336;15250;-0.32132938627277435
15260;12.0365;15260;109.793388;15260;73.0857239;15260;105.142372;15260;418.0981;15260;151.33519;15260;-0.33142542314601586;15260;-0.32157353434858232
15270;11.9998779;15270;110.037537;15270;73.0491;15270;105.325478;15270;417.939972;15270;151.469467;15270;-0.33152358022467515;15270;-0.32126834925382236
15280;12.109745;15280;110.049744;15280;72.96365;15280;105.301064;15280;417.82135;15280;151.567123;15280;-0.33208062635859886;15280;-0.32218390453810225
15290;12.1707811;15290;110.098572;15290;73.06131;15290;105.3621;15290;417.6632;15290;151.481674;15290;-0.33222160019812486;15290;-0.32261116367076637
15300;12.2318182;15300;110.159615;15300;73.22001;15300;105.398727;15300;417.505066;15300;151.408432;15300;-0.33236712358005127;15300;-0.32389294106875821
15310;12.109745;15310;110.061951;15310;73.30546;15310;105.47197;15310;417.3074;15310;151.481674;15310;-0.33129623971335204;15310;-0.32364879299295024
15320;12.1219521;15320;110.159615;15320;73.36649;15320;105.66729;15320;417.188782;15320;151.286362;15320;-0.33244334090649941;15320;-0.32499160740989408
15330;12.3294783;15330;110.440384;15330;73.3909149;15330;105.655083;15330;417.03064;15330;151.322983;15330;-0.33277303470215108;15330;-0.32523575548570205
15340;12.31727;15340;110.513626;15340;73.427536;15340;105.618454;15340;416.832977;15340;151.298569;15340;-0.33212669132892081;15340;-0.32621234778893404
15350;12.31727;15350;110.428177;15350;73.45195;15350;105.655083;15350;416.674835;15350;151.445053;15350;-0.33171234787878651;15350;-0.32529679250465404
15360;12.3905144;15360;110.452591;15360;73.43974;15360;105.66729;15360;416.477142;15360;151.274155;15360;-0.33122433139922114;15360;-0.325663014618366
15370;12.3905144;15370;110.477005;15370;73.5374;15370;105.703911;15370;416.319;15370;151.115448;15370;-0.3314742264704808;15370;-0.32749412518692589
15380;12.4393444;15380;110.599075;15380;73.6716843;15380;105.801567;15380;416.2004;15380;151.286362;15380;-0.33210572726057358;15380;-0.32670064394055
15390;12.4881744;15390;110.53804;15390;73.61064;15390;105.813774;15390;416.0818;15390;151.2131;15390;-0.33283735281591353;15390;-0.326578569902646
15400;12.5125885;15400;110.550247;15400;73.54961;15400;105.899231;15400;416.002716;15400;151.286362;15400;-0.33420377360500575;15400;-0.326578569902646
15410;12.5247965;15410;110.599075;15410;73.62285;15410;105.923645;15410;415.805054;15410;151.322983;15410;-0.33343663303434207;15410;-0.32773827326273386
15420;12.5736256;15420;110.599075;15420;73.78155;15420;105.899231;15420;415.607361;15420;151.310776;15420;-0.33267139519098909;15420;-0.32706686605426194
15430;12.5980406;15430;110.745567;15430;73.80596;15430;106.0213;15430;415.48877;15430;151.225311;15430;-0.33376966814385528;15430;-0.32847071749015777
15440;12.6346626;15440;110.940887;15440;73.7937546;15440;106.10675;15440;415.291077;15440;151.371811;15440;-0.33306954120531035;15440;-0.32840968047120578
15450;12.7567368;15450;110.904266;15450;73.73272;15450;106.167793;15450;415.1725;15450;151.274155;15450;-0.333894250451929;15450;-0.32779931028168585
15460;12.8055668;15460;110.745567;15460;73.7083054;15460;106.082336;15460;415.014343;15460;151.310776;15460;-0.33354512988369162;15460;-0.32810449537644581
15470;12.7567368;15470;110.904266;15470;73.72051;15470;106.192207;15470;414.974823;15470;151.396225;15470;-0.3358949735927963;15470;-0.32847071749015777
15480;12.8055668;15480;110.9653;15480;73.72051;15480;106.277657;15480;414.7376;15480;151.420639;15480;-0.33443052884102076;15480;-0.32926419873653368
15490;12.9032259;15490;111.062958;15490;73.81817;15490;106.253242;15490;414.619;15490;151.603745;15490;-0.33501832561382172;15490;-0.32853175450910976
15500;12.9032259;15500;111.026337;15500;73.81817;15500;106.302071;15500;414.460846;15500;151.554916;15500;-0.33501860783652682;15500;-0.32938627277443766
15510;12.8910189;15510;111.087372;15510;73.81817;15510;106.5096;15510;414.381775;15510;151.591537;15510;-0.33654319169356134;15510;-0.32938627277443766
15520;12.8910189;15520;111.197243;15520;73.75713;15520;106.570633;15520;414.263184;15520;151.554916;15520;-0.33752329037268064;15520;-0.3298745689260536
15530;12.8666039;15530;111.197243;15530;73.65948;15530;106.424149;15530;414.0655;15530;151.554916;15530;-0.33675708110326136;15530;-0.32840968047120578
15540;12.9276409;15540;111.282692;15540;73.65948;15540;106.497391;15540;413.9469;15540;151.420639;15540;-0.33786825006561388;15540;-0.32932523575548567
15550;12.952055;15550;111.246071;15550;73.72051;15550;106.546219;15550;413.788757;15550;151.493881;15550;-0.33766897253548056;15550;-0.33115634632404556
15560;12.952055;15560;111.282692;15560;73.80596;15560;106.595047;15560;413.670135;15560;151.481674;15560;-0.33849297300289094;15560;-0.33127842036194954
