Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\SinusTests\JibFricRetake.csv;
Starttime of export;134227056435130000;fredag 8. mai 2026;11:20:43.513
Endtime of export;134227057266530000;fredag 8. mai 2026;11:22:06.653


Name;fXRef_mm;Name;fXReal_mm;Name;fError_mm;Name;fXDotRef;Name;fU_FF;Name;fU_PID;Name;fPs_bar;Name;fJib_Pa_bar;Name;fJib_Pb_bar;Name;fJib_Pa_Cyl_bar;Name;fJib_Pb_Cyl_bar
9340;351.7131;9340;351.3795;9340;0.3336114;9340;0.026889088435295718;9340;0.6715028;9340;0.006672228;9340;146.598709;9340;84.21888;9340;9.338664;9340;77.80999;9340;101.187172
9350;351.98172;9350;351.611877;9350;0.369866967;9350;0.026837917044386424;9350;0.6708852;9350;0.007397339;9350;146.501053;9350;84.1578445;9350;9.424116;9350;77.7855759;9350;101.052887
9360;352.249847;9360;351.844238;9360;0.405612469;9360;0.026786480774071406;9360;0.6699256;9360;0.00811225;9360;146.610916;9360;84.1944656;9360;9.350871;9360;77.85882;9360;100.9064
9370;352.517456;9370;352.115356;9370;0.4021167;9370;0.026734780132005906;9370;0.6688874;9370;0.008042334;9370;146.549881;9370;84.03577;9370;9.045686;9370;77.80999;9370;100.796532
9380;352.784546;9380;352.347717;9380;0.436834723;9380;0.02668281562845436;9380;0.667920053;9380;0.008736694;9380;146.659744;9380;84.07239;9380;9.082309;9380;77.77337;9380;100.7355
9390;353.051117;9390;352.6188;9390;0.432307243;9390;0.026630587776285453;9390;0.667171955;9390;0.008646145;9390;146.659744;9390;84.07239;9390;9.277627;9390;77.7855759;9390;100.759911
9400;353.317169;9400;352.8899;9400;0.42726028;9400;0.026578097090967;9400;0.665492;9400;0.008545206;9400;146.7452;9400;83.85265;9400;9.155553;9400;77.77337;9400;100.63784
9410;353.582672;9410;353.16098;9410;0.4216912;9410;0.026525344090560881;9410;0.6648091;9410;0.008433824;9410;146.610916;9410;83.74279;9410;9.131138;9410;77.5536346;9410;100.491348
9420;353.847656;9420;353.432068;9420;0.415597379;9420;0.026472329295717887;9420;0.663973749;9420;0.008311948;9420;146.488846;9420;83.5963;9420;9.131138;9420;77.4315643;9420;100.430313
9430;354.112122;9430;353.703156;9430;0.4089762;9430;0.026419053229672657;9430;0.6633183;9430;0.008179524;9430;146.476639;9430;83.62071;9430;8.960235;9430;77.51701;9430;100.466934
9440;354.376038;9440;353.896759;9440;0.479274422;9440;0.026365516418238446;9440;0.6623997;9440;0.009585489;9440;146.501053;9440;83.5963;9440;8.996857;9440;77.41936;9440;100.466934
9450;354.639435;9450;354.206573;9450;0.432865381;9450;0.026311719389801976;9450;0.6609623;9450;0.008657307;9450;146.647537;9450;83.523056;9450;8.98465;9450;77.38274;9450;100.344856
9460;354.902283;9460;354.477631;9460;0.424645931;9460;0.026257662675318198;9460;0.660622835;9460;0.008492919;9460;146.488846;9460;83.51085;9460;8.850368;9460;77.41936;9460;100.259407
9470;355.164581;9470;354.7874;9470;0.3771658;9470;0.026203346808305047;9470;0.6596908;9470;0.007543316;9470;146.51326;9470;83.4864349;9470;9.082309;9470;77.3583145;9470;100.2472
9480;355.426361;9480;355.058472;9480;0.3678688;9480;0.026148772324838206;9480;0.658644438;9480;0.007357376;9480;146.51326;9480;83.4009857;9480;9.094516;9480;77.3583145;9480;100.222786
9490;355.687561;9490;355.329529;9490;0.3580289;9490;0.026093939763545796;9490;0.657630563;9490;0.00716057746;9490;146.671951;9490;83.4864349;9490;8.78933048;9490;77.30949;9490;100.149544
9500;355.9482;9500;355.561859;9500;0.386364549;9500;0.026038849665603058;9500;0.6566489;9500;0.007727291;9500;146.696365;9500;83.4498138;9500;8.752708;9500;77.3583145;9500;100.137337
9510;356.208344;9510;355.832916;9510;0.375430435;9510;0.025983502574727028;9510;0.65577203;9510;0.00750860851;9510;146.63533;9510;83.36436;9510;8.850368;9510;77.39494;9510;100.12513
9520;356.4679;9520;356.103943;9520;0.363945663;9520;0.025927899037171125;9520;0.6549996;9520;0.007278913;9520;146.5743;9520;83.31553;9520;8.642842;9520;77.24845;9520;100.161751
9530;356.7269;9530;356.297546;9530;0.429346651;9530;0.025872039601719826;9530;0.653459668;9530;0.008586933;9530;146.659744;9530;83.15684;9530;8.716086;9530;77.150795;9530;100.112915
9540;356.985321;9540;356.646027;9540;0.3393139;9540;0.025815924819683207;9540;0.652496755;9540;0.006786278;9540;146.684158;9540;83.13242;9540;8.667256;9540;77.17521;9540;99.9176
9550;357.243225;9550;356.878326;9550;0.3648801;9550;0.02575955524489151;9550;0.6519994;9550;0.007297602;9550;146.5743;9550;83.13242;9550;8.667256;9550;77.12638;9550;99.88098
9560;357.500519;9560;357.149353;9560;0.351166576;9560;0.02570293143368969;9560;0.650737464;9560;0.00702333124;9560;146.63533;9560;83.04697;9560;8.960235;9560;77.06534;9560;99.92981
9570;357.757263;9570;357.42038;9570;0.336889625;9570;0.025646053944931885;9570;0.6498324;9570;0.0067377924;9570;146.5865;9570;82.9737244;9570;8.703879;9570;77.01651;9570;99.86877
9580;358.013458;9580;357.7301;9580;0.283330232;9580;0.025588923339975946;9580;0.6487067;9580;0.00566660427;9580;146.732986;9580;83.02255;9580;8.484145;9580;77.0043;9580;99.92981
9590;358.269043;9590;357.9624;9590;0.30663538;9590;0.025531540182677892;9590;0.647936;9590;0.006132708;9590;146.732986;9590;83.04697;9590;8.581805;9590;76.9920959;9590;99.85656
9600;358.524078;9600;358.233429;9600;0.29065305;9600;0.025473905039386308;9600;0.646228135;9600;0.005813061;9600;146.818451;9600;82.83944;9600;8.716086;9600;76.8456039;9600;99.7467
9610;358.778534;9610;358.4657;9610;0.31281203;9610;0.025416018478936802;9610;0.6452333;9610;0.00625624042;9610;146.818451;9610;82.79061;9610;8.667256;9610;76.74795;9610;99.7589
9620;359.0324;9620;358.659271;9620;0.373108357;9620;0.025357881072646332;9620;0.6446261;9620;0.00746216672;9620;146.769623;9620;82.82723;9620;8.496353;9620;76.74795;9620;99.7955246
9630;359.285675;9630;358.969;9630;0.316682339;9630;0.025299493394307641;9630;0.6431938;9630;0.006333647;9630;146.867279;9630;82.7295761;9630;8.642842;9630;76.73574;9630;99.72228
9640;359.5384;9640;359.2013;9640;0.337103;9640;0.025240856020183534;9640;0.642007351;9640;0.00674206;9640;146.867279;9640;82.6197052;9640;8.740501;9640;76.6625;9640;99.53917
9650;359.7905;9650;359.47226;9650;0.3182263;9650;0.025181969529001227;9650;0.640958548;9650;0.006364526;9650;146.964935;9650;82.6563339;9650;8.410901;9650;76.72353;9650;99.53917
9660;360.042023;9660;359.781982;9660;0.260051519;9660;0.025122834501946613;9660;0.640436053;9660;0.00520103;9660;146.8917;9660;82.70516;9660;8.374279;9660;76.74795;9660;99.5147552
9670;360.292969;9670;360.014252;9670;0.2787124;9670;0.025063451522658528;9670;0.6396249;9670;0.005574248;9670;146.928314;9670;82.7662;9670;8.545182;9670;76.78457;9670;99.45372
9680;360.5433;9680;360.285217;9680;0.25807023;9680;0.025003821177223;9680;0.638278;9680;0.00516140461;9680;146.977142;9680;82.6563339;9680;8.435316;9680;76.78457;9680;99.40489
9690;360.79303;9690;360.5949;9690;0.19812429;9690;0.024943944054167465;9690;0.636366;9690;0.00396248559;9690;147.172455;9690;82.4976349;9690;8.410901;9690;76.69912;9690;99.2339859
9700;361.042175;9700;360.865875;9700;0.176293358;9700;0.02488382074445496;9700;0.635610044;9700;0.00352586713;9700;147.172455;9700;82.54646;9700;8.423109;9700;76.57704;9700;99.0874939
9710;361.2907;9710;361.059418;9710;0.231282473;9710;0.024823451841478283;9710;0.634743631;9710;0.00462564966;9710;147.148041;9710;82.534256;9710;8.496353;9710;76.6014557;9710;99.05087
9720;361.538635;9720;361.330383;9720;0.208251208;9720;0.024762837941054109;9720;0.633277833;9720;0.004165024;9720;147.257919;9720;82.44881;9720;8.545182;9720;76.6380844;9720;99.0020447
9730;361.78595;9730;361.601349;9730;0.18461667;9730;0.024701979641417182;9730;0.632122755;9730;0.00369233335;9730;147.23349;9730;82.3389359;9730;8.22779;9730;76.4793854;9730;98.94101
9740;362.032684;9740;361.872284;9740;0.16037643;9740;0.024640877543214344;9740;0.6316245;9740;0.00320752873;9740;147.0748;9740;82.32673;9740;8.105716;9740;76.4427643;9740;98.89218
9750;362.278778;9750;362.104553;9750;0.174235046;9750;0.024579532249498642;9750;0.631156445;9750;0.00348470081;9750;146.964935;9750;82.3755646;9750;8.288827;9750;76.3451;9750;98.89218
9760;362.524261;9760;362.3755;9760;0.148775518;9760;0.024517944365723344;9760;0.6294979;9760;0.00297551043;9760;147.160248;9760;82.31452;9760;8.337657;9760;76.35731;9760;98.8067245
9770;362.769135;9770;362.607727;9770;0.1614089;9770;0.024456114499736;9770;0.6279427;9770;0.003228178;9770;147.123627;9770;82.05817;9770;8.191168;9770;76.25965;9770;98.69686
9780;363.0134;9780;362.80127;9780;0.212131262;9780;0.024394043261772431;9780;0.6264548;9780;0.004242625;9780;147.306747;9780;82.04596;9780;8.105716;9780;76.14979;9780;98.6114044
9790;363.257019;9790;363.0722;9790;0.184823766;9790;0.024331731264450693;9790;0.6256516;9790;0.00369647518;9790;147.343369;9790;82.13142;9790;8.105716;9790;76.22303;9790;98.5259552
9800;363.500031;9800;363.34314;9800;0.156896055;9800;0.024269179122765046;9800;0.6245681;9800;0.003137921;9800;147.3922;9800;82.13142;9800;8.130131;9800;76.0887451;9800;98.50154
9810;363.7424;9810;363.575348;9810;0.167049512;9810;0.024206387454079863;9810;0.6235827;9810;0.00334099028;9810;147.318954;9810;82.04596;9810;8.215583;9810;76.052124;9810;98.4283
9820;363.984161;9820;363.807556;9820;0.176576883;9820;0.024143356878123568;9820;0.6226952;9820;0.00353153772;9820;147.221283;9820;81.97272;9820;8.142339;9820;76.11316;9820;98.35505
9830;364.22525;9830;364.0011;9830;0.224178642;9830;0.024080088016982495;9830;0.6211527;9830;0.00448357267;9830;147.3922;9830;81.9361;9830;8.081302;9830;76.06433;9830;98.34284
9840;364.465759;9840;364.1946;9840;0.271148622;9840;0.024016581495094766;9840;0.619269431;9840;0.00542297261;9840;147.3922;9840;81.60649;9840;8.044679;9840;75.94226;9840;98.23298
9850;364.7056;9850;364.388123;9850;0.317484438;9850;0.023952837939244114;9850;0.618062854;9850;0.006349689;9850;147.4044;9850;81.53325;9850;7.83715343;9850;75.82018;9850;98.0986938
9860;364.9448;9860;364.581635;9860;0.363183737;9860;0.023888857978553689;9860;0.6176291;9860;0.0072636744;9860;147.282333;9860;81.60649;9860;7.824946;9860;75.71032;9860;98.06207
9870;365.18338;9870;364.929932;9870;0.2534398;9870;0.023824642244479877;9870;0.616378367;9870;0.005068796;9870;147.318954;9870;81.5454559;9870;8.081302;9870;75.69811;9870;98.12311
9880;365.4213;9880;365.123444;9880;0.297860652;9880;0.023760191370806042;9880;0.6153932;9880;0.00595721276;9880;147.221283;9880;81.4478;9880;8.117924;9880;75.7713547;9880;98.17194
9890;365.658569;9890;365.355652;9890;0.302937865;9890;0.023695505993636293;9890;0.613999367;9890;0.006058757;9890;147.428818;9890;81.5088348;9890;8.093509;9890;75.69811;9890;98.0986938
9900;365.8952;9900;365.626526;9900;0.2686706;9900;0.023630586751389192;9900;0.6130381;9900;0.00537341228;9900;147.355576;9900;81.4478;9900;7.99584961;9900;75.62486;9900;97.9277954
9910;366.1312;9910;365.89743;9910;0.2337571;9910;0.023565434284791433;9910;0.6119378;9910;0.004675142;9910;147.282333;9910;81.33793;9910;7.91039753;9910;75.60045;9910;97.7813
9920;366.366516;9920;366.1683;9920;0.198195;9920;0.023500049236871563;9920;0.61103344;9920;0.0039639;9920;147.282333;9920;81.37455;9920;7.983642;9920;75.56383;9920;97.65923
9930;366.6012;9930;366.32312;9930;0.2780753;9930;0.023434432252953614;9930;0.6101908;9930;0.00556150638;9930;147.221283;9930;81.37455;9930;7.97143459;9930;75.39293;9930;97.58598
9940;366.8352;9940;366.6714;9940;0.163812861;9940;0.023368583980650715;9940;0.6088085;9940;0.003276257;9940;147.306747;9940;81.32572;9940;7.87377548;9940;75.42955;9940;97.47612
9950;367.068542;9950;366.903564;9950;0.1649871;9950;0.023302505069858745;9950;0.607489645;9950;0.003299742;9950;147.2457;9950;81.15482;9950;7.7883234;9950;75.4539642;9950;97.31742
9960;367.301239;9960;367.135742;9960;0.165502429;9960;0.023236196172749853;9960;0.606034935;9960;0.00331004849;9960;147.355576;9960;81.10599;9960;7.702872;9960;75.28306;9960;97.23197
9970;367.5333;9970;367.290527;9970;0.242747977;9970;0.023169657943766093;9970;0.605006456;9970;0.00485495944;9970;147.318954;9970;81.06937;9970;7.727287;9970;75.209816;9970;97.2563858
9980;367.764648;9980;367.5614;9980;0.203242287;9980;0.023102891039612918;9980;0.6033152;9980;0.004064846;9980;147.441025;9980;80.9472961;9980;7.54417562;9980;75.1731949;9980;97.31742
9990;367.995331;9990;367.754883;9990;0.240461335;9990;0.023035896119252719;9990;0.601722062;9990;0.004809227;9990;147.441025;9990;80.73977;9990;7.44651651;9990;75.12436;9990;97.26859
10000;368.225372;10000;368.025726;10000;0.19962278;10000;0.022968673843898318;10000;0.6005179;10000;0.00399245555;10000;147.489853;10000;80.72756;10000;7.60521269;10000;75.0267;10000;97.18314
10010;368.4547;10010;368.2966;10010;0.158114955;10010;0.022901224877006417;10010;0.5996997;10010;0.00316229928;10010;147.465439;10010;80.7886;10010;7.531968;10010;74.96567;10010;97.07327
10020;368.68338;10020;368.490051;10020;0.1933219;10020;0.022833549884271095;10020;0.5984538;10020;0.00386643782;10020;147.477646;10020;80.72756;10020;7.434309;10020;74.96567;10020;96.9389954
10030;368.911377;10030;368.644836;10030;0.2665459;10030;0.022765649533617208;10030;0.5970425;10030;0.00533091743;10030;147.5753;10030;80.69094;10030;7.507553;10030;74.90463;10030;96.9389954
10040;369.1387;10040;368.8383;10040;0.300398558;10040;0.0226975244951938;10040;0.5958539;10040;0.00600797124;10040;147.514267;10040;80.58107;10040;7.593005;10040;74.92905;10040;96.89017
10050;369.365326;10050;369.109131;10050;0.256187052;10050;0.02262917544136751;10050;0.594629;10050;0.00512374146;10050;147.636337;10050;80.64211;10050;7.45872355;10050;74.95346;10050;96.67043
10060;369.591278;10060;369.379974;10060;0.211295053;10060;0.02256060304671588;10060;0.5936245;10060;0.004225901;10060;147.5631;10060;80.59328;10060;7.434309;10060;74.8680038;10060;96.58498
10070;369.816528;10070;369.612122;10070;0.204411045;10070;0.022491807988020768;10070;0.59245497;10070;0.00408822065;10070;147.526474;10070;80.5200348;10070;7.51976061;10070;74.91684;10070;96.5483551
10080;370.0411;10080;369.882965;10080;0.158150733;10080;0.022422790944261636;10080;0.5912175;10080;0.00316301477;10080;147.587509;10080;80.5200348;10080;7.348857;10080;74.8558;10080;96.4629059
10090;370.264984;10090;370.076416;10090;0.188582659;10090;0.022353552596608848;10090;0.5896588;10090;0.00377165317;10090;147.77063;10090;80.5200348;10090;7.23899031;10090;74.8191757;10090;96.4629059
10100;370.4882;10100;370.231171;10100;0.2570126;10100;0.022284093628416917;10100;0.5882884;10100;0.005140252;10100;147.685165;10100;80.3247147;10100;7.30002737;10100;74.73373;10100;96.40187
10110;370.710663;10110;370.463318;10110;0.247370124;10110;0.022214414725217832;10110;0.5863507;10110;0.00494740251;10110;147.77063;10110;80.08057;10110;7.36106443;10110;74.6238556;10110;96.292
10120;370.932465;10120;370.772827;10120;0.159656048;10120;0.022144516574714231;10120;0.5852893;10120;0.003193121;10120;147.868286;10120;80.19044;10120;7.30002737;10120;74.67269;10120;96.20655
10130;371.153564;10130;370.8889;10130;0.264686346;10130;0.022074399866772638;10130;0.58431685;10130;0.005293727;10130;147.8805;10130;80.25147;10130;7.165746;10130;74.56282;10130;96.16993
10140;371.373962;10140;371.237061;10140;0.136889979;10140;0.022004065293416666;10140;0.582810938;10140;0.00273779966;10140;148.002563;10140;80.21485;10140;7.214576;10140;74.44075;10140;96.12109
10150;371.593658;10150;371.4305;10150;0.163142726;10150;0.021933513548820133;10150;0.5817365;10150;0.00326285441;10150;147.856079;10150;80.08057;10150;7.104709;10150;74.44075;10150;96.02344
10160;371.812622;10160;371.662628;10160;0.150004551;10160;0.021862745329300288;10160;0.5801333;10160;0.003000091;10160;147.990356;10160;80.01953;10160;7.09250164;10160;74.47737;10160;95.88916
10170;372.0309;10170;371.933441;10170;0.09747483;10170;0.021791761333310879;10170;0.578775048;10170;0.00194949668;10170;148.0758;10170;80.0073242;10170;7.141331;10170;74.40413;10170;95.93799
10180;372.248474;10180;372.088165;10180;0.16029422;10180;0.021720562261435296;10180;0.577688932;10180;0.00320588448;10180;148.0758;10180;80.01953;10180;7.141331;10180;74.31867;10180;95.92578
10190;372.4653;10190;372.320282;10190;0.145031855;10190;0.021649148816379638;10190;0.5761722;10190;0.002900637;10190;148.039185;10190;79.82421;10190;7.165746;10190;74.14777;10190;95.90137
10200;372.681458;10200;372.5524;10200;0.129057288;10200;0.021577521702965754;10200;0.5744432;10200;0.00258114561;10200;148.124634;10200;79.66552;10200;7.104709;10200;74.17219;10200;95.85253
10210;372.896851;10210;372.823181;10210;0.07368451;10210;0.021505681628124346;10210;0.5732564;10210;0.00147369027;10210;148.136841;10210;79.65331;10210;7.019257;10210;74.20881;10210;95.77929
10220;373.111572;10220;373.0166;10220;0.09496307;10220;0.021433629300887949;10220;0.5722157;10220;0.00189926126;10220;148.0636;10220;79.616684;10220;6.93380547;10220;74.15998;10220;95.669426
10230;373.325531;10230;373.2487;10230;0.07683916;10230;0.021361365432383941;10230;0.5709013;10230;0.00153678318;10230;148.161255;10230;79.6411057;10230;6.90939045;10230;74.06232;10230;95.58397
10240;373.5388;10240;373.4034;10240;0.135359585;10240;0.021288890735827543;10240;0.569584131;10240;0.00270719174;10240;148.0636;10240;79.4702;10240;6.8727684;10240;74.00128;10240;95.58397
10250;373.7513;10250;373.596832;10250;0.154473335;10250;0.021216205926514721;10250;0.56770283;10250;0.00308946683;10250;148.173462;10250;79.27488;10250;6.897183;10250;73.96466;10250;95.51073
10260;373.9631;10260;373.828918;10260;0.134179577;10260;0.021143311721815213;10260;0.566353559;10260;0.00268359156;10260;148.210083;10260;79.22605;10260;6.762902;10260;73.75713;10260;95.38866
10270;374.174164;10270;374.061;10270;0.113158837;10270;0.021070208841165387;10270;0.565235853;10270;0.00226317672;10270;148.2345;10270;79.26267;10270;6.653035;10270;73.73272;10270;95.3032
10280;374.384521;10280;374.3318;10280;0.052728422;10280;0.020996898006061162;10280;0.563997567;10280;0.00105456845;10280;148.210083;10280;79.20164;10280;6.70186472;10280;73.6716843;10280;95.22996
10290;374.594116;10290;374.525177;10290;0.0689281151;10290;0.020923379940050894;10290;0.5624951;10290;0.00137856242;10290;148.356583;10290;79.20164;10290;6.61641264;10290;73.63506;10290;95.29099
10300;374.802979;10300;374.6799;10300;0.123073481;10300;0.020849655368728185;10300;0.561049759;10300;0.00246146973;10300;148.429825;10300;79.15281;10300;6.61641264;10300;73.6716843;10300;95.20554
10310;375.0111;10310;374.834625;10310;0.1764819;10310;0.02077572501972481;10310;0.5595748;10310;0.003529638;10310;148.381;10310;78.969696;10310;6.714072;10310;73.64727;10310;95.02243
10320;375.2185;10320;375.144043;10320;0.0744353756;10320;0.020701589622703451;10320;0.5586698;10320;0.00148870749;10320;148.271133;10320;78.969696;10320;6.555376;10320;73.61064;10320;95.03464
10330;375.42514;10330;375.2601;10330;0.165043637;10330;0.02062724990935056;10330;0.557674468;10330;0.00330087286;10330;148.2345;10330;79.00632;10330;6.506546;10330;73.57402;10330;94.90036
10340;375.631042;10340;375.492157;10340;0.138873652;10340;0.020552706613369089;10340;0.5559929;10340;0.002777473;10340;148.429825;10340;78.9819;10340;6.62862;10340;73.64727;10340;94.8149
10350;375.836182;10350;375.646881;10350;0.189315543;10350;0.020477960470471266;10350;0.5545669;10350;0.00378631079;10350;148.417618;10350;78.8598251;10350;6.44550943;10350;73.48857;10350;94.82711
10360;376.0406;10360;375.878937;10360;0.161655664;10360;0.02040301221837135;10360;0.5529721;10360;0.003233113;10360;148.49086;10360;78.74996;10360;6.33564234;10360;73.43974;10360;94.729454
10370;376.244263;10370;376.072327;10370;0.171925068;10370;0.020327862596778323;10370;0.551823437;10370;0.00343850139;10370;148.442032;10370;78.71334;10370;6.408887;10370;73.54961;10370;94.59517
10380;376.447144;10380;376.343048;10380;0.104091443;10380;0.020252512347388618;10380;0.5504495;10380;0.002081829;10380;148.539688;10380;78.72555;10380;6.42109442;10380;73.4763641;10380;94.50972
10390;376.6493;10390;376.497772;10390;0.151534736;10390;0.020176962213878779;10390;0.549212;10390;0.00303069456;10390;148.515274;10390;78.67672;10390;6.506546;10390;73.43974;10390;94.42427
10400;376.850677;10400;376.6138;10400;0.236898452;10400;0.020101212941898105;10400;0.5476701;10400;0.004737969;10400;148.515274;10400;78.51802;10400;6.408887;10400;73.281044;10400;94.37544
10410;377.051331;10410;376.807159;10410;0.244153827;10410;0.020025265279061333;10410;0.5464559;10410;0.00488307653;10410;148.539688;10410;78.53023;10410;6.33564234;10410;73.1955948;10410;94.3144
10420;377.2512;10420;377.000549;10420;0.250650823;10420;0.01994911997494124;10420;0.54534775;10420;0.00501301652;10420;148.49086;10420;78.51802;10420;6.237983;10420;73.26884;10420;94.15571
10430;377.450317;10430;377.309937;10430;0.140364692;10430;0.019872777781061238;10430;0.5441547;10430;0.002807294;10430;148.49086;10430;78.51802;10430;6.22577572;10430;73.26884;10430;94.1312943
10440;377.648651;10440;377.542;10440;0.106666617;10440;0.019796239450887938;10440;0.5426625;10440;0.00213333243;10440;148.515274;10440;78.40816;10440;6.25019073;10440;73.122345;10440;94.0946655
10450;377.846222;10450;377.735352;10450;0.110878363;10450;0.01971950573982377;10450;0.5411441;10450;0.00221756729;10450;148.625137;10450;78.37153;10450;6.18915367;10450;73.0491;10450;93.9725952
10460;378.04303;10460;377.9287;10460;0.114323892;10460;0.019642577405199483;10460;0.5399451;10460;0.002286478;10460;148.539688;10460;78.28608;10460;6.176946;10460;73.0491;10460;93.87493
10470;378.239075;10470;378.160767;10470;0.07832892;10470;0.019565455206266676;10470;0.5383999;10470;0.0015665784;10470;148.61293;10470;78.20063;10470;6.09149456;10470;73.0491;10470;93.85052
10480;378.434357;10480;378.354126;10480;0.0802366138;10480;0.019488139904190332;10480;0.5371709;10480;0.00160473224;10480;148.539688;10480;78.11517;10480;6.06707954;10480;73.02469;10480;93.78948
10490;378.628845;10490;378.5088;10490;0.120043784;10490;0.01941063226204124;10490;0.535392046;10490;0.00240087556;10490;148.710587;10490;78.01752;10490;6.0304575;10490;73.01248;10490;93.71624
10500;378.822571;10500;378.7795;10500;0.043063;10500;0.019332933044788551;10500;0.5343164;10500;0.00086126005;10500;148.649551;10500;78.01752;10500;6.042665;10500;72.8782043;10500;93.71624
10510;379.0155;10510;378.972839;10510;0.0426492877;10510;0.019255043019292165;10510;0.532876432;10510;0.0008529858;10510;148.637344;10510;77.89545;10510;5.93279839;10510;72.85378;10510;93.618576
10520;379.207672;10520;379.127533;10520;0.08012798;10520;0.01917696295429519;10520;0.5314112;10520;0.00160255958;10520;148.771637;10520;77.90765;10520;5.84734631;10520;72.82937;10520;93.53313
10530;379.399048;10530;379.3209;10530;0.078156434;10530;0.01909869362041635;10530;0.5301499;10530;0.00156312867;10530;148.735;10530;77.84661;10530;5.87176132;10530;72.6828842;10530;93.55754
10540;379.58963;10540;379.591583;10540;-0.00193523;10540;0.019020235790142358;10540;0.528609157;10540;-3.87046E-05;10540;148.771637;10540;77.72454;10540;5.90838337;10540;72.59743;10540;93.4843
10550;379.779449;10550;379.7849;10550;-0.00547091;10550;0.018941590237820317;10550;0.5273209;10550;-0.000109418208;10550;148.649551;10550;77.56584;10550;5.835139;10550;72.47536;10550;93.39885
10560;379.968475;10560;379.939575;10560;0.0288765188;10560;0.018862757739650092;10560;0.525608659;10560;0.000577530358;10560;148.8937;10560;77.56584;10560;5.57878351;10560;72.4875641;10560;93.38664
10570;380.1567;10570;380.132935;10570;0.0237679556;10570;0.0187837390736766;10570;0.5243451;10570;0.00047535912;10570;148.8815;10570;77.52922;10570;5.51774645;10570;72.5241852;10570;93.1791153
10580;380.344147;10580;380.4036;10580;-0.0594646856;10580;0.018704535019782191;10580;0.522663951;10580;-0.00118929369;10580;149.027985;10580;77.44377;10580;5.61540556;10580;72.51198;10580;93.05704
10590;380.5308;10590;380.5583;10590;-0.0274852384;10590;0.018625146359678876;10590;0.521327138;10590;-0.000549704768;10590;149.0646;10590;77.41936;10590;5.566576;10590;72.438736;10590;93.0692444
10600;380.716644;10600;380.751617;10600;-0.034965992;10600;0.018545573876900683;10600;0.520158947;10600;-0.0006993198;10600;149.015778;10600;77.39494;10600;5.60319853;10600;72.3288651;10600;92.8983459
10610;380.9017;10610;380.944946;10610;-0.043241296;10610;0.018465818356795897;10610;0.5185091;10610;-0.0008648259;10610;149.186676;10610;77.34611;10610;5.61540556;10610;72.26783;10610;92.77627
10620;381.085968;10620;381.060944;10620;0.0250189062;10620;0.018385880586519295;10620;0.517006338;10620;0.000500378141;10620;149.137848;10620;77.150795;10620;5.45670938;10620;72.17017;10620;92.72744
10630;381.2694;10630;381.292938;10630;-0.0235173646;10630;0.018305761355024413;10630;0.515835762;10630;-0.0004703473;10630;149.150055;10630;77.1874161;10630;5.39567232;10630;72.10913;10630;92.77627
10640;381.4521;10640;381.524933;10640;-0.0728527158;10640;0.018225461453055692;10640;0.514827669;10640;-0.0014570544;10640;149.101227;10640;77.24845;10640;5.42008734;10640;72.0969238;10640;92.67861
10650;381.6339;10650;381.6796;10650;-0.04565976;10650;0.018144981673140759;10650;0.513115764;10650;-0.0009131952;10650;149.259933;10650;77.150795;10650;5.371258;10650;72.02368;10650;92.53212
10660;381.814972;10660;381.7956;10660;0.0193932354;10660;0.018064322809582544;10660;0.5116641;10660;0.0003878647;10660;149.198883;10660;76.96768;10660;5.371258;10660;71.90161;10660;92.42226
10670;381.9952;10670;381.950226;10670;0.0449753627;10670;0.017983485658451471;10670;0.509986043;10670;0.000899507257;10670;149.308762;10670;76.8334;10670;5.4811244;10670;71.90161;10670;92.37342
10680;382.174652;10680;382.18222;10680;-0.00757779041;10680;0.017902471017577588;10680;0.5086988;10680;-0.000151555811;10680;149.3698;10680;76.85781;10680;5.371258;10680;71.8894043;10680;92.3123856
10690;382.353271;10690;382.375549;10690;-0.022275826;10690;0.017821279686542679;10690;0.5072764;10690;-0.000445516518;10690;149.443039;10690;76.82119;10690;5.261391;10690;71.79174;10690;92.1903152
10700;382.531067;10700;382.568848;10700;-0.03778456;10700;0.017739912466672409;10700;0.5057;10700;-0.000755691261;10700;149.5529;10700;76.73574;10700;5.200354;10700;71.76733;10700;92.1903152
10710;382.708069;10710;382.7235;10710;-0.0154433735;10710;0.017658370161028381;10710;0.504238546;10710;-0.000308867457;10710;149.565109;10710;76.61366;10710;5.22476864;10710;71.74291;10710;92.1659
10720;382.884247;10720;382.878143;10720;0.00608286;10720;0.017576653574400237;10720;0.502976656;10720;0.000121657191;10720;149.577316;10720;76.6014557;10720;5.21256161;10720;71.63305;10720;92.04382
10730;383.0596;10730;383.071472;10730;-0.011869316;10730;0.0174947635132977;10730;0.5019105;10730;-0.000237386324;10730;149.418625;10730;76.52821;10730;5.053865;10730;71.5598;10730;91.88513
10740;383.234131;10740;383.3421;10740;-0.107961506;10740;0.017412700785942592;10740;0.500538647;10740;-0.00215923018;10740;149.467453;10740;76.49159;10740;4.980621;10740;71.57201;10740;91.799675
10750;383.407837;10750;383.458069;10750;-0.05022841;10750;0.017330466202260916;10750;0.499533743;10750;-0.00100456818;10750;149.3698;10750;76.51601;10750;5.017243;10750;71.5598;10750;91.68981
