Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\Kv Tester\JibNed120bar\-15prosent.csv;
Starttime of export;134212496482790000;tirsdag 21. april 2026;14:54:08.279
Endtime of export;134212496562108918;tirsdag 21. april 2026;14:54:16.210


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_m;Name;fSensor1_V;Name;fValve1_V

0;123.01400799584947;0;0.57374797814874723;0;50.404370250556966;0;0.79479083723369148;0;4.3150120548112429;0;4.250007629627369
10;123.03842280343027;10;0.5493331705679495;10;50.416577654347364;10;0.79467223120822783;10;4.3122653889584033;10;4.250007629627369
20;123.07504501480149;20;0.53712576677755064;20;50.343333231604973;20;0.79475130189187027;20;4.3140964995269631;20;4.250007629627369
30;123.01400799584947;30;0.5493331705679495;30;50.245674001281785;30;0.79479083723369148;30;4.3107394634846035;30;4.250007629627369
40;123.03842280343027;40;0.58595538193914609;40;50.404370250556966;40;0.79479083723369148;40;4.3098239082003236;40;4.250007629627369
50;123.12387462996308;50;0.5493331705679495;50;50.440992461928161;50;0.79483037257551259;50;4.3107394634846035;50;4.250007629627369
60;123.00180059205907;60;0.52491836298715167;60;50.306711020233777;60;0.79483037257551259;60;4.3131809442426832;60;4.250007629627369
70;123.00180059205907;70;0.52491836298715167;70;50.355540635395371;70;0.79483037257551259;70;4.3153172399060029;70;4.250007629627369
80;123.03842280343027;80;0.5493331705679495;80;50.404370250556966;80;0.79486990791733381;80;4.3125705740531632;80;4.250007629627369
90;123.09945982238229;90;0.48829615161595508;90;50.440992461928161;90;0.794909443259155;90;4.3168431653798027;90;4.250007629627369
100;123.05063020722069;100;0.48829615161595508;100;50.404370250556966;100;0.79483037257551259;100;4.3116550187688834;100;4.250007629627369
110;123.14828943754388;110;0.46388134403515735;110;50.416577654347364;110;0.79483037257551259;110;4.314706869716483;110;4.250007629627369
120;123.07504501480149;120;0.46388134403515735;120;50.416577654347364;120;0.79483037257551259;120;4.3122653889584033;120;4.250007629627369
