file_name,u_percent,uV_expected,uV_mean,uV_error,ps_bar,pa_bar,pb_bar,dp_bar,x_m,xdot_mps,Q_m3ps,Ad_m2,Kv_Lmin_sqrtbar
-100prosent.csv,-100,0,0.121871615699894,0.121871615699894,148.851329856982,24.1112777272298,134.374148994812,14.4771808621703,0.597770638165545,-0.0313647045114669,0.000307922266485122,8.24353689042764e-06,4.85568320964843
-95prosent.csv,-95,0.25,0.132146481633233,-0.117853518366767,148.877623381426,24.2390289798291,134.371447924304,14.5061754571216,0.574310800445865,-0.0311011355659973,0.000305334684413867,8.16609012425838e-06,4.81006480978825
-90prosent.csv,-90,0.5,0.393409111717167,-0.106590888282833,148.880164910928,24.0660457537194,134.103198802195,14.7769661087329,0.602571490869543,-0.030969351093258,0.000304040893378195,8.05663803660426e-06,4.74559434385266
-85prosent.csv,-85,0.75,0.651665883973238,-0.0983341160267622,149.007337433781,24.2002862897557,133.935544754241,15.0717926795398,0.611310701739895,-0.0308375666205229,0.000302747102342564,7.9435023869557e-06,4.67895415266857
-80prosent.csv,-80,1,0.914698916407955,-0.0853010835920451,149.108317588557,23.955853588838,133.352288102128,15.756029486429,0.602510055344434,-0.0307057821477836,0.000301453311306893,7.73590552585992e-06,4.55667355804068
-75prosent.csv,-75,1.25,1.17715788137494,-0.0728421186250621,149.188782291241,23.3604425795104,132.612729197127,16.5760530941141,0.628343981250029,-0.030310428729563,0.00029757193819985,7.44502053875458e-06,4.3853338325563
-70prosent.csv,-70,1.5,1.43851447182944,-0.0614855281705649,149.311916140866,23.0146374672397,131.368230735213,17.9436854056537,0.627907041744897,-0.0297832908386197,0.0002923967740573,7.03122903180001e-06,4.14159858889559
-65prosent.csv,-65,1.75,1.69855731787044,-0.0514426821295644,149.44112175463,22.4282312937081,129.199859714917,20.2412620397127,0.617311225069693,-0.0288607995294565,0.000283340236807713,6.41510767124498e-06,3.77868517135188
-60prosent.csv,-60,2,1.9610327367737,-0.0389672632262981,149.579236037023,21.3677021815301,126.62377244888,22.9554635881426,0.631943832811326,-0.0278065237475589,0.000272989908522503,5.80387499745268e-06,3.41865133262809
-55prosent.csv,-55,2.25,2.22285201023786,-0.0271479897621427,149.685980033491,20.2150818858097,124.396406081784,25.2895739517076,0.637958652960654,-0.0264886790201868,0.00026005199816599,5.26749254576123e-06,3.10270645371907
-50prosent.csv,-50,2.5,2.48245870415278,-0.0175412958472223,149.773595698612,18.7513156216424,121.552875665245,28.220720033367,0.654736381968811,-0.0249072653473373,0.000244526505738145,4.68874255711684e-06,2.76180586216497
-45prosent.csv,-45,2.75,2.74595619297898,-0.00404380702101825,150.011852051283,16.7285328414697,117.928391034916,32.0834610163667,0.669696547676278,-0.0227987137835367,0.000223825849167673,4.02516906171197e-06,2.37094175579497
-40prosent.csv,-40,3,3.00975936937804,0.00975936937804089,150.332475684964,14.0333888144185,113.486344532061,36.8461311529032,0.672348046233835,-0.0196358864378574,0.000192774864312176,3.23496026304563e-06,1.90548576926859
-35prosent.csv,-35,3.25,3.27056209516778,0.0205620951677847,150.619845438487,10.8223622768368,108.067302700217,42.5525427382703,0.692718691452555,-0.0159459212012051,0.000156548715313836,2.44456303723116e-06,1.43991879366658
-30prosent.csv,-30,3.5,3.53077367581477,0.0307736758147676,151.1754573972,7.39482610644774,101.767603795571,49.4078536016291,0.71386398545169,-0.0114652491281453,0.000112559820101744,1.63117248713242e-06,0.960808080692469
-25prosent.csv,-25,3.75,3.79327166298715,0.0432716629871548,151.674306122517,5.38071022726904,97.1200728587447,54.5542332637721,0.715800060706751,-0.00632565469139131,6.21019697113149e-05,8.56457147225189e-07,0.50447819241202
-20prosent.csv,-20,4,4.05567208119355,0.0556720811935465,152.336823891319,1.08381455423559,90.6623589277741,61.6744649635453,0.759117839766697,-0.00184498261831534,1.81130744990635e-05,2.34938379640585e-07,0.138385545001621
-15prosent.csv,-15,4.25,4.32033526004329,0.0703352600432918,152.542656251451,0.256184879234846,53.7126145889469,98.8300416625044,0.768042538709524,0,0,0,0
-10prosent.csv,-10,4.5,4.58227914146507,0.0822791414650679,152.659099553197,45.9328762742924,1.94728590430726,150.711813648889,0.768055608454539,0,0,0,0
-5prosent.csv,-5,4.75,4.84897744985439,0.0989774498543881,152.846874610818,61.5478533071922,61.6670271389162,91.1798474719016,0.768073663582666,0,0,0,0
