Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\Kv Tester\JibOpp120bar\10prosent.csv;
Starttime of export;134212513964790000;tirsdag 21. april 2026;15:23:16.479
Endtime of export;134212514026006396;tirsdag 21. april 2026;15:23:22.600


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_m;Name;fSensor1_V;Name;fValve1_V

0;123.68541520432142;0;47.096163823358872;0;55.07980590227973;0;0.081652341463279307;0;5.4228339487899415;0;5.500045777764214
10;123.69762260811181;10;47.059541611987676;10;55.177465132602919;10;0.081691876805100483;10;5.4277169103061009;10;5.500045777764214
20;123.63658558915982;20;46.998504593035683;20;55.153050325022122;20;0.081691876805100483;20;5.4219183935056616;20;5.500045777764214
30;123.70983001190221;30;47.071749015778074;30;55.153050325022122;30;0.081691876805100483;30;5.4231391338847015;30;5.500045777764214
40;123.61217078157902;40;47.010711996826082;40;55.16525772881252;40;0.081691876805100483;40;5.4228339487899415;40;5.500045777764214
50;123.8074892422254;50;46.974089785454886;50;55.116428113650926;50;0.081731412146921659;50;5.4231391338847015;50;5.500045777764214
60;123.9295632801294;60;47.096163823358872;60;55.07980590227973;60;0.081652341463279307;60;5.4237495040742214;60;5.500045777764214
70;123.77086703085421;70;47.10837122714927;70;55.092013306070129;70;0.081612806121458131;70;5.4240546891689814;70;5.500045777764214
80;123.795281838435;80;46.974089785454886;80;55.262916959135708;80;0.081691876805100483;80;5.4277169103061009;80;5.500045777764214
90;123.86852626117741;90;46.864223151341292;90;55.25070955534531;90;0.081691876805100483;90;5.4216132084109017;90;5.500045777764214
100;123.88073366496781;100;46.925260170293285;100;55.116428113650926;100;0.081731412146921659;100;5.4240546891689814;100;5.500045777764214
110;123.77086703085421;110;46.998504593035683;110;55.07980590227973;110;0.081731412146921659;110;5.4231391338847015;110;5.500045777764214
120;123.77086703085421;120;47.02291940061648;120;55.067598498489332;120;0.081770947488742834;120;5.4261909848323011;120;5.500045777764214
130;123.70983001190221;130;46.925260170293285;130;54.933317056794948;130;0.081731412146921659;130;5.4243598742637413;130;5.500045777764214
140;123.8196966460158;140;46.998504593035683;140;54.994354075746941;140;0.081691876805100483;140;5.4261909848323011;140;5.500045777764214
150;123.73424481948301;150;47.083956419568473;150;55.153050325022122;150;0.081691876805100483;150;5.4249702444532613;150;5.500045777764214
160;123.72203741569261;160;46.937467574083684;160;55.16525772881252;160;0.081691876805100483;160;5.4203924680318618;160;5.500045777764214
170;123.88073366496781;170;46.949674977874082;170;55.116428113650926;170;0.081691876805100483;170;5.4219183935056616;170;5.500045777764214
180;123.7830744346446;180;47.071749015778074;180;55.153050325022122;180;0.081691876805100483;180;5.4206976531266218;180;5.500045777764214
190;123.66100039674062;190;47.035126804406879;190;55.104220709860527;190;0.081731412146921659;190;5.4249702444532613;190;5.500045777764214
200;123.66100039674062;200;46.998504593035683;200;54.969939268166144;200;0.081691876805100483;200;5.4243598742637413;200;5.500045777764214
210;123.8196966460158;210;47.083956419568473;210;55.018768883327738;210;0.081691876805100483;210;5.4261909848323011;210;5.500045777764214
220;123.8074892422254;220;47.02291940061648;220;55.092013306070129;220;0.081652341463279307;220;5.4203924680318618;220;5.500045777764214
