Name;YT Scope Project;
File;C:\Users\Tobno\Desktop\Kv Tester\JibOpp120bar\40prosent.csv;
Starttime of export;134212518716890000;tirsdag 21. april 2026;15:31:11.689
Endtime of export;134212518781297747;tirsdag 21. april 2026;15:31:18.129


Name;fPresSupply_bar;Name;fPres1A_bar;Name;fPres1B_bar;Name;fCylinder1_m;Name;fSensor1_V;Name;fValve1_V

0;121.97637867366558;0;69.777520065919987;0;2.6856288338877534;0;0.10086651758837191;0;7.0043031098361155;0;7.000030518509476
10;121.89092684713279;10;69.594409009064;10;2.661214026306955;10;0.10094558827201426;10;6.9933164464247568;10;7.000030518509476
20;121.98858607745598;20;69.533371990112;20;2.6856288338877534;20;0.10106419429747779;20;6.999725333414716;20;7.000030518509476
30;122.09845271156956;30;69.5211645863216;30;2.6490066225165565;30;0.10106419429747779;30;7.0033875545518356;30;7.000030518509476
40;122.17169713431196;40;69.533371990112;40;2.6245918149357581;40;0.10118280032294132;40;6.9954527420880765;40;7.000030518509476
50;121.89092684713279;50;69.460127567369611;50;2.6245918149357581;50;0.10126187100658367;50;6.9966734824671164;50;7.000030518509476
60;121.87871944334239;60;69.435712759788814;60;2.6490066225165565;60;0.10134094169022606;60;7.0021668141727957;60;7.000030518509476
70;121.95196386608478;70;69.435712759788814;70;2.661214026306955;70;0.10145954771568959;70;7.0027771843623157;70;7.000030518509476
80;122.02520828882717;80;69.301431318094416;80;2.5879696035645616;80;0.10149908305751076;80;6.9945371868037967;80;7.000030518509476
90;122.01300088503677;90;69.277016510513619;90;2.6001770073549606;90;0.10161768908297429;90;6.999725333414716;90;7.000030518509476
100;121.98858607745598;100;69.399090548417618;100;2.661214026306955;100;0.10165722442479548;100;6.9985045930356762;100;7.000030518509476
110;122.07403790398877;110;69.460127567369611;110;2.673421430097354;110;0.10177583045025901;110;6.9985045930356762;110;7.000030518509476
120;121.96417126987518;120;69.423505355998415;120;2.6245918149357581;120;0.10185490113390136;120;6.9954527420880765;120;7.000030518509476
130;121.93975646229438;130;69.5822016052736;130;2.5879696035645616;130;0.10197350715936489;130;6.9991149632251961;130;7.000030518509476
140;121.7932676168096;140;69.655446028015987;140;2.6367992187261575;140;0.10209211318482841;140;7.0027771843623157;140;7.000030518509476
150;121.97637867366558;150;69.63103122043519;150;2.6978362376781519;150;0.10213164852664959;150;6.9975890377513963;150;7.000030518509476
160;121.92754905850398;160;69.75310525833919;160;2.6978362376781519;160;0.10213164852664959;160;6.9985045930356762;160;7.000030518509476
170;121.89092684713279;170;69.826349681081581;170;2.6978362376781519;170;0.10213164852664959;170;6.9975890377513963;170;7.000030518509476
180;121.92754905850398;180;69.789727469710385;180;2.6367992187261575;180;0.10236886057757667;180;7.0006408886989959;180;7.000030518509476
190;122.06183050019837;190;69.692068239387183;190;2.5025177770317697;190;0.10244793126121902;190;6.9927060762352369;190;7.000030518509476
200;122.07403790398877;200;69.777520065919987;200;2.5513473921933656;200;0.1024874666030402;200;6.9985045930356762;200;7.000030518509476
210;121.93975646229438;210;69.838557084871979;210;2.5879696035645616;210;0.1024874666030402;210;7.0036927396465956;210;7.000030518509476
220;122.17169713431196;220;69.838557084871979;220;2.6367992187261575;220;0.10268514331214611;220;7.000030518509476;220;7.000030518509476
230;121.96417126987518;230;69.71648304696798;230;2.5879696035645616;230;0.10276421399578846;230;6.9954527420880765;230;7.000030518509476
240;121.96417126987518;240;69.667653431806386;240;2.5879696035645616;240;0.10284328467943081;240;6.999725333414716;240;7.000030518509476
250;121.98858607745598;250;69.63103122043519;250;2.6856288338877534;250;0.10296189070489435;250;7.0030823694570756;250;7.000030518509476
260;122.02520828882717;260;69.618823816644792;260;2.661214026306955;260;0.10308049673035788;260;6.9936216315195168;260;7.000030518509476
270;121.97637867366558;270;69.5455793939024;270;2.5757621997741631;270;0.10315956741400023;270;6.9972838526566363;270;7.000030518509476
280;122.07403790398877;280;69.5089571825312;280;2.5513473921933656;280;0.1032386380976426;280;6.9978942228461563;280;7.000030518509476
290;122.15948973052156;290;69.6066164128544;290;2.5391399884029662;290;0.10335724412310612;290;7.0009460737937559;290;7.000030518509476
300;121.93975646229438;300;69.5699942014832;300;2.5391399884029662;300;0.10335724412310612;300;6.9930112613299968;300;7.000030518509476
310;122.01300088503677;310;69.4967497787408;310;2.5757621997741631;310;0.10343631480674848;310;6.9960631122775965;310;7.000030518509476
320;121.96417126987518;320;69.4967497787408;320;2.5879696035645616;320;0.103554920832212;320;7.0036927396465956;320;7.000030518509476
330;122.07403790398877;330;69.5822016052736;330;2.5757621997741631;330;0.10363399151585435;330;6.999725333414716;330;7.000030518509476
340;121.93975646229438;340;69.5822016052736;340;2.5635547959837641;340;0.10371306219949671;340;6.9960631122775965;340;7.000030518509476
350;121.91534165471359;350;69.6066164128544;350;2.661214026306955;350;0.10383166822496025;350;6.9981994079409162;350;7.000030518509476
360;122.01300088503677;360;69.618823816644792;360;2.6978362376781519;360;0.10391073890860263;360;7.0021668141727957;360;7.000030518509476
370;122.06183050019837;370;69.5455793939024;370;2.6367992187261575;370;0.10398980959224498;370;6.991485335856197;370;7.000030518509476
380;121.97637867366558;380;69.594409009064;380;2.6245918149357581;380;0.10402934493406615;380;6.9966734824671164;380;7.000030518509476
390;121.89092684713279;390;69.679860835596784;390;2.6490066225165565;390;0.10414795095952969;390;7.0009460737937559;390;7.000030518509476
400;122.02520828882717;400;69.75310525833919;400;2.722251045258949;400;0.1043060923268144;400;6.999725333414716;400;7.000030518509476
410;121.89092684713279;410;69.704275643177581;410;2.673421430097354;410;0.10434562766863557;410;6.9939268166142767;410;7.000030518509476
420;121.97637867366558;420;69.740897854548791;420;2.5757621997741631;420;0.10438516301045675;420;6.9988097781304361;420;7.000030518509476
430;121.93975646229438;430;69.777520065919987;430;2.5635547959837641;430;0.1044642336940991;430;7.0024719992675557;430;7.000030518509476
440;122.02520828882717;440;69.789727469710385;440;2.4781029694509722;440;0.10450376903592028;440;6.9942320017090367;440;7.000030518509476
450;121.87871944334239;450;69.777520065919987;450;2.5269325846125672;450;0.1046223750613838;450;6.9960631122775965;450;7.000030518509476
460;121.95196386608478;460;69.801934873500784;460;2.6245918149357581;460;0.10478051642866852;460;6.9985045930356762;460;7.000030518509476
470;122.11066011535996;470;69.960631122775965;470;2.6245918149357581;470;0.10489912245413205;470;7.000335703604236;470;7.000030518509476
480;122.06183050019837;480;69.924008911404769;480;2.5513473921933656;480;0.10489912245413205;480;6.9942320017090367;480;7.000030518509476
490;121.97637867366558;490;69.777520065919987;490;2.5879696035645616;490;0.10493865779595324;490;7.0006408886989959;490;7.000030518509476
500;121.92754905850398;500;69.63103122043519;500;2.6001770073549606;500;0.10497819313777441;500;7.0018616290780358;500;7.000030518509476
510;122.06183050019837;510;69.6066164128544;510;2.5635547959837641;510;0.10517586984688032;510;6.9981994079409162;510;7.000030518509476
520;121.93975646229438;520;69.618823816644792;520;2.5635547959837641;520;0.10525494053052267;520;6.9945371868037967;520;7.000030518509476
530;121.93975646229438;530;69.655446028015987;530;2.5879696035645616;530;0.10533401121416502;530;6.9981994079409162;530;7.000030518509476
540;122.01300088503677;540;69.618823816644792;540;2.5513473921933656;540;0.10541308189780738;540;7.0018616290780358;540;7.000030518509476
550;122.09845271156956;550;69.594409009064;550;2.5391399884029662;550;0.10549215258144973;550;6.9960631122775965;550;7.000030518509476
560;122.01300088503677;560;69.4967497787408;560;2.6490066225165565;560;0.10557122326509209;560;6.9988097781304361;560;7.000030518509476
570;122.01300088503677;570;69.484542374950408;570;2.5757621997741631;570;0.10557122326509209;570;6.9985045930356762;570;7.000030518509476
580;122.07403790398877;580;69.5211645863216;580;2.5635547959837641;580;0.10572936463237681;580;7.0009460737937559;580;7.000030518509476
590;121.98858607745598;590;69.5089571825312;590;2.5879696035645616;590;0.10580843531601916;590;6.9945371868037967;590;7.000030518509476
600;121.87871944334239;600;69.63103122043519;600;2.6001770073549606;600;0.10592704134148269;600;6.9991149632251961;600;7.000030518509476
610;121.8298898281808;610;69.740897854548791;610;2.6367992187261575;610;0.10596657668330386;610;7.0021668141727957;610;7.000030518509476
620;122.04962309640797;620;69.801934873500784;620;2.6490066225165565;620;0.10604564736694622;620;6.9954527420880765;620;7.000030518509476
630;121.95196386608478;630;69.765312662129588;630;2.6245918149357581;630;0.10616425339240974;630;6.9951475569933166;630;7.000030518509476
640;122.04962309640797;640;69.826349681081581;640;2.6001770073549606;640;0.10616425339240974;640;7.0006408886989959;640;7.000030518509476
650;122.03741569261757;650;69.960631122775965;650;2.5757621997741631;650;0.10628285941787328;650;7.0024719992675557;650;7.000030518509476
660;122.01300088503677;660;69.972838526566363;660;2.5513473921933656;660;0.10640146544333687;660;6.9933164464247568;660;7.000030518509476
670;121.95196386608478;670;69.948423718985566;670;2.6367992187261575;670;0.10655960681062157;670;6.9985045930356762;670;7.000030518509476
680;121.89092684713279;680;70.021668141727957;680;2.673421430097354;680;0.10659914215244275;680;6.9988097781304361;680;7.000030518509476
